disease_id,disease_name,n_edges,n_drug_names,n_drug_ids,pmid_count_sum,total_articles_sum,pmid_count_median,total_articles_median,edge_share,drug_name_share,drug_id_share,pmid_share,total_articles_share
@DISEASE_Periodontal_Diseases,Periodontal Diseases,32,31,32,210,210,3.0,3.0,0.00034164673727365904,0.22302158273381295,0.08719346049046321,0.0002708586994655055,0.00017530956747790474
@DISEASE_Sexual_Infantilism,Sexual Infantilism,34,31,34,203,203,3.0,3.0,0.0003629996583532627,0.22302158273381295,0.09264305177111716,0.00026183007614998866,0.00016946591522864124
@DISEASE_Ptosis_Hereditary_Congenital_2,Ptosis Hereditary Congenital 2,33,31,33,195,195,2.0,2.0,0.0003523231978134609,0.22302158273381295,0.08991825613079019,0.0002515116495036837,0.00016278745551519724
@DISEASE_Hyperpigmentation,Hyperpigmentation,35,31,35,191,191,3.0,3.0,0.0003736761188930646,0.22302158273381295,0.09536784741144415,0.0002463524361805312,0.00015944822565847525
@DISEASE_Hypersensitivity,Hypersensitivity,32,31,32,172,172,3.0,3.0,0.00034164673727365904,0.22302158273381295,0.08719346049046321,0.00022184617289555688,0.00014358688383904578
@DISEASE_Acrodermatitis,Acrodermatitis,35,31,35,160,160,2.0,2.0,0.0003736761188930646,0.22302158273381295,0.09536784741144415,0.00020636853292609942,0.00013356919426887979
@DISEASE_Diabetic_Cardiomyopathies,Diabetic Cardiomyopathies,32,31,32,158,158,2.0,2.0,0.00034164673727365904,0.22302158273381295,0.08719346049046321,0.0002037889262645232,0.0001318995793405188
@DISEASE_Quadriplegia,Quadriplegia,31,31,31,158,158,2.0,2.0,0.00033097027673385717,0.22302158273381295,0.08446866485013624,0.0002037889262645232,0.0001318995793405188
@DISEASE_Bursitis,Bursitis,34,31,34,153,153,2.0,2.0,0.0003629996583532627,0.22302158273381295,0.09264305177111716,0.0001973399096105826,0.0001277255420196163
@DISEASE_Death_Sudden_Cardiac,Death Sudden Cardiac,32,31,32,147,147,3.0,3.0,0.00034164673727365904,0.22302158273381295,0.08719346049046321,0.00018960108962585385,0.0001227166972345333
@DISEASE_Meningioma,Meningioma,32,31,32,139,139,1.0,1.0,0.00034164673727365904,0.22302158273381295,0.08719346049046321,0.00017928266297954887,0.00011603823752108932
@DISEASE_Coronavirus_Infections,Coronavirus Infections,31,31,31,137,137,1.0,1.0,0.00033097027673385717,0.22302158273381295,0.08446866485013624,0.00017670305631797264,0.00011436862259272832
@DISEASE_Eye_Infections,Eye Infections,35,31,35,132,132,2.0,2.0,0.0003736761188930646,0.22302158273381295,0.09536784741144415,0.00017025403966403204,0.00011019458527182583
@DISEASE_Eyelid_Diseases,Eyelid Diseases,32,31,32,129,129,2.0,2.0,0.00034164673727365904,0.22302158273381295,0.08719346049046321,0.00016638462967166767,0.00010769016287928434
@DISEASE_Neoplasms_Glandular_and_Epithelial,Neoplasms Glandular and Epithelial,36,31,36,123,123,2.0,2.0,0.0003843525794328664,0.22302158273381295,0.09809264305177112,0.00015864580968693893,0.00010268131809420134
@DISEASE_Astrocytoma,Astrocytoma,31,31,31,97,97,2.0,2.0,0.00033097027673385717,0.22302158273381295,0.08446866485013624,0.00012511092308644777,8.097632402550838e-05
@DISEASE_Anterior_Wall_Myocardial_Infarction,Anterior Wall Myocardial Infarction,33,31,33,95,95,1.0,1.0,0.0003523231978134609,0.22302158273381295,0.08991825613079019,0.00012253131642487154,7.930670909714738e-05
@DISEASE_Trauma_Nervous_System,Trauma Nervous System,33,31,33,91,91,2.0,2.0,0.0003523231978134609,0.22302158273381295,0.08991825613079019,0.00011737210310171904,7.596747924042538e-05
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,Hereditary Sensory and Autonomic Neuropathies,31,31,31,84,84,1.0,1.0,0.00033097027673385717,0.22302158273381295,0.08446866485013624,0.0001083434797862022,7.012382699116189e-05
@DISEASE_Jaundice_Obstructive,Jaundice Obstructive,32,31,32,83,83,1.0,1.0,0.00034164673727365904,0.22302158273381295,0.08719346049046321,0.00010705367645541408,6.92890195269814e-05
@DISEASE_Fasciculation,Fasciculation,31,31,31,80,80,2.0,2.0,0.00033097027673385717,0.22302158273381295,0.08446866485013624,0.00010318426646304971,6.678459713443989e-05
@DISEASE_Emphysema,Emphysema,34,31,34,77,77,1.0,1.0,0.0003629996583532627,0.22302158273381295,0.09264305177111716,9.931485647068535e-05,6.42801747418984e-05
@DISEASE_Sleep_Disorders_Circadian_Rhythm,Sleep Disorders Circadian Rhythm,32,31,32,73,73,1.0,1.0,0.00034164673727365904,0.22302158273381295,0.08719346049046321,9.415564314753287e-05,6.0940944885176404e-05
@DISEASE_Agnosia,Agnosia,31,31,31,42,42,1.0,1.0,0.00033097027673385717,0.22302158273381295,0.08446866485013624,5.41717398931011e-05,3.5061913495580945e-05
@DISEASE_Sarcoidosis,Sarcoidosis,34,30,34,616,1125,2.5,2.5,0.0003629996583532627,0.2158273381294964,0.09264305177111716,0.0007945188517654828,0.0009391583972030611
@DISEASE_Vitamin_D_Deficiency,Vitamin D Deficiency,30,30,30,288,838,2.5,2.5,0.00032029381619405535,0.2158273381294964,0.08174386920980926,0.00037146335926697895,0.000699568654983258
@DISEASE_Menorrhagia,Menorrhagia,39,30,39,397,738,3.0,3.0,0.00041638196105227195,0.2158273381294964,0.10626702997275204,0.0005120519223228842,0.0006160879085652081
@DISEASE_Lymphoma_Large_B_Cell_Diffuse,Lymphoma Large B Cell Diffuse,31,30,31,371,640,2.0,2.0,0.00033097027673385717,0.2158273381294964,0.08446866485013624,0.00047851703572239306,0.0005342767770755191
@DISEASE_Neuralgia_Postherpetic,Neuralgia Postherpetic,32,30,32,457,626,3.0,3.0,0.00034164673727365904,0.2158273381294964,0.08719346049046321,0.0005894401221701715,0.0005225894725769922
@DISEASE_Meningism,Meningism,33,30,33,558,558,6.0,6.0,0.0003523231978134609,0.2158273381294964,0.08991825613079019,0.0007197102585797718,0.00046582256501271827
@DISEASE_Cushing_Syndrome,Cushing Syndrome,30,30,30,305,389,3.0,3.0,0.00032029381619405535,0.2158273381294964,0.08174386920980926,0.00039339001589037704,0.000324740103566214
@DISEASE_Cystitis,Cystitis,34,30,34,357,381,2.0,2.0,0.0003629996583532627,0.2158273381294964,0.09264305177111716,0.00046045978909135934,0.00031806164385277
@DISEASE_Glomerulonephritis_IGA,Glomerulonephritis IGA,31,30,31,369,369,2.0,2.0,0.00033097027673385717,0.2158273381294964,0.08446866485013624,0.00047593742906081683,0.00030804395428260403
@DISEASE_Premenstrual_Syndrome,Premenstrual Syndrome,35,30,35,344,346,3.0,3.0,0.0003736761188930646,0.2158273381294964,0.09536784741144415,0.00044369234579111377,0.00028884338260645254
@DISEASE_Pericardial_Effusion,Pericardial Effusion,31,30,31,317,317,5.0,5.0,0.00033097027673385717,0.2158273381294964,0.08446866485013624,0.0004088676558598345,0.0002646339661452181
@DISEASE_Osteonecrosis,Osteonecrosis,30,30,30,304,304,3.0,3.0,0.00032029381619405535,0.2158273381294964,0.08174386920980926,0.0003921002125595889,0.00025378146911087164
@DISEASE_Precancerous_Conditions,Precancerous Conditions,33,30,33,294,294,4.0,4.0,0.0003523231978134609,0.2158273381294964,0.08991825613079019,0.0003792021792517077,0.0002454333944690666
@DISEASE_Papilledema,Papilledema,32,30,32,293,293,2.5,2.5,0.00034164673727365904,0.2158273381294964,0.08719346049046321,0.00037791237592091955,0.0002445985870048861
@DISEASE_Rheumatic_Fever,Rheumatic Fever,32,30,32,254,254,2.0,2.0,0.00034164673727365904,0.2158273381294964,0.08719346049046321,0.0003276100460201828,0.00021204109590184668
@DISEASE_Morning_Sickness,Morning Sickness,30,30,30,251,251,2.5,2.5,0.00032029381619405535,0.2158273381294964,0.08174386920980926,0.00032374063602781845,0.00020953667350930518
@DISEASE_Vasculitis_Leukocytoclastic_Cutaneous,Vasculitis Leukocytoclastic Cutaneous,32,30,32,244,244,3.5,3.5,0.00034164673727365904,0.2158273381294964,0.08719346049046321,0.0003147120127123016,0.0002036930212600417
@DISEASE_Narcolepsy,Narcolepsy,30,30,30,198,212,2.0,2.0,0.00032029381619405535,0.2158273381294964,0.08174386920980926,0.00025538105949604806,0.00017697918240626572
@DISEASE_Menstruation_Disturbances,Menstruation Disturbances,33,30,33,205,205,2.0,2.0,0.0003523231978134609,0.2158273381294964,0.08991825613079019,0.0002644096828115649,0.00017113553015700225
@DISEASE_Androgen_Insensitivity_Syndrome,Androgen Insensitivity Syndrome,35,30,35,184,199,1.0,1.0,0.0003736761188930646,0.2158273381294964,0.09536784741144415,0.00023732381286501434,0.00016612668537191924
@DISEASE_Tuberculosis_Pulmonary,Tuberculosis Pulmonary,34,30,34,198,198,3.5,3.5,0.0003629996583532627,0.2158273381294964,0.09264305177111716,0.00025538105949604806,0.00016529187790773875
@DISEASE_Death_Sudden,Death Sudden,31,30,31,193,193,2.0,2.0,0.00033097027673385717,0.2158273381294964,0.08446866485013624,0.00024893204284210746,0.00016111784058683626
@DISEASE_Nasal_Obstruction,Nasal Obstruction,35,30,35,191,191,3.0,3.0,0.0003736761188930646,0.2158273381294964,0.09536784741144415,0.0002463524361805312,0.00015944822565847525
@DISEASE_Hypoxia_Ischemia_Brain,Hypoxia Ischemia Brain,32,30,32,146,146,2.0,2.0,0.00034164673727365904,0.2158273381294964,0.08719346049046321,0.00018831128629506573,0.00012188188977035281
@DISEASE_Headache_Disorders,Headache Disorders,30,30,30,143,143,2.0,2.0,0.00032029381619405535,0.2158273381294964,0.08174386920980926,0.00018444187630270136,0.00011937746737781132
@DISEASE_Facial_Nerve_Diseases,Facial Nerve Diseases,33,30,33,138,138,2.0,2.0,0.0003523231978134609,0.2158273381294964,0.08991825613079019,0.00017799285964876076,0.00011520343005690883
@DISEASE_Dermatitis_Contact,Dermatitis Contact,32,30,32,137,137,2.0,2.0,0.00034164673727365904,0.2158273381294964,0.08719346049046321,0.00017670305631797264,0.00011436862259272832
@DISEASE_Urolithiasis,Urolithiasis,31,30,31,133,133,2.0,2.0,0.00033097027673385717,0.2158273381294964,0.08446866485013624,0.00017154384299482016,0.00011102939273600634
@DISEASE_Miosis,Miosis,31,30,31,120,120,1.0,1.0,0.00033097027673385717,0.2158273381294964,0.08446866485013624,0.00015477639969457458,0.00010017689570165985
@DISEASE_Rotator_Cuff_Injuries,Rotator Cuff Injuries,34,30,34,106,106,2.0,2.0,0.0003629996583532627,0.2158273381294964,0.09264305177111716,0.00013671915306354086,8.848959120313286e-05
@DISEASE_Headache_Disorders_Primary,Headache Disorders Primary,30,30,30,94,94,2.0,2.0,0.00032029381619405535,0.2158273381294964,0.08174386920980926,0.00012124151309408342,7.847190163296688e-05
@DISEASE_Ventricular_Dysfunction,Ventricular Dysfunction,30,30,30,84,84,1.5,1.5,0.00032029381619405535,0.2158273381294964,0.08174386920980926,0.0001083434797862022,7.012382699116189e-05
@DISEASE_Thinness,Thinness,30,30,30,70,70,2.0,2.0,0.00032029381619405535,0.2158273381294964,0.08174386920980926,9.02862331551685e-05,5.843652249263491e-05
@DISEASE_X_Linked_Combined_Immunodeficiency_Diseases,X Linked Combined Immunodeficiency Diseases,31,30,31,53,53,1.0,1.0,0.00033097027673385717,0.2158273381294964,0.08446866485013624,6.835957653177043e-05,4.424479560156643e-05
@DISEASE_Venous_Thromboembolism,Venous Thromboembolism,32,29,32,714,4074,7.0,7.0,0.00034164673727365904,0.20863309352517986,0.08719346049046321,0.0009209195781827187,0.003401005609071352
@DISEASE_Purpura_Thrombocytopenic_Idiopathic,Purpura Thrombocytopenic Idiopathic,31,29,31,414,709,3.0,3.0,0.00033097027673385717,0.20863309352517986,0.08446866485013624,0.0005339785789462822,0.0005918784921039736
@DISEASE_Leiomyoma,Leiomyoma,33,29,33,329,363,2.0,2.0,0.0003523231978134609,0.20863309352517986,0.08991825613079019,0.00042434529582929196,0.000303035109497521
@DISEASE_Pituitary_Neoplasms,Pituitary Neoplasms,32,29,32,301,301,1.0,1.0,0.00034164673727365904,0.20863309352517986,0.08719346049046321,0.0003882308025672245,0.0002512770467183301
@DISEASE_Epilepsy_Generalized,Epilepsy Generalized,29,29,29,231,248,1.0,1.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.00029794456941205605,0.00020703225111676367
@DISEASE_Polyneuropathies,Polyneuropathies,29,29,29,225,225,4.0,4.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.0002902057494273273,0.0001878316794406122
@DISEASE_Nephritis,Nephritis,34,29,34,215,215,2.0,2.0,0.0003629996583532627,0.20863309352517986,0.09264305177111716,0.0002773077161194461,0.00017948360479880723
@DISEASE_Psychological_Trauma,Psychological Trauma,29,29,29,163,163,4.0,4.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.0002102379429184638,0.0001360736166614213
@DISEASE_Migraine_with_Aura,Migraine with Aura,29,29,29,159,159,2.0,2.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.0002050787295953113,0.0001327343868046993
@DISEASE_Pheochromocytoma,Pheochromocytoma,30,29,30,152,152,1.0,1.0,0.00032029381619405535,0.20863309352517986,0.08174386920980926,0.00019605010627979445,0.00012689073455543582
@DISEASE_Multiple_Sclerosis_Relapsing_Remitting,Multiple Sclerosis Relapsing Remitting,30,29,30,138,138,2.0,2.0,0.00032029381619405535,0.20863309352517986,0.08174386920980926,0.00017799285964876076,0.00011520343005690883
@DISEASE_Rectal_Neoplasms,Rectal Neoplasms,29,29,29,134,134,2.0,2.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.00017283364632560827,0.00011186420020018683
@DISEASE_Sensation_Disorders,Sensation Disorders,29,29,29,128,128,2.0,2.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.00016509482634087955,0.00010685535541510383
@DISEASE_Cholangiocarcinoma,Cholangiocarcinoma,29,29,29,126,126,2.0,2.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.0001625152196793033,0.00010518574048674284
@DISEASE_Pneumonia_Aspiration,Pneumonia Aspiration,31,29,31,115,115,2.0,2.0,0.00033097027673385717,0.20863309352517986,0.08446866485013624,0.00014832738304063395,9.600285838075735e-05
@DISEASE_Hernia_Inguinal,Hernia Inguinal,31,29,31,112,112,2.0,2.0,0.00033097027673385717,0.20863309352517986,0.08446866485013624,0.0001444579730482696,9.349843598821586e-05
@DISEASE_Postural_Orthostatic_Tachycardia_Syndrome,Postural Orthostatic Tachycardia Syndrome,29,29,29,109,109,2.0,2.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.00014058856305590523,9.099401359567437e-05
@DISEASE_Intervertebral_disc_disease,Intervertebral disc disease,34,29,34,102,102,1.0,1.0,0.0003629996583532627,0.20863309352517986,0.09264305177111716,0.00013155993974038838,8.515036134641086e-05
@DISEASE_Aortic_Aneurysm,Aortic Aneurysm,29,29,29,98,98,2.0,2.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.0001264007264172359,8.181113148968888e-05
@DISEASE_Paranoid_Disorders,Paranoid Disorders,29,29,29,97,97,2.0,2.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.00012511092308644777,8.097632402550838e-05
@DISEASE_Penile_Diseases,Penile Diseases,31,29,31,95,95,2.0,2.0,0.00033097027673385717,0.20863309352517986,0.08446866485013624,0.00012253131642487154,7.930670909714738e-05
@DISEASE_Liver_Diseases_Alcoholic,Liver Diseases Alcoholic,30,29,30,95,95,2.0,2.0,0.00032029381619405535,0.20863309352517986,0.08174386920980926,0.00012253131642487154,7.930670909714738e-05
@DISEASE_Schizophrenia_Spectrum_and_Other_Psychotic_Disorders,Schizophrenia Spectrum and Other Psychotic Disorders,29,29,29,95,95,2.0,2.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.00012253131642487154,7.930670909714738e-05
@DISEASE_Amblyopia,Amblyopia,33,29,33,88,88,2.0,2.0,0.0003523231978134609,0.20863309352517986,0.08991825613079019,0.00011350269310935469,7.346305684788389e-05
@DISEASE_Hippocampal_Sclerosis,Hippocampal Sclerosis,30,29,30,87,87,2.0,2.0,0.00032029381619405535,0.20863309352517986,0.08174386920980926,0.00011221288977856657,7.26282493837034e-05
@DISEASE_Internal_Hernia,Internal Hernia,30,29,30,86,86,2.5,2.5,0.00032029381619405535,0.20863309352517986,0.08174386920980926,0.00011092308644777844,7.179344191952289e-05
@DISEASE_Scoliosis,Scoliosis,29,29,29,86,86,1.0,1.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.00011092308644777844,7.179344191952289e-05
@DISEASE_Uremia,Uremia,29,29,29,86,86,2.0,2.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.00011092308644777844,7.179344191952289e-05
@DISEASE_Knee_Fractures,Knee Fractures,34,29,34,85,85,1.5,1.5,0.0003629996583532627,0.20863309352517986,0.09264305177111716,0.00010963328311699033,7.09586344553424e-05
@DISEASE_Fibrous_Dysplasia_Polyostotic,Fibrous Dysplasia Polyostotic,30,29,30,82,82,2.0,2.0,0.00032029381619405535,0.20863309352517986,0.08174386920980926,0.00010576387312462595,6.845421206280089e-05
@DISEASE_Pulmonary_Heart_Disease,Pulmonary Heart Disease,29,29,29,78,78,2.0,2.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,0.00010060465980147347,6.51149822060789e-05
@DISEASE_Cardiomyopathy_Dilated_with_Left_Ventricular_Noncompaction,Cardiomyopathy Dilated with Left Ventricular Noncompaction,30,29,30,74,74,1.0,1.0,0.00032029381619405535,0.20863309352517986,0.08174386920980926,9.544544647832098e-05,6.177575234935691e-05
@DISEASE_Ectodermal_Dysplasia,Ectodermal Dysplasia,30,29,30,73,73,2.0,2.0,0.00032029381619405535,0.20863309352517986,0.08174386920980926,9.415564314753287e-05,6.0940944885176404e-05
@DISEASE_Cyanosis,Cyanosis,29,29,29,73,73,1.0,1.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,9.415564314753287e-05,6.0940944885176404e-05
@DISEASE_Gas_bloat_syndrome,Gas bloat syndrome,29,29,29,63,63,1.0,1.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,8.125760983965165e-05,5.259287024337142e-05
@DISEASE_LEOPARD_Syndrome,LEOPARD Syndrome,29,29,29,61,61,1.0,1.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,7.86780031780754e-05,5.0923255315010426e-05
@DISEASE_Anodontia,Anodontia,29,29,29,56,56,1.0,1.0,0.0003096173556542535,0.20863309352517986,0.07901907356948229,7.22289865241348e-05,4.674921799410793e-05
@DISEASE_Intracranial_Hemorrhages,Intracranial Hemorrhages,29,28,29,498,761,2.0,2.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,0.0006423220587324844,0.0006352884802413595
@DISEASE_Hidradenitis_Suppurativa,Hidradenitis Suppurativa,32,28,32,358,649,2.0,2.0,0.00034164673727365904,0.2014388489208633,0.08719346049046321,0.0004617495924221475,0.0005417900442531437
@DISEASE_Uterine_Hemorrhage,Uterine Hemorrhage,34,28,34,496,552,4.0,4.0,0.0003629996583532627,0.2014388489208633,0.09264305177111716,0.0006397424520709083,0.0004608137202276353
@DISEASE_Angioedema,Angioedema,30,28,30,445,446,5.0,5.0,0.00032029381619405535,0.2014388489208633,0.08174386920980926,0.0005739624822007141,0.00037232412902450245
@DISEASE_Heart_Failure_Systolic,Heart Failure Systolic,29,28,29,376,389,3.0,3.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,0.00048496605237633366,0.000324740103566214
@DISEASE_Mammary_Neoplasms_Animal,Mammary Neoplasms Animal,33,28,33,329,384,3.0,3.0,0.0003523231978134609,0.2014388489208633,0.08991825613079019,0.00042434529582929196,0.00032056606624531153
@DISEASE_Ovarian_Hyperstimulation_Syndrome,Ovarian Hyperstimulation Syndrome,31,28,31,289,382,1.0,1.0,0.00033097027673385717,0.2014388489208633,0.08446866485013624,0.0003727531625977671,0.0003188964513169505
@DISEASE_Lymphoma_B_Cell,Lymphoma B Cell,29,28,29,285,345,2.0,2.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,0.00036759394927461463,0.00028800857514227205
@DISEASE_Retinal_Detachment,Retinal Detachment,31,28,31,331,331,3.0,3.0,0.00033097027673385717,0.2014388489208633,0.08446866485013624,0.0004269249024908682,0.0002763212706437451
@DISEASE_Tics,Tics,28,28,28,306,306,3.0,3.0,0.00029894089511445167,0.2014388489208633,0.07629427792915532,0.0003946798192211652,0.0002554510840392326
@DISEASE_Anemia_Iron_Deficiency,Anemia Iron Deficiency,29,28,29,210,249,2.0,2.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,0.0002708586994655055,0.0002078670585809442
@DISEASE_Hypertension_Pregnancy_Induced,Hypertension Pregnancy Induced,31,28,31,242,242,2.0,2.0,0.00033097027673385717,0.2014388489208633,0.08446866485013624,0.0003121324060507254,0.0002020234063316807
@DISEASE_Guillain_Barre_Syndrome,Guillain Barre Syndrome,29,28,29,196,196,2.0,2.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,0.0002528014528344718,0.00016362226297937776
@DISEASE_Enteritis,Enteritis,31,28,31,190,190,3.0,3.0,0.00033097027673385717,0.2014388489208633,0.08446866485013624,0.0002450626328497431,0.00015861341819429475
@DISEASE_Stomatitis_Aphthous,Stomatitis Aphthous,30,28,30,171,171,1.0,1.0,0.00032029381619405535,0.2014388489208633,0.08174386920980926,0.00022055636956476877,0.00014275207637486529
@DISEASE_Epilepsy_Reflex,Epilepsy Reflex,28,28,28,149,149,2.0,2.0,0.00029894089511445167,0.2014388489208633,0.07629427792915532,0.0001921806962874301,0.00012438631216289431
@DISEASE_Schizophrenia_Paranoid,Schizophrenia Paranoid,28,28,28,138,138,2.0,2.0,0.00029894089511445167,0.2014388489208633,0.07629427792915532,0.00017799285964876076,0.00011520343005690883
@DISEASE_Chromosome_Aberrations,Chromosome Aberrations,29,28,29,136,136,3.0,3.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,0.0001754132529871845,0.00011353381512854783
@DISEASE_Major_Affective_Disorder_2,Major Affective Disorder 2,28,28,28,136,136,1.0,1.0,0.00029894089511445167,0.2014388489208633,0.07629427792915532,0.0001754132529871845,0.00011353381512854783
@DISEASE_Livedoid_Vasculopathy,Livedoid Vasculopathy,29,28,29,133,133,3.0,3.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,0.00017154384299482016,0.00011102939273600634
@DISEASE_Familial_Primary_Pulmonary_Hypertension,Familial Primary Pulmonary Hypertension,29,28,29,129,129,1.0,1.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,0.00016638462967166767,0.00010769016287928434
@DISEASE_DNA_Virus_Infections,DNA Virus Infections,28,28,28,120,120,3.0,3.0,0.00029894089511445167,0.2014388489208633,0.07629427792915532,0.00015477639969457458,0.00010017689570165985
@DISEASE_Penile_Induration,Penile Induration,32,28,32,119,119,2.0,2.0,0.00034164673727365904,0.2014388489208633,0.08719346049046321,0.00015348659636378644,9.934208823747935e-05
@DISEASE_Carcinoma_Ehrlich_Tumor,Carcinoma Ehrlich Tumor,29,28,29,119,119,1.0,1.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,0.00015348659636378644,9.934208823747935e-05
@DISEASE_Sciatica,Sciatica,33,28,33,115,115,2.0,2.0,0.0003523231978134609,0.2014388489208633,0.08991825613079019,0.00014832738304063395,9.600285838075735e-05
@DISEASE_Arteriosclerosis,Arteriosclerosis,29,28,29,114,114,3.0,3.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,0.00014703757970984584,9.516805091657686e-05
@DISEASE_Lumbar_Stenosis_Familial,Lumbar Stenosis Familial,30,28,30,106,106,2.0,2.0,0.00032029381619405535,0.2014388489208633,0.08174386920980926,0.00013671915306354086,8.848959120313286e-05
@DISEASE_Hepatitis_E,Hepatitis E,30,28,30,99,99,1.0,1.0,0.00032029381619405535,0.2014388489208633,0.08174386920980926,0.00012769052974802403,8.264593895386937e-05
@DISEASE_Speech_Disorders,Speech Disorders,29,28,29,94,94,2.0,2.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,0.00012124151309408342,7.847190163296688e-05
@DISEASE_Bronchial_Diseases,Bronchial Diseases,29,28,29,93,93,2.0,2.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,0.00011995170976329529,7.763709416878638e-05
@DISEASE_Polycystic_Kidney_Autosomal_Dominant,Polycystic Kidney Autosomal Dominant,28,28,28,91,91,1.0,1.0,0.00029894089511445167,0.2014388489208633,0.07629427792915532,0.00011737210310171904,7.596747924042538e-05
@DISEASE_Eye_Neoplasms,Eye Neoplasms,32,28,32,77,77,1.5,1.5,0.00034164673727365904,0.2014388489208633,0.08719346049046321,9.931485647068535e-05,6.42801747418984e-05
@DISEASE_Hypercapnia,Hypercapnia,29,28,29,74,74,1.0,1.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,9.544544647832098e-05,6.177575234935691e-05
@DISEASE_Lipoma,Lipoma,29,28,29,68,68,1.0,1.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,8.770662649359225e-05,5.6766907564273915e-05
@DISEASE_Recurrence,Recurrence,28,28,28,66,66,2.0,2.0,0.00029894089511445167,0.2014388489208633,0.07629427792915532,8.512701983201602e-05,5.5097292635912916e-05
@DISEASE_Somatosensory_Disorders,Somatosensory Disorders,28,28,28,61,61,2.0,2.0,0.00029894089511445167,0.2014388489208633,0.07629427792915532,7.86780031780754e-05,5.0923255315010426e-05
@DISEASE_Glut1_Deficiency_Syndrome,Glut1 Deficiency Syndrome,30,28,30,60,60,1.5,1.5,0.00032029381619405535,0.2014388489208633,0.08174386920980926,7.738819984728729e-05,5.0088447850829927e-05
@DISEASE_Neutrophil_Immunodeficiency_Syndrome,Neutrophil Immunodeficiency Syndrome,29,28,29,57,57,1.0,1.0,0.0003096173556542535,0.2014388489208633,0.07901907356948229,7.351878985492292e-05,4.758402545828843e-05
@DISEASE_Binge_Drinking,Binge Drinking,28,28,28,54,54,1.0,1.0,0.00029894089511445167,0.2014388489208633,0.07629427792915532,6.964937986255856e-05,4.507960306574693e-05
@DISEASE_Hyperhomocysteinemia,Hyperhomocysteinemia,27,27,27,285,1012,2.0,2.0,0.0002882644345746498,0.19424460431654678,0.07356948228882834,0.00036759394927461463,0.0008448251537506648
@DISEASE_general_anxiety_disorder,general anxiety disorder,27,27,27,627,627,6.0,6.0,0.0002882644345746498,0.19424460431654678,0.07356948228882834,0.0008087066884041521,0.0005234242800411727
@DISEASE_Cytomegalovirus_Infections,Cytomegalovirus Infections,29,27,29,372,613,2.0,2.0,0.0003096173556542535,0.19424460431654678,0.07901907356948229,0.00047980683905318115,0.0005117369755426457
@DISEASE_Amenorrhea,Amenorrhea,36,27,36,511,536,4.0,4.0,0.0003843525794328664,0.19424460431654678,0.09809264305177112,0.00065908950203273,0.0004474568008007473
@DISEASE_Rhinitis,Rhinitis,32,27,32,362,362,2.5,2.5,0.00034164673727365904,0.19424460431654678,0.08719346049046321,0.00046690880574529994,0.00030220030203334053
@DISEASE_Pyelonephritis,Pyelonephritis,30,27,30,318,318,2.0,2.0,0.00032029381619405535,0.19424460431654678,0.08174386920980926,0.0004101574591906226,0.0002654687736093986
@DISEASE_Adrenal_Gland_Neoplasms,Adrenal Gland Neoplasms,28,27,28,302,302,3.5,3.5,0.00029894089511445167,0.19424460431654678,0.07629427792915532,0.00038952060589801267,0.0002521118541825106
@DISEASE_Intracranial_Embolism,Intracranial Embolism,28,27,28,252,286,2.0,2.0,0.00029894089511445167,0.19424460431654678,0.07629427792915532,0.0003250304393586066,0.00023875493475562264
@DISEASE_Purpura,Purpura,29,27,29,267,267,3.0,3.0,0.0003096173556542535,0.19424460431654678,0.07901907356948229,0.0003443774893204284,0.00022289359293619317
