disease_id,disease_name,n_edges,n_drug_names,n_drug_ids,pmid_count_sum,total_articles_sum,pmid_count_median,total_articles_median,edge_share,drug_name_share,drug_id_share,pmid_share,total_articles_share
@DISEASE_Neoplasms,Neoplasms,187,134,187,6491,20522,15.0,15.0,0.001996498120942945,0.9640287769784173,0.5095367847411444,0.008372113420145696,0.017131918779912193
@DISEASE_Inflammation,Inflammation,198,132,198,8093,22801,23.5,23.5,0.002113939186880765,0.9496402877697842,0.5395095367847411,0.010438378356068267,0.019034444990779553
@DISEASE_Pain,Pain,182,126,182,6622,22784,18.5,18.5,0.0019431158182439357,0.9064748201438849,0.49591280653950953,0.00854107765647894,0.01902025326388848
@DISEASE_Diabetes_Mellitus,Diabetes Mellitus,159,126,159,5341,14073,17.0,17.0,0.0016975572258284934,0.9064748201438849,0.4332425068119891,0.006888839589739356,0.011748245443412159
@DISEASE_Depressive_Disorder,Depressive Disorder,146,120,146,5487,17580,19.5,19.5,0.0015587632388110693,0.8633093525179856,0.3978201634877384,0.007077150876034422,0.014675915220293167
@DISEASE_Obesity,Obesity,141,120,141,3046,5731,9.0,9.0,0.0015053809361120602,0.8633093525179856,0.38419618528610355,0.003928740945580618,0.0047842815772184384
@DISEASE_Death,Death,140,120,140,3983,5092,14.5,14.5,0.0014947044755722584,0.8633093525179856,0.3814713896457766,0.005137286666529088,0.004250839607607099
@DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions,Drug Related Side Effects and Adverse Reactions,148,119,148,4849,6895,24.0,24.0,0.001580116159890673,0.8561151079136691,0.4032697547683924,0.006254256350991601,0.005755997465524539
@DISEASE_Hypertension,Hypertension,163,117,163,5235,22835,12.0,12.0,0.0017402630679877007,0.841726618705036,0.444141689373297,0.006752120436675816,0.01906282844456169
@DISEASE_Breast_Neoplasms,Breast Neoplasms,144,117,144,2790,7567,7.0,7.0,0.0015374103177314656,0.841726618705036,0.3923705722070845,0.003598551292898859,0.006316988081453834
@DISEASE_Edema,Edema,144,116,144,3219,4239,8.0,8.0,0.0015374103177314656,0.8345323741007195,0.3923705722070845,0.004151876921806963,0.003538748840661134
@DISEASE_Cardiovascular_Diseases,Cardiovascular Diseases,138,115,138,4572,9289,16.0,16.0,0.0014733515544926546,0.8273381294964028,0.3760217983651226,0.005896980828363291,0.007754526534772653
@DISEASE_COVID_19,COVID 19,138,114,138,2323,4830,5.5,5.5,0.0014733515544926546,0.8201438848920863,0.3760217983651226,0.0029962131374208062,0.004032120051991809
@DISEASE_Infections,Infections,138,113,138,3306,8138,6.0,6.0,0.0014733515544926546,0.8129496402877698,0.3760217983651226,0.004264089811585529,0.006793663143500899
@DISEASE_Heart_Diseases,Heart Diseases,131,113,131,3382,3788,13.0,13.0,0.0013986163307140418,0.8129496402877698,0.3569482288828338,0.004362114864725427,0.0031622506743157293
@DISEASE_Seizures,Seizures,120,112,120,3461,10483,13.0,13.0,0.0012811752647762214,0.8057553956834532,0.32697547683923706,0.004464009327857689,0.008751286647004168
@DISEASE_Weight_Loss,Weight Loss,127,112,127,2433,3276,8.0,8.0,0.0013559104885548343,0.8057553956834532,0.3460490463215259,0.0031380915038074996,0.002734829252655314
@DISEASE_Wounds_and_Injuries,Wounds and Injuries,124,111,124,1809,1894,8.0,8.0,0.0013238811069354287,0.7985611510791367,0.33787465940054495,0.0023332542253957115,0.0015811253371578646
@DISEASE_Stroke,Stroke,126,110,126,3393,11015,10.5,10.5,0.0013452340280150324,0.7913669064748201,0.34332425068119893,0.004376302701364096,0.009195404217948193
@DISEASE_Alzheimer_Disease,Alzheimer Disease,122,110,122,2257,5670,6.0,6.0,0.0013025281858558252,0.7913669064748201,0.33242506811989103,0.00291108611758879,0.0047333583219034275
@DISEASE_Diabetes_Mellitus_Type_2,Diabetes Mellitus Type 2,138,109,138,3656,18638,8.0,8.0,0.0014733515544926546,0.7841726618705036,0.3760217983651226,0.004715520977361372,0.015559141517396135
@DISEASE_Myocardial_Infarction,Myocardial Infarction,127,109,127,3722,8043,12.0,12.0,0.0013559104885548343,0.7841726618705036,0.3460490463215259,0.004800647997193388,0.006714356434403751
@DISEASE_Kidney_Diseases,Kidney Diseases,118,109,118,3843,5010,18.0,18.0,0.0012598223436966177,0.7841726618705036,0.3215258855585831,0.0049567142002187505,0.004182385395544299
@DISEASE_Mental_Disorders,Mental Disorders,124,108,124,3594,4630,13.5,13.5,0.0013238811069354287,0.7769784172661871,0.33787465940054495,0.004635553170852508,0.003865158559155709
@DISEASE_Ischemia,Ischemia,121,108,121,2392,2814,7.0,7.0,0.0012918517253160233,0.7769784172661871,0.329700272479564,0.0030852095672451864,0.0023491482042039234
@DISEASE_Headache,Headache,125,107,125,3928,5149,17.0,17.0,0.0013345575674752305,0.7697841726618705,0.3405994550408719,0.005066347483335741,0.004298423633065388
@DISEASE_Fatigue,Fatigue,118,107,118,2054,2132,10.0,10.0,0.0012598223436966177,0.7697841726618705,0.3215258855585831,0.0026492560414388016,0.0017798095136328234
@DISEASE_Kidney_Failure_Chronic,Kidney Failure Chronic,117,107,117,1541,1541,6.0,6.0,0.0012491458831568158,0.7697841726618705,0.3188010899182561,0.0019875869327444953,0.0012864383023021486
@DISEASE_Cognition_Disorders,Cognition Disorders,115,106,115,2715,3688,12.0,12.0,0.001227792962077212,0.762589928057554,0.3133514986376022,0.0035018160430897497,0.003078769927897679
@DISEASE_Fibrosis,Fibrosis,124,105,124,3016,3612,10.0,10.0,0.0013238811069354287,0.7553956834532374,0.33787465940054495,0.0038900468456569744,0.0030153245606199613
@DISEASE_Heart_Failure,Heart Failure,124,104,124,4201,11280,13.5,13.5,0.0013238811069354287,0.7482014388489209,0.33787465940054495,0.005418463792640898,0.009416628195956026
@DISEASE_Neurologic_Manifestations,Neurologic Manifestations,113,104,113,1799,1955,7.0,7.0,0.0012064400409976085,0.7482014388489209,0.3079019073569482,0.0023203561920878304,0.001632048592472875
@DISEASE_Anxiety,Anxiety,114,103,114,3309,4538,10.0,10.0,0.0012171165015374104,0.7410071942446043,0.3106267029972752,0.004267959221577894,0.0037883562724511034
@DISEASE_Drug_Hypersensitivity,Drug Hypersensitivity,121,103,121,2810,3345,10.0,10.0,0.0012918517253160233,0.7410071942446043,0.329700272479564,0.003624347359514621,0.0027924309676837684
@DISEASE_Fever,Fever,121,102,121,2833,7063,9.0,9.0,0.0012918517253160233,0.7338129496402878,0.329700272479564,0.003654012836122748,0.005896245119506862
@DISEASE_Liver_Diseases,Liver Diseases,114,102,114,1812,2091,7.0,7.0,0.0012171165015374104,0.7338129496402878,0.3106267029972752,0.002337123635388076,0.0017455824076014227
@DISEASE_Parkinson_Disease,Parkinson Disease,106,102,106,1409,1444,5.0,5.0,0.0011317048172189955,0.7338129496402878,0.2888283378746594,0.0018173328930804632,0.0012054619782766402
@DISEASE_Signs_and_Symptoms,Signs and Symptoms,115,102,115,938,939,6.0,6.0,0.001227792962077212,0.7338129496402878,0.3133514986376022,0.0012098355242792578,0.0007838842088654883
@DISEASE_Hemorrhage,Hemorrhage,124,99,124,3069,13323,8.0,8.0,0.0013238811069354287,0.7122302158273381,0.33787465940054495,0.003958406422188744,0.011122139845276784
@DISEASE_Weight_Gain,Weight Gain,109,97,109,2032,2674,8.0,8.0,0.001163734198838401,0.697841726618705,0.2970027247956403,0.0026208803681614626,0.0022322751592186536
@DISEASE_Abdominal_Pain,Abdominal Pain,110,97,110,1590,1668,6.0,6.0,0.001174410659378203,0.697841726618705,0.2997275204359673,0.0020507872959531132,0.0013924588502530718
@DISEASE_Acute_Disease,Acute Disease,107,97,107,1231,1252,5.0,5.0,0.0011423812777587973,0.697841726618705,0.29155313351498635,0.0015877479002001775,0.0010451789451539845
@DISEASE_Hypotension,Hypotension,113,96,113,2841,4747,10.0,10.0,0.0012064400409976085,0.6906474820143885,0.3079019073569482,0.003664331262769053,0.003962831032464828
@DISEASE_Skin_Diseases,Skin Diseases,116,96,116,2110,2627,7.0,7.0,0.001238469422617014,0.6906474820143885,0.31607629427792916,0.0027214850279629363,0.00219303920840217
@DISEASE_Renal_Insufficiency,Renal Insufficiency,112,96,112,2380,2491,11.5,11.5,0.0011957635804578067,0.6906474820143885,0.30517711171662126,0.003069731927275729,0.002079505393273622
@DISEASE_Dyspnea,Dyspnea,111,96,111,1658,1941,6.0,6.0,0.0011850871199180048,0.6906474820143885,0.3024523160762943,0.0021384939224467054,0.001620361287974348
@DISEASE_Mouth_Diseases,Mouth Diseases,107,96,107,1249,1249,5.0,5.0,0.0011423812777587973,0.6906474820143885,0.29155313351498635,0.0016109643601543637,0.001042674522761443
@DISEASE_Lung_Neoplasms,Lung Neoplasms,100,96,100,914,968,2.5,2.5,0.0010676460539801845,0.6906474820143885,0.2724795640326976,0.001178880244340343,0.0008080936253267228
@DISEASE_Epilepsy,Epilepsy,103,95,103,1572,8298,6.0,6.0,0.00109967543559959,0.6834532374100719,0.28065395095367845,0.002027570835998927,0.0069272323377697785
@DISEASE_Nausea,Nausea,100,95,100,2797,3484,15.5,15.5,0.0010676460539801845,0.6834532374100719,0.2724795640326976,0.0036075799162143757,0.0029084692052048578
@DISEASE_Vomiting,Vomiting,103,95,103,2164,3139,11.0,11.0,0.00109967543559959,0.6834532374100719,0.28065395095367845,0.002791134407825495,0.0026204606300625857
@DISEASE_Brain_Ischemia,Brain Ischemia,108,95,108,1888,2747,5.0,5.0,0.0011530577382985992,0.6834532374100719,0.29427792915531337,0.002435148688527973,0.00229321610410383
@DISEASE_Renal_Insufficiency_Chronic,Renal Insufficiency Chronic,105,95,105,2136,2316,7.0,7.0,0.0011210283566791938,0.6834532374100719,0.28610354223433243,0.002755019914563427,0.001933414087042035
@DISEASE_Disease,Disease,105,95,105,1041,1095,4.0,4.0,0.0011210283566791938,0.6834532374100719,0.28610354223433243,0.0013426852673504345,0.0009141141732776461
@DISEASE_Asthma,Asthma,118,94,118,2593,9264,4.0,4.0,0.0012598223436966177,0.6762589928057554,0.3215258855585831,0.003344460036733599,0.00773365634816814
@DISEASE_Infarction,Infarction,106,94,106,1783,2021,6.0,6.0,0.0011317048172189955,0.6762589928057554,0.2888283378746594,0.0022997193387952206,0.0016871458851087878
@DISEASE_Cerebral_Infarction,Cerebral Infarction,102,93,102,1365,3735,4.5,4.5,0.0010889989750597882,0.6690647482014388,0.2779291553133515,0.0017605815465257858,0.0031180058787141627
@DISEASE_Chronic_Disease,Chronic Disease,103,93,103,705,705,3.0,3.0,0.00109967543559959,0.6690647482014388,0.28065395095367845,0.0009093113482056256,0.0005885392622472516
@DISEASE_Reperfusion_Injury,Reperfusion Injury,100,92,100,1268,1317,5.0,5.0,0.0010676460539801845,0.6618705035971223,0.2724795640326976,0.001635470623439338,0.0010994414303257167
@DISEASE_Chemical_and_Drug_Induced_Liver_Injury,Chemical and Drug Induced Liver Injury,102,91,102,2448,4569,11.0,11.0,0.0010889989750597882,0.6546762589928058,0.2779291553133515,0.0031574385537693215,0.0038142353038406987
@DISEASE_Liver_Failure,Liver Failure,100,91,100,1958,4055,9.5,9.5,0.0010676460539801845,0.6546762589928058,0.2724795640326976,0.0025254349216831417,0.0033851442672519225
@DISEASE_Colorectal_Neoplasms,Colorectal Neoplasms,103,91,103,1416,3216,4.0,4.0,0.00109967543559959,0.6546762589928058,0.28065395095367845,0.0018263615163959799,0.002684740804804484
@DISEASE_Diabetes_Mellitus_Type_1,Diabetes Mellitus Type 1,101,91,101,1264,1691,4.0,4.0,0.0010783225145199863,0.6546762589928058,0.27520435967302453,0.0016303114101161855,0.0014116594219292233
@DISEASE_Memory_Disorders,Memory Disorders,96,91,96,1392,1476,6.5,6.5,0.0010249402118209772,0.6546762589928058,0.2615803814713896,0.0017954062364570651,0.0012321758171304161
@DISEASE_Syndrome,Syndrome,97,91,97,698,698,4.0,4.0,0.0010356166723607789,0.6546762589928058,0.26430517711171664,0.0009002827248901087,0.0005826956099979881
@DISEASE_Blood_Platelet_Disorders,Blood Platelet Disorders,107,90,107,1103,3836,4.0,4.0,0.0011423812777587973,0.6474820143884892,0.29155313351498635,0.0014226530738592979,0.0032023214325963933
@DISEASE_Chest_Pain,Chest Pain,97,90,97,1145,1231,5.0,5.0,0.0010356166723607789,0.6474820143884892,0.26430517711171664,0.001476824813752399,0.001027647988406194
@DISEASE_Arthritis_Rheumatoid,Arthritis Rheumatoid,116,89,116,1947,12808,3.0,3.0,0.001238469422617014,0.6402877697841727,0.31607629427792916,0.002511247085044472,0.010692214001223829
@DISEASE_Pulmonary_Disease_Chronic_Obstructive,Pulmonary Disease Chronic Obstructive,102,89,102,1696,3256,4.5,4.5,0.0010889989750597882,0.6402877697841727,0.2779291553133515,0.002187506449016654,0.0027181331033717037
@DISEASE_Hypoxia,Hypoxia,101,89,101,1770,1804,7.0,7.0,0.0010783225145199863,0.6402877697841727,0.27520435967302453,0.002282951895494975,0.0015059926653816196
@DISEASE_Neurodegenerative_Diseases,Neurodegenerative Diseases,95,89,95,1111,1118,4.0,4.0,0.0010142637512811753,0.6402877697841727,0.25885558583106266,0.001432971500505603,0.0009333147449537976
@DISEASE_Migraine_Disorders,Migraine Disorders,99,88,99,1918,4785,6.0,6.0,0.0010569695934403826,0.6330935251798561,0.26975476839237056,0.002473842788451617,0.003994553716103686
@DISEASE_Diarrhea,Diarrhea,93,88,93,2243,2850,11.0,11.0,0.0009929108302015716,0.6330935251798561,0.25340599455040874,0.002893028870957756,0.0023792012729144216
@DISEASE_Pneumonia,Pneumonia,99,88,99,1696,2470,4.0,4.0,0.0010569695934403826,0.6330935251798561,0.26975476839237056,0.002187506449016654,0.002061974436525832
@DISEASE_Myocardial_Ischemia,Myocardial Ischemia,98,88,98,1627,2056,6.0,6.0,0.0010462931329005807,0.6330935251798561,0.2670299727520436,0.0020985100191922737,0.0017163641463551053
@DISEASE_Arrhythmias_Cardiac,Arrhythmias Cardiac,95,88,95,1505,1836,8.0,8.0,0.0010142637512811753,0.6330935251798561,0.25885558583106266,0.0019411540128361228,0.0015327065042353956
@DISEASE_Lung_Diseases,Lung Diseases,101,88,101,1326,1475,4.0,4.0,0.0010783225145199863,0.6330935251798561,0.27520435967302453,0.001710279216625049,0.0012313410096662356
@DISEASE_Peripheral_Nervous_System_Diseases,Peripheral Nervous System Diseases,93,88,93,1149,1311,5.0,5.0,0.0009929108302015716,0.6330935251798561,0.25340599455040874,0.0014819840270755514,0.0010944325855406338
@DISEASE_Conversion_Disorder,Conversion Disorder,90,88,90,343,343,3.0,3.0,0.000960881448582166,0.6330935251798561,0.2452316076294278,0.0004424025424603256,0.00028633896021391106
@DISEASE_Neuralgia,Neuralgia,98,87,98,1682,3872,4.0,4.0,0.0010462931329005807,0.6258992805755396,0.2670299727520436,0.0021694492023856204,0.003232374501306891
@DISEASE_HIV_Infections,HIV Infections,97,87,97,1269,1736,6.0,6.0,0.0010356166723607789,0.6258992805755396,0.26430517711171664,0.001636760426770126,0.0014492257578173457
@DISEASE_Hyperalgesia,Hyperalgesia,99,87,99,1404,1696,5.0,5.0,0.0010569695934403826,0.6258992805755396,0.26975476839237056,0.0018108838764265224,0.0014158334592501258
@DISEASE_Ulcer,Ulcer,97,86,97,2097,3254,6.0,6.0,0.0010356166723607789,0.6187050359712231,0.26430517711171664,0.002704717584662691,0.0027164634884433428
@DISEASE_Arthritis,Arthritis,111,86,111,1692,2772,3.0,3.0,0.0011850871199180048,0.6187050359712231,0.3024523160762943,0.0021823472356935015,0.0023140862907083423
@DISEASE_Carcinoma_Hepatocellular,Carcinoma Hepatocellular,93,86,93,1260,1490,5.0,5.0,0.0009929108302015716,0.6187050359712231,0.25340599455040874,0.001625152196793033,0.001243863121628943
@DISEASE_Nerve_Degeneration,Nerve Degeneration,93,86,93,1219,1241,6.0,6.0,0.0009929108302015716,0.6187050359712231,0.25340599455040874,0.00157227026023072,0.0010359960630479989
@DISEASE_Nervous_System_Diseases,Nervous System Diseases,90,86,90,1028,1029,5.0,5.0,0.000960881448582166,0.6187050359712231,0.2452316076294278,0.0013259178240501888,0.0008590168806417332
@DISEASE_Schizophrenia,Schizophrenia,90,85,90,1616,3533,7.0,7.0,0.000960881448582166,0.6115107913669064,0.2452316076294278,0.002084322182553604,0.002949374770949702
@DISEASE_Prostatic_Neoplasms,Prostatic Neoplasms,96,85,96,1596,3380,4.0,4.0,0.0010249402118209772,0.6115107913669064,0.2615803814713896,0.002058526115937842,0.0028216492289300857
@DISEASE_Acute_Kidney_Injury,Acute Kidney Injury,92,85,92,2421,2938,13.0,13.0,0.0009822343696617697,0.6115107913669064,0.2506811989100817,0.003122613863838042,0.0024526643297623054
@DISEASE_Sepsis,Sepsis,95,85,95,1203,1349,5.0,5.0,0.0010142637512811753,0.6115107913669064,0.25885558583106266,0.0015516334069381101,0.0011261552691794927
@DISEASE_Dementia,Dementia,84,84,84,1317,1879,6.0,6.0,0.000896822685343355,0.60431654676259,0.22888283378746593,0.0016986709866479558,0.001568603225195157
@DISEASE_Cardiomyopathies,Cardiomyopathies,91,84,91,1385,1385,7.0,7.0,0.0009715579091219679,0.60431654676259,0.24795640326975477,0.0017863776131415482,0.0011562083378899907
@DISEASE_Cardiomyopathy_Dilated,Cardiomyopathy Dilated,97,84,97,1049,1123,4.0,4.0,0.0010356166723607789,0.60431654676259,0.26430517711171664,0.0013530036939967394,0.0009374887822747001
@DISEASE_Coronary_Artery_Disease,Coronary Artery Disease,95,83,95,2495,4703,10.0,10.0,0.0010142637512811753,0.5971223021582733,0.25885558583106266,0.003218059310316363,0.003926099504040885
@DISEASE_Gastrointestinal_Diseases,Gastrointestinal Diseases,90,83,90,1917,2520,11.5,11.5,0.000960881448582166,0.5971223021582733,0.2452316076294278,0.002472552985120829,0.002103714809734857
@DISEASE_Cough,Cough,96,83,96,1738,1847,7.0,7.0,0.0010249402118209772,0.5971223021582733,0.2615803814713896,0.002241678188909755,0.0015418893863413813
@DISEASE_Multiple_Sclerosis,Multiple Sclerosis,92,83,92,1325,1705,5.0,5.0,0.0009822343696617697,0.5971223021582733,0.2506811989100817,0.001708989413294261,0.0014233467264277502
@DISEASE_Fractures_Bone,Fractures Bone,87,83,87,1115,1620,6.0,6.0,0.0009288520669627605,0.5971223021582733,0.23705722070844687,0.0014381307138287554,0.001352388091972408
@DISEASE_Muscle_Weakness,Muscle Weakness,89,83,89,1200,1494,5.0,5.0,0.0009502049880423642,0.5971223021582733,0.24250681198910082,0.0015477639969457458,0.001247202351485665
@DISEASE_Liver_Cirrhosis,Liver Cirrhosis,97,83,97,1055,1136,5.0,5.0,0.0010356166723607789,0.5971223021582733,0.26430517711171664,0.0013607425139814681,0.0009483412793090466
@DISEASE_Osteoarthritis,Osteoarthritis,96,82,96,1609,2781,4.5,4.5,0.0010249402118209772,0.5899280575539568,0.2615803814713896,0.0020752935592380875,0.002321599557885967
@DISEASE_Brain_Diseases,Brain Diseases,88,82,88,1177,1473,4.0,4.0,0.0009395285275025624,0.5899280575539568,0.23978201634877383,0.001518098520337619,0.0012296713947378747
@DISEASE_Neoplasm_Metastasis,Neoplasm Metastasis,92,82,92,1121,1327,3.0,3.0,0.0009822343696617697,0.5899280575539568,0.2506811989100817,0.001445869533813484,0.0011077895049675219
@DISEASE_Myalgia,Myalgia,94,82,94,1100,1101,4.0,4.0,0.0010035872907413735,0.5899280575539568,0.2561307901907357,0.0014187836638669335,0.0009191230180627291
@DISEASE_Head_and_Neck_Neoplasms,Head and Neck Neoplasms,89,82,89,841,986,4.0,4.0,0.0009502049880423642,0.5899280575539568,0.24250681198910082,0.0010847246011928102,0.0008231201596819717
@DISEASE_Bipolar_Disorder,Bipolar Disorder,85,81,85,1858,5591,8.0,8.0,0.0009074991458831568,0.5827338129496403,0.23160762942779292,0.0023964545886043295,0.004667408532233169
@DISEASE_Dizziness,Dizziness,83,81,83,1810,2045,16.0,16.0,0.0008861462248035531,0.5827338129496403,0.22615803814713897,0.0023345440287265,0.0017071812642491199
@DISEASE_Vision_Disorders,Vision Disorders,87,81,87,1318,1521,5.0,5.0,0.0009288520669627605,0.5827338129496403,0.23705722070844687,0.001699960789978744,0.0012697421530185385
@DISEASE_Necrosis,Necrosis,88,81,88,1140,1394,6.0,6.0,0.0009395285275025624,0.5827338129496403,0.23978201634877383,0.0014703757970984585,0.0011637216050676153
@DISEASE_Respiratory_Insufficiency,Respiratory Insufficiency,87,81,87,1324,1393,7.0,7.0,0.0009288520669627605,0.5827338129496403,0.23705722070844687,0.0017076996099634728,0.0011628867976034348
@DISEASE_Atherosclerosis,Atherosclerosis,101,80,101,2381,3913,6.0,6.0,0.0010783225145199863,0.5755395683453237,0.27520435967302453,0.0030710217306065173,0.0032666016073382917
@DISEASE_Hypertrophy,Hypertrophy,90,80,90,1169,1174,6.0,6.0,0.000960881448582166,0.5755395683453237,0.2452316076294278,0.001507780093691314,0.0009800639629479054
@DISEASE_Colitis,Colitis,90,80,90,693,753,3.0,3.0,0.000960881448582166,0.5755395683453237,0.2452316076294278,0.0008938337082361682,0.0006286100205279156
@DISEASE_Congenital_Hereditary_and_Neonatal_Diseases_and_Abnormalities,Congenital Hereditary and Neonatal Diseases and Abnormalities,85,80,85,397,397,3.0,3.0,0.0009074991458831568,0.5755395683453237,0.23160762942779292,0.0005120519223228842,0.000331418563279658
@DISEASE_Mitochondrial_Diseases,Mitochondrial Diseases,85,79,85,1018,1137,5.0,5.0,0.0009074991458831568,0.5683453237410072,0.23160762942779292,0.0013130197907423077,0.0009491760867732271
@DISEASE_Brain_Injuries_Traumatic,Brain Injuries Traumatic,82,79,82,960,1067,4.0,4.0,0.0008754697642637513,0.5683453237410072,0.22343324250681199,0.0012382111975565966,0.0008907395642805922
@DISEASE_Psychotic_Disorders,Psychotic Disorders,79,78,79,1418,2242,12.0,12.0,0.0008434403826443458,0.5611510791366906,0.21525885558583105,0.0018289411230575563,0.0018716383346926782
@DISEASE_Bone_Diseases,Bone Diseases,93,78,93,1527,2215,5.0,5.0,0.0009929108302015716,0.5611510791366906,0.25340599455040874,0.0019695296861134614,0.0018490985331598047
@DISEASE_Brain_Injuries,Brain Injuries,81,78,81,657,657,3.0,3.0,0.0008647933037239494,0.5611510791366906,0.22070844686648503,0.0008474007883277957,0.0005484685039665876
@DISEASE_Atrial_Fibrillation,Atrial Fibrillation,84,77,84,1674,11752,6.0,6.0,0.000896822685343355,0.5539568345323741,0.22888283378746593,0.0021591307757393152,0.009810657319049221
@DISEASE_Proteinuria,Proteinuria,84,77,84,1507,2219,8.0,8.0,0.000896822685343355,0.5539568345323741,0.22888283378746593,0.001943733619497699,0.0018524377630165267
@DISEASE_Pruritus,Pruritus,96,77,96,1638,1701,8.0,8.0,0.0010249402118209772,0.5539568345323741,0.2615803814713896,0.0021126978558309428,0.0014200074965710283
@DISEASE_Respiratory_Distress_Syndrome,Respiratory Distress Syndrome,88,77,88,917,1027,4.0,4.0,0.0009395285275025624,0.5539568345323741,0.23978201634877383,0.0011827496543327072,0.0008573472657133722
@DISEASE_Pancreatic_Neoplasms,Pancreatic Neoplasms,77,77,77,641,743,3.0,3.0,0.000822087461564742,0.5539568345323741,0.2098092643051771,0.0008267639350351859,0.0006202619458861105
@DISEASE_Lupus_Erythematosus_Systemic,Lupus Erythematosus Systemic,85,76,85,1342,3836,3.0,3.0,0.0009074991458831568,0.5467625899280576,0.23160762942779292,0.001730916069917659,0.0032023214325963933
@DISEASE_Vascular_Diseases,Vascular Diseases,87,76,87,1395,1591,7.0,7.0,0.0009288520669627605,0.5467625899280576,0.23705722070844687,0.0017992756464494295,0.0013281786755111734
@DISEASE_Alcoholism,Alcoholism,81,76,81,1264,1530,5.0,5.0,0.0008647933037239494,0.5467625899280576,0.22070844686648503,0.0016303114101161855,0.0012772554201961632
@DISEASE_Spinal_Cord_Injuries,Spinal Cord Injuries,84,76,84,982,1438,4.0,4.0,0.000896822685343355,0.5467625899280576,0.22888283378746593,0.0012665868708339352,0.0012004531334915572
@DISEASE_Chronic_Pain,Chronic Pain,85,76,85,1174,1358,3.0,3.0,0.0009074991458831568,0.5467625899280576,0.23160762942779292,0.0015142291103452546,0.0011336685363571174
@DISEASE_Neurotoxicity_Syndromes,Neurotoxicity Syndromes,84,76,84,1062,1311,6.0,6.0,0.000896822685343355,0.5467625899280576,0.22888283378746593,0.0013697711372969849,0.0010944325855406338
@DISEASE_Neuroinflammatory_Diseases,Neuroinflammatory Diseases,78,76,78,638,638,4.0,4.0,0.0008327639221045439,0.5467625899280576,0.2125340599455041,0.0008228945250428215,0.0005326071621471582
@DISEASE_Prostatitis,Prostatitis,87,75,87,1145,1577,4.0,4.0,0.0009288520669627605,0.539568345323741,0.23705722070844687,0.001476824813752399,0.0013164913710126465
@DISEASE_Sleep_Wake_Disorders,Sleep Wake Disorders,79,75,79,1148,1152,8.0,8.0,0.0008434403826443458,0.539568345323741,0.21525885558583105,0.0014806942237447634,0.0009616981987359346
@DISEASE_Burns,Burns,84,75,84,534,534,3.0,3.0,0.000896822685343355,0.539568345323741,0.22888283378746593,0.0006887549786408568,0.00044578718587238634
@DISEASE_Post_Infectious_Disorders,Post Infectious Disorders,82,75,82,283,283,2.0,2.0,0.0008754697642637513,0.539568345323741,0.22343324250681199,0.00036501434261303835,0.00023625051236308113
@DISEASE_Metabolic_Syndrome,Metabolic Syndrome,83,74,83,1463,2021,7.0,7.0,0.0008861462248035531,0.5323741007194245,0.22615803814713897,0.0018869822729430216,0.0016871458851087878
@DISEASE_Substance_Related_Disorders,Substance Related Disorders,76,74,76,1213,1260,5.0,5.0,0.0008114110010249402,0.5323741007194245,0.20708446866485014,0.0015645314402459912,0.0010518574048674284
@DISEASE_Overweight,Overweight,77,74,77,685,946,3.0,3.0,0.000822087461564742,0.5323741007194245,0.2098092643051771,0.0008835152815898632,0.0007897278611147518
@DISEASE_Abnormalities_Drug_Induced,Abnormalities Drug Induced,78,74,78,651,880,4.0,4.0,0.0008327639221045439,0.5323741007194245,0.2125340599455041,0.0008396619683430671,0.0007346305684788389
@DISEASE_Deglutition_Disorders,Deglutition Disorders,79,74,79,499,499,3.0,3.0,0.0008434403826443458,0.5323741007194245,0.21525885558583105,0.0006436118620632726,0.0004165689246260689
@DISEASE_Depressive_Disorder_Major,Depressive Disorder Major,79,73,79,1865,5798,7.0,7.0,0.0008434403826443458,0.5251798561151079,0.21525885558583105,0.0024054832119198466,0.0048402136773185315
@DISEASE_Insulin_Resistance,Insulin Resistance,81,73,81,1540,3283,8.0,8.0,0.0008647933037239494,0.5251798561151079,0.22070844686648503,0.001986297129413707,0.0027406729049045775
@DISEASE_Coronary_Disease,Coronary Disease,82,73,82,1802,2724,5.0,5.0,0.0008754697642637513,0.5251798561151079,0.22343324250681199,0.002324225602080195,0.0022740155324276787
@DISEASE_Mood_Disorders,Mood Disorders,75,73,75,1164,1248,5.0,5.0,0.0008007345404851384,0.5251798561151079,0.20435967302452315,0.0015013310770373733,0.0010418397152972623
@DISEASE_Disorders_of_Excessive_Somnolence,Disorders of Excessive Somnolence,76,73,76,1183,1211,7.0,7.0,0.0008114110010249402,0.5251798561151079,0.20708446866485014,0.0015258373403223477,0.0010109518391225839
@DISEASE_Hypoxia_Brain,Hypoxia Brain,78,73,78,682,682,3.5,3.5,0.0008327639221045439,0.5251798561151079,0.2125340599455041,0.0008796458715974988,0.0005693386905711002
@DISEASE_MASS_syndrome,MASS syndrome,77,73,77,568,568,3.0,3.0,0.000822087461564742,0.5251798561151079,0.2098092643051771,0.000732608291887653,0.0004741706396545233
@DISEASE_Ring_Chromosome_20_Syndrome,Ring Chromosome 20 Syndrome,74,73,74,312,312,2.0,2.0,0.0007900580799453365,0.5251798561151079,0.2016348773841962,0.00040241863920589387,0.0002604599288243156
