drug_name,drug_id,disease_name,disease_id,pmid_count,total_articles
Carvedilol,@CHEMICAL_Carvedilol,Lung Diseases,@DISEASE_Lung_Diseases,3,3
Carvedilol,@CHEMICAL_Carvedilol,Melanoma,@DISEASE_Melanoma,3,3
Carvedilol,@CHEMICAL_Carvedilol,Muscular Dystrophies,@DISEASE_Muscular_Dystrophies,3,3
Carvedilol,@CHEMICAL_Carvedilol,No Reflow Phenomenon,@DISEASE_No_Reflow_Phenomenon,3,3
Carvedilol,@CHEMICAL_Carvedilol,Organizing Pneumonia,@DISEASE_Organizing_Pneumonia,3,3
Carvedilol,@CHEMICAL_Carvedilol,Osteoporosis,@DISEASE_Osteoporosis,3,3
Carvedilol,@CHEMICAL_Carvedilol,Peripheral Nervous System Diseases,@DISEASE_Peripheral_Nervous_System_Diseases,3,3
Carvedilol,@CHEMICAL_Carvedilol,Renal Artery Obstruction,@DISEASE_Renal_Artery_Obstruction,3,3
Carvedilol,@CHEMICAL_Carvedilol,Rhabdomyolysis,@DISEASE_Rhabdomyolysis,4,4
Carvedilol,@CHEMICAL_Carvedilol,Shock Cardiogenic,@DISEASE_Shock_Cardiogenic,4,4
Carvedilol,@CHEMICAL_Carvedilol,Sleep Apnea Central,@DISEASE_Sleep_Apnea_Central,3,3
Carvedilol,@CHEMICAL_Carvedilol,Spinal Cord Injuries,@DISEASE_Spinal_Cord_Injuries,3,3
Carvedilol,@CHEMICAL_Carvedilol,Tuberculosis Multidrug Resistant,@DISEASE_Tuberculosis_Multidrug_Resistant,3,3
Carvedilol,@CHEMICAL_Carvedilol,beta Thalassemia,@DISEASE_beta_Thalassemia,3,3
Carvedilol,@CHEMICAL_Carvedilol,211750,@DISEASE_211750,2,2
Carvedilol,@CHEMICAL_Carvedilol,Acute Disease,@DISEASE_Acute_Disease,2,2
Carvedilol,@CHEMICAL_Carvedilol,Acute On Chronic Liver Failure,@DISEASE_Acute_On_Chronic_Liver_Failure,2,2
Carvedilol,@CHEMICAL_Carvedilol,Anorchia,@DISEASE_Anorchia,2,2
Carvedilol,@CHEMICAL_Carvedilol,Apical Hypertrophic Cardiomyopathy,@DISEASE_Apical_Hypertrophic_Cardiomyopathy,2,2
Carvedilol,@CHEMICAL_Carvedilol,Apnea,@DISEASE_Apnea,2,2
Carvedilol,@CHEMICAL_Carvedilol,Arrhythmogenic Right Ventricular Dysplasia,@DISEASE_Arrhythmogenic_Right_Ventricular_Dysplasia,2,2
Carvedilol,@CHEMICAL_Carvedilol,Atrial Standstill,@DISEASE_Atrial_Standstill,2,2
Carvedilol,@CHEMICAL_Carvedilol,Atrioventricular Block,@DISEASE_Atrioventricular_Block,7,7
Carvedilol,@CHEMICAL_Carvedilol,Bipolar Disorder,@DISEASE_Bipolar_Disorder,2,2
Carvedilol,@CHEMICAL_Carvedilol,Brain Damage Chronic,@DISEASE_Brain_Damage_Chronic,2,2
Carvedilol,@CHEMICAL_Carvedilol,Brain Diseases,@DISEASE_Brain_Diseases,2,2
Carvedilol,@CHEMICAL_Carvedilol,Brain Injuries,@DISEASE_Brain_Injuries,2,2
Carvedilol,@CHEMICAL_Carvedilol,Carcinoma Renal Cell,@DISEASE_Carcinoma_Renal_Cell,2,2
Carvedilol,@CHEMICAL_Carvedilol,Carcinoma Squamous Cell,@DISEASE_Carcinoma_Squamous_Cell,2,2
Carvedilol,@CHEMICAL_Carvedilol,Cerebral Infarction,@DISEASE_Cerebral_Infarction,2,2
Carvedilol,@CHEMICAL_Carvedilol,Chagas Disease,@DISEASE_Chagas_Disease,3,3
Carvedilol,@CHEMICAL_Carvedilol,Chronobiology Disorders,@DISEASE_Chronobiology_Disorders,2,2
Carvedilol,@CHEMICAL_Carvedilol,Cocaine Related Disorders,@DISEASE_Cocaine_Related_Disorders,2,2
Carvedilol,@CHEMICAL_Carvedilol,Colitis Ulcerative,@DISEASE_Colitis_Ulcerative,2,2
Carvedilol,@CHEMICAL_Carvedilol,Congenital Hereditary and Neonatal Diseases and Abnormalities,@DISEASE_Congenital_Hereditary_and_Neonatal_Diseases_and_Abnormalities,2,2
Carvedilol,@CHEMICAL_Carvedilol,Constriction Pathologic,@DISEASE_Constriction_Pathologic,2,2
Carvedilol,@CHEMICAL_Carvedilol,Coronary Vasospasm,@DISEASE_Coronary_Vasospasm,2,2
Carvedilol,@CHEMICAL_Carvedilol,Cough,@DISEASE_Cough,3,3
Carvedilol,@CHEMICAL_Carvedilol,Cytokine Release Syndrome,@DISEASE_Cytokine_Release_Syndrome,4,4
Carvedilol,@CHEMICAL_Carvedilol,Degloving Injuries,@DISEASE_Degloving_Injuries,2,2
Carvedilol,@CHEMICAL_Carvedilol,Dizziness,@DISEASE_Dizziness,23,23
Carvedilol,@CHEMICAL_Carvedilol,Dyskinesia Drug Induced,@DISEASE_Dyskinesia_Drug_Induced,2,2
Carvedilol,@CHEMICAL_Carvedilol,Endocardial Fibroelastosis,@DISEASE_Endocardial_Fibroelastosis,2,2
Carvedilol,@CHEMICAL_Carvedilol,Fatigue,@DISEASE_Fatigue,6,6
Carvedilol,@CHEMICAL_Carvedilol,Fatty Liver,@DISEASE_Fatty_Liver,2,2
Carvedilol,@CHEMICAL_Carvedilol,Glomerulonephritis Membranous,@DISEASE_Glomerulonephritis_Membranous,2,2
Carvedilol,@CHEMICAL_Carvedilol,Glycogen Storage Disease Type IV,@DISEASE_Glycogen_Storage_Disease_Type_IV,2,2
Carvedilol,@CHEMICAL_Carvedilol,HIV Infections,@DISEASE_HIV_Infections,2,2
Carvedilol,@CHEMICAL_Carvedilol,Heart Block,@DISEASE_Heart_Block,3,3
Carvedilol,@CHEMICAL_Carvedilol,Heart Injuries,@DISEASE_Heart_Injuries,2,2
Carvedilol,@CHEMICAL_Carvedilol,Hemangiosarcoma,@DISEASE_Hemangiosarcoma,2,2
Carvedilol,@CHEMICAL_Carvedilol,Hematologic Neoplasms,@DISEASE_Hematologic_Neoplasms,2,2
Carvedilol,@CHEMICAL_Carvedilol,Hepatitis B,@DISEASE_Hepatitis_B,2,2
Carvedilol,@CHEMICAL_Carvedilol,Hypotension Orthostatic,@DISEASE_Hypotension_Orthostatic,11,11
Carvedilol,@CHEMICAL_Carvedilol,Idiopathic dilation cardiomyopathy,@DISEASE_Idiopathic_dilation_cardiomyopathy,2,2
Carvedilol,@CHEMICAL_Carvedilol,Iliotibial Band Syndrome,@DISEASE_Iliotibial_Band_Syndrome,2,2
Carvedilol,@CHEMICAL_Carvedilol,Intraoperative Awareness,@DISEASE_Intraoperative_Awareness,2,2
Carvedilol,@CHEMICAL_Carvedilol,Leprosy Tuberculoid,@DISEASE_Leprosy_Tuberculoid,2,2
Carvedilol,@CHEMICAL_Carvedilol,Leukemia Myeloid Acute,@DISEASE_Leukemia_Myeloid_Acute,2,2
Carvedilol,@CHEMICAL_Carvedilol,Liver Cirrhosis Biliary,@DISEASE_Liver_Cirrhosis_Biliary,2,2
Carvedilol,@CHEMICAL_Carvedilol,Long QT Syndrome,@DISEASE_Long_QT_Syndrome,5,5
Carvedilol,@CHEMICAL_Carvedilol,Lower Urinary Tract Symptoms,@DISEASE_Lower_Urinary_Tract_Symptoms,2,2
Carvedilol,@CHEMICAL_Carvedilol,Lung Neoplasms,@DISEASE_Lung_Neoplasms,2,2
Carvedilol,@CHEMICAL_Carvedilol,Migraine Disorders,@DISEASE_Migraine_Disorders,2,2
Carvedilol,@CHEMICAL_Carvedilol,Mitochondrial complex I deficiency,@DISEASE_Mitochondrial_complex_I_deficiency,2,2
Carvedilol,@CHEMICAL_Carvedilol,Mitral Valve Stenosis,@DISEASE_Mitral_Valve_Stenosis,3,3
Carvedilol,@CHEMICAL_Carvedilol,Mood Disorders,@DISEASE_Mood_Disorders,2,2
Carvedilol,@CHEMICAL_Carvedilol,Myelitis Transverse,@DISEASE_Myelitis_Transverse,2,2
Carvedilol,@CHEMICAL_Carvedilol,Myocardial Reperfusion Injury,@DISEASE_Myocardial_Reperfusion_Injury,2,2
Carvedilol,@CHEMICAL_Carvedilol,Myopathy with Giant Abnormal Mitochondria,@DISEASE_Myopathy_with_Giant_Abnormal_Mitochondria,3,3
Carvedilol,@CHEMICAL_Carvedilol,Myotonic Dystrophy,@DISEASE_Myotonic_Dystrophy,2,2
Carvedilol,@CHEMICAL_Carvedilol,Neoplasms Second Primary,@DISEASE_Neoplasms_Second_Primary,2,2
Carvedilol,@CHEMICAL_Carvedilol,Nephritis Interstitial,@DISEASE_Nephritis_Interstitial,2,2
Carvedilol,@CHEMICAL_Carvedilol,Nervous System Diseases,@DISEASE_Nervous_System_Diseases,2,2
Carvedilol,@CHEMICAL_Carvedilol,Neuroblastoma,@DISEASE_Neuroblastoma,2,2
Carvedilol,@CHEMICAL_Carvedilol,Neuroinflammatory Diseases,@DISEASE_Neuroinflammatory_Diseases,2,2
Carvedilol,@CHEMICAL_Carvedilol,Oculocutaneous albinism type 2,@DISEASE_Oculocutaneous_albinism_type_2,2,2
Carvedilol,@CHEMICAL_Carvedilol,Parkinson Disease,@DISEASE_Parkinson_Disease,2,2
Carvedilol,@CHEMICAL_Carvedilol,Periodontitis,@DISEASE_Periodontitis,2,2
Carvedilol,@CHEMICAL_Carvedilol,Peripheral Arterial Occlusive Disease 1,@DISEASE_Peripheral_Arterial_Occlusive_Disease_1,2,2
Carvedilol,@CHEMICAL_Carvedilol,Peritonitis,@DISEASE_Peritonitis,2,2
Carvedilol,@CHEMICAL_Carvedilol,Polycystic Ovary Syndrome,@DISEASE_Polycystic_Ovary_Syndrome,2,2
Carvedilol,@CHEMICAL_Carvedilol,Precancerous Conditions,@DISEASE_Precancerous_Conditions,2,2
Carvedilol,@CHEMICAL_Carvedilol,Pulmonary Atelectasis,@DISEASE_Pulmonary_Atelectasis,2,2
Carvedilol,@CHEMICAL_Carvedilol,Retinitis,@DISEASE_Retinitis,2,2
Carvedilol,@CHEMICAL_Carvedilol,Right ventricle hypoplasia,@DISEASE_Right_ventricle_hypoplasia,2,2
Carvedilol,@CHEMICAL_Carvedilol,Schistosomiasis,@DISEASE_Schistosomiasis,2,2
Carvedilol,@CHEMICAL_Carvedilol,Segmentation syndrome 1,@DISEASE_Segmentation_syndrome_1,3,3
Carvedilol,@CHEMICAL_Carvedilol,Seizures,@DISEASE_Seizures,2,2
Carvedilol,@CHEMICAL_Carvedilol,Sepsis,@DISEASE_Sepsis,2,2
Carvedilol,@CHEMICAL_Carvedilol,Sleep Apnea Obstructive,@DISEASE_Sleep_Apnea_Obstructive,3,3
Carvedilol,@CHEMICAL_Carvedilol,Soft Tissue Injuries,@DISEASE_Soft_Tissue_Injuries,2,2
Carvedilol,@CHEMICAL_Carvedilol,Syndrome,@DISEASE_Syndrome,2,2
Carvedilol,@CHEMICAL_Carvedilol,Systemic Inflammatory Response Syndrome,@DISEASE_Systemic_Inflammatory_Response_Syndrome,2,2
Carvedilol,@CHEMICAL_Carvedilol,Systolic Murmurs,@DISEASE_Systolic_Murmurs,2,2
Carvedilol,@CHEMICAL_Carvedilol,Tachycardia Supraventricular,@DISEASE_Tachycardia_Supraventricular,2,2
Carvedilol,@CHEMICAL_Carvedilol,Thalassemia,@DISEASE_Thalassemia,2,2
Carvedilol,@CHEMICAL_Carvedilol,Tricuspid Valve Insufficiency,@DISEASE_Tricuspid_Valve_Insufficiency,2,2
Carvedilol,@CHEMICAL_Carvedilol,Urinary Bladder Overactive,@DISEASE_Urinary_Bladder_Overactive,2,2
Carvedilol,@CHEMICAL_Carvedilol,Urinary Retention,@DISEASE_Urinary_Retention,4,4
Carvedilol,@CHEMICAL_Carvedilol,Urolithiasis,@DISEASE_Urolithiasis,2,2
Carvedilol,@CHEMICAL_Carvedilol,Ventricular Dysfunction Right,@DISEASE_Ventricular_Dysfunction_Right,2,2
Carvedilol,@CHEMICAL_Carvedilol,Vomiting,@DISEASE_Vomiting,3,3
Carvedilol,@CHEMICAL_Carvedilol,Wounds and Injuries,@DISEASE_Wounds_and_Injuries,2,2
Carvedilol,@CHEMICAL_Carvedilol,familial dilated cardiomyopathy,@DISEASE_familial_dilated_cardiomyopathy,2,2
Carvedilol,@CHEMICAL_Carvedilol,261515,@DISEASE_261515,1,1
Carvedilol,@CHEMICAL_Carvedilol,610141,@DISEASE_610141,1,1
Carvedilol,@CHEMICAL_Carvedilol,AA amyloidosis,@DISEASE_AA_amyloidosis,1,1
Carvedilol,@CHEMICAL_Carvedilol,Abdominal Injuries,@DISEASE_Abdominal_Injuries,1,1
Carvedilol,@CHEMICAL_Carvedilol,Abdominal Pain,@DISEASE_Abdominal_Pain,1,1
Carvedilol,@CHEMICAL_Carvedilol,Abnormalities Drug Induced,@DISEASE_Abnormalities_Drug_Induced,2,2
Carvedilol,@CHEMICAL_Carvedilol,Acquired Immunodeficiency Syndrome,@DISEASE_Acquired_Immunodeficiency_Syndrome,1,1
Carvedilol,@CHEMICAL_Carvedilol,Acute Lung Injury,@DISEASE_Acute_Lung_Injury,1,1
Carvedilol,@CHEMICAL_Carvedilol,Acute fatty liver of pregnancy,@DISEASE_Acute_fatty_liver_of_pregnancy,1,1
Carvedilol,@CHEMICAL_Carvedilol,Adenocarcinoma of Lung,@DISEASE_Adenocarcinoma_of_Lung,1,1
Carvedilol,@CHEMICAL_Carvedilol,Agnosia,@DISEASE_Agnosia,1,1
Carvedilol,@CHEMICAL_Carvedilol,Akathisia Drug Induced,@DISEASE_Akathisia_Drug_Induced,1,1
Carvedilol,@CHEMICAL_Carvedilol,Alcoholic Intoxication,@DISEASE_Alcoholic_Intoxication,1,1
Carvedilol,@CHEMICAL_Carvedilol,Amyloid Neuropathies Familial,@DISEASE_Amyloid_Neuropathies_Familial,1,1
Carvedilol,@CHEMICAL_Carvedilol,Anaphylaxis,@DISEASE_Anaphylaxis,1,1
Carvedilol,@CHEMICAL_Carvedilol,Anemia Iron Deficiency,@DISEASE_Anemia_Iron_Deficiency,1,1
Carvedilol,@CHEMICAL_Carvedilol,Anodontia,@DISEASE_Anodontia,1,1
Carvedilol,@CHEMICAL_Carvedilol,Anterior Wall Myocardial Infarction,@DISEASE_Anterior_Wall_Myocardial_Infarction,1,1
Carvedilol,@CHEMICAL_Carvedilol,Aortic Valve Calcification of,@DISEASE_Aortic_Valve_Calcification_of,1,1
Carvedilol,@CHEMICAL_Carvedilol,Aortic Valve Stenosis,@DISEASE_Aortic_Valve_Stenosis,1,1
Carvedilol,@CHEMICAL_Carvedilol,Arrest of spermatogenesis,@DISEASE_Arrest_of_spermatogenesis,1,1
Carvedilol,@CHEMICAL_Carvedilol,Arthritis Experimental,@DISEASE_Arthritis_Experimental,1,1
Carvedilol,@CHEMICAL_Carvedilol,Arthritis Juvenile,@DISEASE_Arthritis_Juvenile,1,1
Carvedilol,@CHEMICAL_Carvedilol,Arthritis Psoriatic,@DISEASE_Arthritis_Psoriatic,1,1
Carvedilol,@CHEMICAL_Carvedilol,Asthenia,@DISEASE_Asthenia,3,3
Carvedilol,@CHEMICAL_Carvedilol,Atrophy,@DISEASE_Atrophy,1,1
Carvedilol,@CHEMICAL_Carvedilol,Autoimmune Diseases,@DISEASE_Autoimmune_Diseases,1,1
Carvedilol,@CHEMICAL_Carvedilol,Bile Duct Diseases,@DISEASE_Bile_Duct_Diseases,1,1
Carvedilol,@CHEMICAL_Carvedilol,Binge Drinking,@DISEASE_Binge_Drinking,1,1
Carvedilol,@CHEMICAL_Carvedilol,Bites and Stings,@DISEASE_Bites_and_Stings,1,1
Carvedilol,@CHEMICAL_Carvedilol,Blindness,@DISEASE_Blindness,1,1
Carvedilol,@CHEMICAL_Carvedilol,Body Dysmorphic Disorders,@DISEASE_Body_Dysmorphic_Disorders,1,1
Carvedilol,@CHEMICAL_Carvedilol,Bradycardia,@DISEASE_Bradycardia,26,26
Carvedilol,@CHEMICAL_Carvedilol,Brain Infarction,@DISEASE_Brain_Infarction,1,1
Carvedilol,@CHEMICAL_Carvedilol,Bronchitis,@DISEASE_Bronchitis,1,1
Carvedilol,@CHEMICAL_Carvedilol,Brugada Syndrome,@DISEASE_Brugada_Syndrome,1,1
Carvedilol,@CHEMICAL_Carvedilol,Budd Chiari Syndrome,@DISEASE_Budd_Chiari_Syndrome,1,1
Carvedilol,@CHEMICAL_Carvedilol,Cachexia,@DISEASE_Cachexia,1,1
Carvedilol,@CHEMICAL_Carvedilol,Calcinosis Cutis,@DISEASE_Calcinosis_Cutis,1,1
Carvedilol,@CHEMICAL_Carvedilol,Camptocormia,@DISEASE_Camptocormia,1,1
Carvedilol,@CHEMICAL_Carvedilol,Capillary Malformation Arteriovenous Malformation,@DISEASE_Capillary_Malformation_Arteriovenous_Malformation,1,1
Carvedilol,@CHEMICAL_Carvedilol,Carcinoma Ehrlich Tumor,@DISEASE_Carcinoma_Ehrlich_Tumor,1,1
Carvedilol,@CHEMICAL_Carvedilol,Carcinoma Non Small Cell Lung,@DISEASE_Carcinoma_Non_Small_Cell_Lung,1,1
Carvedilol,@CHEMICAL_Carvedilol,Cardiac Output High,@DISEASE_Cardiac_Output_High,2,2
Carvedilol,@CHEMICAL_Carvedilol,Cardio Renal Syndrome,@DISEASE_Cardio_Renal_Syndrome,1,1
Carvedilol,@CHEMICAL_Carvedilol,Cardiomyopathy Alcoholic,@DISEASE_Cardiomyopathy_Alcoholic,1,1
Carvedilol,@CHEMICAL_Carvedilol,Cardiomyopathy Hypertrophic Familial,@DISEASE_Cardiomyopathy_Hypertrophic_Familial,1,1
Carvedilol,@CHEMICAL_Carvedilol,Cardiomyopathy dilated with woolly hair and keratoderma,@DISEASE_Cardiomyopathy_dilated_with_woolly_hair_and_keratoderma,1,1
Carvedilol,@CHEMICAL_Carvedilol,Cardiomyopathy infantile histiocytoid,@DISEASE_Cardiomyopathy_infantile_histiocytoid,1,1
Carvedilol,@CHEMICAL_Carvedilol,Carotid Artery Diseases,@DISEASE_Carotid_Artery_Diseases,1,1
Carvedilol,@CHEMICAL_Carvedilol,Carotid Stenosis,@DISEASE_Carotid_Stenosis,1,1
Carvedilol,@CHEMICAL_Carvedilol,Catalepsy,@DISEASE_Catalepsy,1,1
Carvedilol,@CHEMICAL_Carvedilol,Cerebrovascular Disorders,@DISEASE_Cerebrovascular_Disorders,2,2
Carvedilol,@CHEMICAL_Carvedilol,Cerulean cataract,@DISEASE_Cerulean_cataract,1,1
Carvedilol,@CHEMICAL_Carvedilol,Chemotherapy Related Cognitive Impairment,@DISEASE_Chemotherapy_Related_Cognitive_Impairment,1,1
Carvedilol,@CHEMICAL_Carvedilol,Chronic Kidney Disease Mineral and Bone Disorder,@DISEASE_Chronic_Kidney_Disease_Mineral_and_Bone_Disorder,1,1
Carvedilol,@CHEMICAL_Carvedilol,Cleft Palate,@DISEASE_Cleft_Palate,1,1
Carvedilol,@CHEMICAL_Carvedilol,Cognitive Dysfunction,@DISEASE_Cognitive_Dysfunction,1,1
Carvedilol,@CHEMICAL_Carvedilol,Collagen Diseases,@DISEASE_Collagen_Diseases,1,1
Carvedilol,@CHEMICAL_Carvedilol,Colonic Varices without Portal Hypertension,@DISEASE_Colonic_Varices_without_Portal_Hypertension,1,1
Carvedilol,@CHEMICAL_Carvedilol,Complement Component 6 Deficiency,@DISEASE_Complement_Component_6_Deficiency,1,1
Carvedilol,@CHEMICAL_Carvedilol,Congenital Hyperinsulinism,@DISEASE_Congenital_Hyperinsulinism,1,1
Carvedilol,@CHEMICAL_Carvedilol,Congenitally Corrected Transposition of the Great Arteries,@DISEASE_Congenitally_Corrected_Transposition_of_the_Great_Arteries,1,1
Carvedilol,@CHEMICAL_Carvedilol,Conjunctivitis,@DISEASE_Conjunctivitis,1,1
Carvedilol,@CHEMICAL_Carvedilol,Constipation,@DISEASE_Constipation,1,1
Carvedilol,@CHEMICAL_Carvedilol,Conversion Disorder,@DISEASE_Conversion_Disorder,2,2
Carvedilol,@CHEMICAL_Carvedilol,Copper Toxicosis Idiopathic,@DISEASE_Copper_Toxicosis_Idiopathic,1,1
Carvedilol,@CHEMICAL_Carvedilol,Corneal Endothelial Cell Loss,@DISEASE_Corneal_Endothelial_Cell_Loss,1,1
Carvedilol,@CHEMICAL_Carvedilol,Coronary Artery Dissection Spontaneous,@DISEASE_Coronary_Artery_Dissection_Spontaneous,1,1
Carvedilol,@CHEMICAL_Carvedilol,Cysts,@DISEASE_Cysts,1,1
Carvedilol,@CHEMICAL_Carvedilol,Delayed Emergence from Anesthesia,@DISEASE_Delayed_Emergence_from_Anesthesia,2,2
Carvedilol,@CHEMICAL_Carvedilol,Demyelinating Diseases,@DISEASE_Demyelinating_Diseases,1,1
Carvedilol,@CHEMICAL_Carvedilol,Dental Pulp Diseases,@DISEASE_Dental_Pulp_Diseases,1,1
Carvedilol,@CHEMICAL_Carvedilol,Developmental Disabilities,@DISEASE_Developmental_Disabilities,1,1
Carvedilol,@CHEMICAL_Carvedilol,Diabetes Complications,@DISEASE_Diabetes_Complications,2,2
Carvedilol,@CHEMICAL_Carvedilol,Diabetes Mellitus Experimental,@DISEASE_Diabetes_Mellitus_Experimental,1,1
Carvedilol,@CHEMICAL_Carvedilol,Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,1,1
Carvedilol,@CHEMICAL_Carvedilol,Diabetic Retinopathy,@DISEASE_Diabetic_Retinopathy,2,2
Carvedilol,@CHEMICAL_Carvedilol,Dissection Blood Vessel,@DISEASE_Dissection_Blood_Vessel,1,1
Carvedilol,@CHEMICAL_Carvedilol,Double Outlet Right Ventricle,@DISEASE_Double_Outlet_Right_Ventricle,1,1
Carvedilol,@CHEMICAL_Carvedilol,Drug Hypersensitivity,@DISEASE_Drug_Hypersensitivity,4,4
Carvedilol,@CHEMICAL_Carvedilol,Drug Overdose,@DISEASE_Drug_Overdose,5,5
Carvedilol,@CHEMICAL_Carvedilol,Drug Resistant Epilepsy,@DISEASE_Drug_Resistant_Epilepsy,1,1
Carvedilol,@CHEMICAL_Carvedilol,Dysgeusia,@DISEASE_Dysgeusia,1,1
Carvedilol,@CHEMICAL_Carvedilol,Embolic Stroke,@DISEASE_Embolic_Stroke,1,1
Carvedilol,@CHEMICAL_Carvedilol,Encephalomyelitis Autoimmune Experimental,@DISEASE_Encephalomyelitis_Autoimmune_Experimental,1,1
Carvedilol,@CHEMICAL_Carvedilol,End Stage Liver Disease,@DISEASE_End_Stage_Liver_Disease,1,1
Carvedilol,@CHEMICAL_Carvedilol,Enterovirus Infections,@DISEASE_Enterovirus_Infections,1,1
Carvedilol,@CHEMICAL_Carvedilol,Eosinophilia,@DISEASE_Eosinophilia,1,1
Carvedilol,@CHEMICAL_Carvedilol,Epidermal Cyst,@DISEASE_Epidermal_Cyst,1,1
Carvedilol,@CHEMICAL_Carvedilol,Epilepsy Tonic Clonic,@DISEASE_Epilepsy_Tonic_Clonic,1,1
Carvedilol,@CHEMICAL_Carvedilol,Epiphyseal dysplasia multiple 1,@DISEASE_Epiphyseal_dysplasia_multiple_1,1,1
Carvedilol,@CHEMICAL_Carvedilol,Erythromelalgia,@DISEASE_Erythromelalgia,1,1
Carvedilol,@CHEMICAL_Carvedilol,Esophagitis,@DISEASE_Esophagitis,1,1
Carvedilol,@CHEMICAL_Carvedilol,Eye Neoplasms,@DISEASE_Eye_Neoplasms,1,1
Carvedilol,@CHEMICAL_Carvedilol,Fabry Disease,@DISEASE_Fabry_Disease,1,1
Carvedilol,@CHEMICAL_Carvedilol,Facial Neoplasms,@DISEASE_Facial_Neoplasms,1,1
Carvedilol,@CHEMICAL_Carvedilol,Facial Nerve Diseases,@DISEASE_Facial_Nerve_Diseases,1,1
Carvedilol,@CHEMICAL_Carvedilol,Familial Primary Pulmonary Hypertension,@DISEASE_Familial_Primary_Pulmonary_Hypertension,1,1
Carvedilol,@CHEMICAL_Carvedilol,Fasciculation,@DISEASE_Fasciculation,1,1
Carvedilol,@CHEMICAL_Carvedilol,Feeding and Eating Disorders,@DISEASE_Feeding_and_Eating_Disorders,1,1
Carvedilol,@CHEMICAL_Carvedilol,Femoral Neuropathy,@DISEASE_Femoral_Neuropathy,1,1
Carvedilol,@CHEMICAL_Carvedilol,Fetal akinesia syndrome X linked,@DISEASE_Fetal_akinesia_syndrome_X_linked,1,1
Carvedilol,@CHEMICAL_Carvedilol,Forebrain Defects,@DISEASE_Forebrain_Defects,1,1
Carvedilol,@CHEMICAL_Carvedilol,Frailty,@DISEASE_Frailty,1,1
Carvedilol,@CHEMICAL_Carvedilol,Fundus Dystrophy Pseudoinflammatory Of Sorsby,@DISEASE_Fundus_Dystrophy_Pseudoinflammatory_Of_Sorsby,1,1
Carvedilol,@CHEMICAL_Carvedilol,Gait Disorders Neurologic,@DISEASE_Gait_Disorders_Neurologic,1,1
Carvedilol,@CHEMICAL_Carvedilol,Gastritis,@DISEASE_Gastritis,1,1
Carvedilol,@CHEMICAL_Carvedilol,Gastrointestinal Neoplasms,@DISEASE_Gastrointestinal_Neoplasms,1,1
Carvedilol,@CHEMICAL_Carvedilol,Glaucoma Open Angle,@DISEASE_Glaucoma_Open_Angle,1,1
Carvedilol,@CHEMICAL_Carvedilol,Glomerulonephritis Membranoproliferative,@DISEASE_Glomerulonephritis_Membranoproliferative,1,1
Carvedilol,@CHEMICAL_Carvedilol,Glycogen Storage Disease Type II,@DISEASE_Glycogen_Storage_Disease_Type_II,1,1
Carvedilol,@CHEMICAL_Carvedilol,Hallucinations,@DISEASE_Hallucinations,1,1
Carvedilol,@CHEMICAL_Carvedilol,Hand Foot and Mouth Disease,@DISEASE_Hand_Foot_and_Mouth_Disease,1,1
Carvedilol,@CHEMICAL_Carvedilol,Head and Neck Neoplasms,@DISEASE_Head_and_Neck_Neoplasms,1,1
Carvedilol,@CHEMICAL_Carvedilol,Heart Septal Defects Atrial,@DISEASE_Heart_Septal_Defects_Atrial,1,1
Carvedilol,@CHEMICAL_Carvedilol,Hemolytic Uremic Syndrome,@DISEASE_Hemolytic_Uremic_Syndrome,1,1
Carvedilol,@CHEMICAL_Carvedilol,Hemoptysis,@DISEASE_Hemoptysis,1,1
Carvedilol,@CHEMICAL_Carvedilol,Heparin Cofactor II Deficiency,@DISEASE_Heparin_Cofactor_II_Deficiency,0,0
Carvedilol,@CHEMICAL_Carvedilol,Hepatic Infarction,@DISEASE_Hepatic_Infarction,1,1
Carvedilol,@CHEMICAL_Carvedilol,Hepatorenal Syndrome,@DISEASE_Hepatorenal_Syndrome,1,1
Carvedilol,@CHEMICAL_Carvedilol,Hiccup,@DISEASE_Hiccup,1,1
Carvedilol,@CHEMICAL_Carvedilol,Hodgkin Disease,@DISEASE_Hodgkin_Disease,1,1
Carvedilol,@CHEMICAL_Carvedilol,Horner Syndrome,@DISEASE_Horner_Syndrome,1,1
Carvedilol,@CHEMICAL_Carvedilol,Huntington Disease,@DISEASE_Huntington_Disease,1,1
Carvedilol,@CHEMICAL_Carvedilol,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,1,1
Carvedilol,@CHEMICAL_Carvedilol,Hyperemia,@DISEASE_Hyperemia,1,1
Carvedilol,@CHEMICAL_Carvedilol,Hypereosinophilic Syndrome,@DISEASE_Hypereosinophilic_Syndrome,1,1
Carvedilol,@CHEMICAL_Carvedilol,Hyperkalemia,@DISEASE_Hyperkalemia,4,4
Carvedilol,@CHEMICAL_Carvedilol,Hyperlipidemias,@DISEASE_Hyperlipidemias,2,2
Carvedilol,@CHEMICAL_Carvedilol,Hyperoxaluria,@DISEASE_Hyperoxaluria,1,1
Carvedilol,@CHEMICAL_Carvedilol,Hyperparathyroidism Primary,@DISEASE_Hyperparathyroidism_Primary,1,1
Carvedilol,@CHEMICAL_Carvedilol,Hypertension Renovascular,@DISEASE_Hypertension_Renovascular,1,1
