drug,nct_id,title,status,phase,disease,first_submit,_row_id,disease_raw,disease_resolved_label,disease_resolved_id,resolve_status,accept_auto,reject_reason,extra_tokens,total_candidates_available,n_candidates_returned
Prednisolone,NCT05619653,Myocardial Protection in Patients With Post-acute Inflammatory Cardiac Involvement Due to COVID-19,ACTIVE_NOT_RECRUITING,PHASE3,"COVID-19 Associated Cardiac Involvement; Remodeling, Left Ventricle; Remodeling, Vascular; Left Ventricular Dysfunction; Exercise Intolerance; Vascular Inflammation; Microvascular Angina",2022-11-14 00:00:00+00:00,32710,"Remodeling, Vascular",Vascular Remodeling,@DISEASE_Vascular_Remodeling,token_set_exact,True,,0,,1
Prednisolone,NCT05619653,Myocardial Protection in Patients With Post-acute Inflammatory Cardiac Involvement Due to COVID-19,ACTIVE_NOT_RECRUITING,PHASE3,"COVID-19 Associated Cardiac Involvement; Remodeling, Left Ventricle; Remodeling, Vascular; Left Ventricular Dysfunction; Exercise Intolerance; Vascular Inflammation; Microvascular Angina",2022-11-14 00:00:00+00:00,32710,Left Ventricular Dysfunction,Ventricular Dysfunction Left,@DISEASE_Ventricular_Dysfunction_Left,token_set_exact,True,,0,,1
Prednisolone,NCT05619653,Myocardial Protection in Patients With Post-acute Inflammatory Cardiac Involvement Due to COVID-19,ACTIVE_NOT_RECRUITING,PHASE3,"COVID-19 Associated Cardiac Involvement; Remodeling, Left Ventricle; Remodeling, Vascular; Left Ventricular Dysfunction; Exercise Intolerance; Vascular Inflammation; Microvascular Angina",2022-11-14 00:00:00+00:00,32710,Microvascular Angina,Microvascular Angina,@DISEASE_Microvascular_Angina,exact,True,,0,,1
Prednisolone,NCT00004192,Colony-Stimulating Factors to Relieve Neutropenia in Patients With Recurrent Non-Hodgkin's Lymphoma,COMPLETED,PHASE2,Lymphoma; Neutropenia,2000-01-21 00:00:00+00:00,32712,Lymphoma,Lymphoma,@DISEASE_Lymphoma,exact,True,,0,5,0
Prednisolone,NCT00004192,Colony-Stimulating Factors to Relieve Neutropenia in Patients With Recurrent Non-Hodgkin's Lymphoma,COMPLETED,PHASE2,Lymphoma; Neutropenia,2000-01-21 00:00:00+00:00,32712,Neutropenia,Neutropenia,@DISEASE_Neutropenia,exact,True,,0,,10
Prednisolone,NCT00243412,A Study of the Safety and Efficacy of Rituximab in Patients With Moderate to Severe Rheumatoid Arthritis Receiving Methotrexate,COMPLETED,PHASE2,Rheumatoid Arthritis,2005-10-21 00:00:00+00:00,32713,Rheumatoid Arthritis,Arthritis Rheumatoid,@DISEASE_Arthritis_Rheumatoid,token_set_exact,True,,0,4,0
Prednisolone,NCT01865500,Two Different Dosages of Nebulized Steroid Versus Parenteral Steroid in the Management of COPD Exacerbations,COMPLETED,PHASE4,Chronic Obstructive Pulmonary Disease,2013-05-20 00:00:00+00:00,32714,Chronic Obstructive Pulmonary Disease,Pulmonary Disease Chronic Obstructive,@DISEASE_Pulmonary_Disease_Chronic_Obstructive,token_set_exact,True,,0,,3
Prednisolone,NCT01524068,"A MultiCenter Study of Combined PEX, Rituximab, and Steroids in Acute Idiopathic Pulmonary Fibrosis Exacerbations",WITHDRAWN,PHASE2,Idiopathic Pulmonary Fibrosis,2012-01-27 00:00:00+00:00,32720,Idiopathic Pulmonary Fibrosis,Idiopathic Pulmonary Fibrosis,@DISEASE_Idiopathic_Pulmonary_Fibrosis,exact,True,,0,,3
Prednisolone,NCT02042326,Prospective Evaluation of the Efficacy of Sirolimus (Rapamune®) in the Treatment of Severe Arteriovenous Malformations,UNKNOWN,PHASE2,Arteriovenous Malformations,2014-01-20 00:00:00+00:00,32721,Arteriovenous Malformations,Arteriovenous Malformations,@DISEASE_Arteriovenous_Malformations,exact,True,,0,,3
Prednisolone,NCT01851902,PREdicting Atrial Fibrillation or Flutter,UNKNOWN,,Atrial Fibrillation; Atrial Flutter,2013-05-02 00:00:00+00:00,32724,Atrial Fibrillation,Atrial Fibrillation,@DISEASE_Atrial_Fibrillation,exact,True,,0,5,0
Prednisolone,NCT01851902,PREdicting Atrial Fibrillation or Flutter,UNKNOWN,,Atrial Fibrillation; Atrial Flutter,2013-05-02 00:00:00+00:00,32724,Atrial Flutter,Atrial Flutter,@DISEASE_Atrial_Flutter,exact,True,,0,,1
Prednisolone,NCT03834519,Study of Pembrolizumab (MK-3475) Plus Olaparib Versus Abiraterone Acetate or Enzalutamide in Metastatic Castration-resistant Prostate Cancer (mCRPC) (MK-7339-010/KEYLYNK-010),COMPLETED,PHASE3,Prostatic Neoplasms,2019-02-06 00:00:00+00:00,32725,Prostatic Neoplasms,Prostatic Neoplasms,@DISEASE_Prostatic_Neoplasms,exact,True,,0,,3
Prednisolone,NCT07101445,"Evaluating Premedication Regimens (Methylprednisolone vs Dexamethasone-based) for the Prevention of Systemic and Injection Site Reactions to Motixafortide in Patients With Multiple Myeloma Undergoing Stem Cell Mobilization, PARADE Trial",NOT_YET_RECRUITING,PHASE4,Multiple Myeloma,2025-07-28 00:00:00+00:00,32726,Multiple Myeloma,Multiple Myeloma,@DISEASE_Multiple_Myeloma,exact,True,,0,,2
Prednisolone,NCT00955123,Effects of Prednisolone and Infliximab on the Regulation of Urea Synthesis in Active Inflammatory Bowel Disease,COMPLETED,,Inflammatory Bowel Diseases,2009-08-03 00:00:00+00:00,32729,Inflammatory Bowel Diseases,Inflammatory Bowel Diseases,@DISEASE_Inflammatory_Bowel_Diseases,exact,True,,0,1,0
Prednisolone,NCT07077486,Effects of Telitacicept vs Cyclophosphamide on Lupus Related Interstitial Lung Disease,ENROLLING_BY_INVITATION,PHASE4,Lupus or SLE; Interstitial Lung Disease; Systemic Lupus Erythematosus,2023-12-30 00:00:00+00:00,32730,Systemic Lupus Erythematosus,Lupus Erythematosus Systemic,@DISEASE_Lupus_Erythematosus_Systemic,token_set_exact,True,,0,3,0
Prednisolone,NCT00000741,The Safety and Effectiveness of Methylprednisolone in the Treatment of Pneumocystis Carinii Pneumonia (PCP) in Children With AIDS,WITHDRAWN,PHASE3,"Pneumonia, Pneumocystis Carinii; HIV Infections",1999-11-02 00:00:00+00:00,32731,HIV Infections,HIV Infections,@DISEASE_HIV_Infections,exact,True,,0,,2
Prednisolone,NCT03560466,Assessment of the Safety and Efficacy of Dupilumab in Children With Asthma (Liberty Asthma Excursion),COMPLETED,PHASE3,Asthma,2018-03-22 00:00:00+00:00,32732,Asthma,Asthma,@DISEASE_Asthma,exact,True,,0,,10
Prednisolone,NCT00968253,RAD001 Study in Treatment of Relapsed or Refractory Acute Lymphocytic Leukemia,COMPLETED,PHASE1; PHASE2,Leukemia; Acute Lymphocytic Leukemia,2009-08-27 00:00:00+00:00,32735,Leukemia,Leukemia,@DISEASE_Leukemia,exact,True,,0,,10
Prednisolone,NCT03192969,A Study to Evaluate Efficacy and Safety of Subcutaneous Abatacept With Steroid Treatment Compared to Steroid Treatment Alone in Adults With Giant Cell Arteritis (GCA),WITHDRAWN,PHASE3,Giant Cell Arteritis,2017-06-14 00:00:00+00:00,32736,Giant Cell Arteritis,Giant Cell Arteritis,@DISEASE_Giant_Cell_Arteritis,exact,True,,0,,2
Prednisolone,NCT03994731,Study of KRYSTEXXA® (Pegloticase) Plus Methotrexate in Participants With Uncontrolled Gout,COMPLETED,PHASE4,Gout,2019-06-19 00:00:00+00:00,32738,Gout,Gout,@DISEASE_Gout,exact,True,,0,,10
Prednisolone,NCT01228331,Clofarabine or High-Dose Cytarabine and Pegaspargase in Children with ALL,COMPLETED,PHASE2; PHASE3,Leukemia,2010-10-23 00:00:00+00:00,32739,Leukemia,Leukemia,@DISEASE_Leukemia,exact,True,,0,,10
Prednisolone,NCT02339142,Combined Radiotherapy and Intravenous Steroids for Early Progressive Thyroid Eye Disease,UNKNOWN,PHASE4,Graves Ophthalmopathy,2015-01-12 00:00:00+00:00,32740,Graves Ophthalmopathy,Graves Ophthalmopathy,@DISEASE_Graves_Ophthalmopathy,exact,True,,0,,1
Prednisolone,NCT00687180,Mycophenolate vs Azathioprin in Autoimmune Hepatitis,COMPLETED,PHASE4,Autoimmune Hepatitis,2008-05-28 00:00:00+00:00,32742,Autoimmune Hepatitis,Hepatitis Autoimmune,@DISEASE_Hepatitis_Autoimmune,token_set_exact,True,,0,,1
Prednisolone,NCT05851508,The Effecttiveness of Intratympanic Methylprednisolon Injections Compared to Placebo in the Treatment of Vertigo Attacks in Meniere's Disease,RECRUITING,PHASE3,Meniere Disease,2023-02-20 00:00:00+00:00,32744,Meniere Disease,Meniere Disease,@DISEASE_Meniere_Disease,exact,True,,0,,1
Prednisolone,NCT04757740,Comparison Between Platelet-rich Fibrin and Steroid for Intra-articular Injection for Sacroiliac Joint Dysfunction,COMPLETED,PHASE4,Low Back Pain,2021-02-14 00:00:00+00:00,32745,Low Back Pain,Low Back Pain,@DISEASE_Low_Back_Pain,exact,True,,0,,1
Prednisolone,NCT05440240,Percutaneous Needle Fasciotomy +/- Corticosteroid Injection for Dupuytren's Contracture,RECRUITING,PHASE4,"Dupuytren Contracture; Dupuytren's Disease; Contracture; Joint Diseases; Musculoskeletal Diseases; Fibroma; Neoplasm, Fibrous Tissue; Neoplasms, Connective Tissue; Neoplasms, Connective and Soft Tissue; Neoplasms by Histologic Type; Neoplasms; Connective Tissue Diseases",2022-06-27 00:00:00+00:00,32747,Dupuytren Contracture,Dupuytren Contracture,@DISEASE_Dupuytren_Contracture,exact,True,,0,,2
Prednisolone,NCT05440240,Percutaneous Needle Fasciotomy +/- Corticosteroid Injection for Dupuytren's Contracture,RECRUITING,PHASE4,"Dupuytren Contracture; Dupuytren's Disease; Contracture; Joint Diseases; Musculoskeletal Diseases; Fibroma; Neoplasm, Fibrous Tissue; Neoplasms, Connective Tissue; Neoplasms, Connective and Soft Tissue; Neoplasms by Histologic Type; Neoplasms; Connective Tissue Diseases",2022-06-27 00:00:00+00:00,32747,Contracture,Contracture,@DISEASE_Contracture,exact,True,,0,,10
Prednisolone,NCT05440240,Percutaneous Needle Fasciotomy +/- Corticosteroid Injection for Dupuytren's Contracture,RECRUITING,PHASE4,"Dupuytren Contracture; Dupuytren's Disease; Contracture; Joint Diseases; Musculoskeletal Diseases; Fibroma; Neoplasm, Fibrous Tissue; Neoplasms, Connective Tissue; Neoplasms, Connective and Soft Tissue; Neoplasms by Histologic Type; Neoplasms; Connective Tissue Diseases",2022-06-27 00:00:00+00:00,32747,Joint Diseases,Joint Diseases,@DISEASE_Joint_Diseases,exact,True,,0,,2
Prednisolone,NCT05440240,Percutaneous Needle Fasciotomy +/- Corticosteroid Injection for Dupuytren's Contracture,RECRUITING,PHASE4,"Dupuytren Contracture; Dupuytren's Disease; Contracture; Joint Diseases; Musculoskeletal Diseases; Fibroma; Neoplasm, Fibrous Tissue; Neoplasms, Connective Tissue; Neoplasms, Connective and Soft Tissue; Neoplasms by Histologic Type; Neoplasms; Connective Tissue Diseases",2022-06-27 00:00:00+00:00,32747,Musculoskeletal Diseases,Musculoskeletal Diseases,@DISEASE_Musculoskeletal_Diseases,exact,True,,0,,1
Prednisolone,NCT05440240,Percutaneous Needle Fasciotomy +/- Corticosteroid Injection for Dupuytren's Contracture,RECRUITING,PHASE4,"Dupuytren Contracture; Dupuytren's Disease; Contracture; Joint Diseases; Musculoskeletal Diseases; Fibroma; Neoplasm, Fibrous Tissue; Neoplasms, Connective Tissue; Neoplasms, Connective and Soft Tissue; Neoplasms by Histologic Type; Neoplasms; Connective Tissue Diseases",2022-06-27 00:00:00+00:00,32747,Fibroma,Fibroma,@DISEASE_Fibroma,exact,True,,0,,10
Prednisolone,NCT05440240,Percutaneous Needle Fasciotomy +/- Corticosteroid Injection for Dupuytren's Contracture,RECRUITING,PHASE4,"Dupuytren Contracture; Dupuytren's Disease; Contracture; Joint Diseases; Musculoskeletal Diseases; Fibroma; Neoplasm, Fibrous Tissue; Neoplasms, Connective Tissue; Neoplasms, Connective and Soft Tissue; Neoplasms by Histologic Type; Neoplasms; Connective Tissue Diseases",2022-06-27 00:00:00+00:00,32747,"Neoplasm, Fibrous Tissue",Neoplasms Fibrous Tissue,@DISEASE_Neoplasms_Fibrous_Tissue,token_set_exact,True,,0,,1
Prednisolone,NCT05440240,Percutaneous Needle Fasciotomy +/- Corticosteroid Injection for Dupuytren's Contracture,RECRUITING,PHASE4,"Dupuytren Contracture; Dupuytren's Disease; Contracture; Joint Diseases; Musculoskeletal Diseases; Fibroma; Neoplasm, Fibrous Tissue; Neoplasms, Connective Tissue; Neoplasms, Connective and Soft Tissue; Neoplasms by Histologic Type; Neoplasms; Connective Tissue Diseases",2022-06-27 00:00:00+00:00,32747,"Neoplasms, Connective Tissue",Neoplasms Connective Tissue,@DISEASE_Neoplasms_Connective_Tissue,exact,True,,0,,2
Prednisolone,NCT05440240,Percutaneous Needle Fasciotomy +/- Corticosteroid Injection for Dupuytren's Contracture,RECRUITING,PHASE4,"Dupuytren Contracture; Dupuytren's Disease; Contracture; Joint Diseases; Musculoskeletal Diseases; Fibroma; Neoplasm, Fibrous Tissue; Neoplasms, Connective Tissue; Neoplasms, Connective and Soft Tissue; Neoplasms by Histologic Type; Neoplasms; Connective Tissue Diseases",2022-06-27 00:00:00+00:00,32747,"Neoplasms, Connective and Soft Tissue",Neoplasms Connective and Soft Tissue,@DISEASE_Neoplasms_Connective_and_Soft_Tissue,exact,True,,0,,1
Prednisolone,NCT05440240,Percutaneous Needle Fasciotomy +/- Corticosteroid Injection for Dupuytren's Contracture,RECRUITING,PHASE4,"Dupuytren Contracture; Dupuytren's Disease; Contracture; Joint Diseases; Musculoskeletal Diseases; Fibroma; Neoplasm, Fibrous Tissue; Neoplasms, Connective Tissue; Neoplasms, Connective and Soft Tissue; Neoplasms by Histologic Type; Neoplasms; Connective Tissue Diseases",2022-06-27 00:00:00+00:00,32747,Neoplasms by Histologic Type,Neoplasms by Histologic Type,@DISEASE_Neoplasms_by_Histologic_Type,exact,True,,0,,1
Prednisolone,NCT05440240,Percutaneous Needle Fasciotomy +/- Corticosteroid Injection for Dupuytren's Contracture,RECRUITING,PHASE4,"Dupuytren Contracture; Dupuytren's Disease; Contracture; Joint Diseases; Musculoskeletal Diseases; Fibroma; Neoplasm, Fibrous Tissue; Neoplasms, Connective Tissue; Neoplasms, Connective and Soft Tissue; Neoplasms by Histologic Type; Neoplasms; Connective Tissue Diseases",2022-06-27 00:00:00+00:00,32747,Neoplasms,Neoplasms,@DISEASE_Neoplasms,exact,True,,0,,10
Prednisolone,NCT05440240,Percutaneous Needle Fasciotomy +/- Corticosteroid Injection for Dupuytren's Contracture,RECRUITING,PHASE4,"Dupuytren Contracture; Dupuytren's Disease; Contracture; Joint Diseases; Musculoskeletal Diseases; Fibroma; Neoplasm, Fibrous Tissue; Neoplasms, Connective Tissue; Neoplasms, Connective and Soft Tissue; Neoplasms by Histologic Type; Neoplasms; Connective Tissue Diseases",2022-06-27 00:00:00+00:00,32747,Connective Tissue Diseases,Connective Tissue Diseases,@DISEASE_Connective_Tissue_Diseases,exact,True,,0,,3
Prednisolone,NCT04963296,A Study to Evaluate the Efficacy and Safety of Obinutuzumab in Participants With Systemic Lupus Erythematosus,ACTIVE_NOT_RECRUITING,PHASE3,Systemic Lupus Erythematosus,2021-07-07 00:00:00+00:00,32749,Systemic Lupus Erythematosus,Lupus Erythematosus Systemic,@DISEASE_Lupus_Erythematosus_Systemic,token_set_exact,True,,0,3,0
Prednisolone,NCT00185692,Allogeneic Transplantation From Related Haploidentical Donors,COMPLETED,PHASE2,Blood Cancer; Leukemia; Graft Versus Host Disease; Malignancy; CLL; NHL; Hodgkin's Disease; MDS,2005-09-12 00:00:00+00:00,32751,Leukemia,Leukemia,@DISEASE_Leukemia,exact,True,,0,,10
Prednisolone,NCT02741271,Study of Efficacy and Long-Term Safety of Mometasone Furoate in Combination With Formoterol Fumarate Versus Mometasone Furoate in Children (5 to 11 Years of Age) With Persistent Asthma (MK-0887A-087),COMPLETED,PHASE3,Asthma,2016-04-13 00:00:00+00:00,32752,Asthma,Asthma,@DISEASE_Asthma,exact,True,,0,,10
Prednisolone,NCT06131489,Segmental Resection Combined With DEP Regimen for EBV-HLH Patients With Intestinal Involvement,NOT_YET_RECRUITING,,Hemophagocytic Lymphohistiocytosis; Epstein-Barr Virus; Bowel Resection,2023-11-09 00:00:00+00:00,32754,Hemophagocytic Lymphohistiocytosis,Lymphohistiocytosis Hemophagocytic,@DISEASE_Lymphohistiocytosis_Hemophagocytic,token_set_exact,True,,0,,6
Prednisolone,NCT00651040,Combined Treatment of Methotrexate + Glucocorticoids Versus Glucocorticoids Alone in Patients With PM and DM,COMPLETED,PHASE3,Polymyositis; Dermatomyositis,2008-03-31 00:00:00+00:00,32757,Polymyositis,Polymyositis,@DISEASE_Polymyositis,exact,True,,0,,2
Prednisolone,NCT00651040,Combined Treatment of Methotrexate + Glucocorticoids Versus Glucocorticoids Alone in Patients With PM and DM,COMPLETED,PHASE3,Polymyositis; Dermatomyositis,2008-03-31 00:00:00+00:00,32757,Dermatomyositis,Dermatomyositis,@DISEASE_Dermatomyositis,exact,True,,0,,2
Prednisolone,NCT00562068,"Alemtuzumab and Combination Chemotherapy in Treating Patients With Stage I, Stage II, Stage III, or Stage IV Peripheral T-Cell Lymphoma",UNKNOWN,PHASE1,Lymphoma; Small Intestine Cancer,2007-11-20 00:00:00+00:00,32760,Lymphoma,Lymphoma,@DISEASE_Lymphoma,exact,True,,0,5,0
Prednisolone,NCT02083991,Trial of Steroid Avoidance and Low-dose CNI by ATG-induction in Renal Transplantation,COMPLETED,PHASE4,Diabetes Mellitus,2014-03-03 00:00:00+00:00,32761,Diabetes Mellitus,Diabetes Mellitus,@DISEASE_Diabetes_Mellitus,exact,True,,0,5,0
Prednisolone,NCT07077720,COMPARISON OF THE EFFECT OF DISTAL ADDUCTOR CANAL BLOCK COMBINED WITH GENICULAR NERVE BLOCK OR PERIARTICULAR INJECTION ON POSTOPERATIVE QOR-15 IN TOTAL KNEE ARTHROPLASTIES,COMPLETED,,Postoperative Pain; Recovery,2025-07-01 00:00:00+00:00,32763,Postoperative Pain,Pain Postoperative,@DISEASE_Pain_Postoperative,token_set_exact,True,,0,,1
Prednisolone,NCT05003596,Efficacy of Steroids on Functional Outcomes After Musculoskeletal Injuries of the Hand,UNKNOWN,PHASE2; PHASE3,Hand Injuries; Finger Injuries,2021-07-28 00:00:00+00:00,32767,Hand Injuries,Hand Injuries,@DISEASE_Hand_Injuries,exact,True,,0,,1
Prednisolone,NCT05003596,Efficacy of Steroids on Functional Outcomes After Musculoskeletal Injuries of the Hand,UNKNOWN,PHASE2; PHASE3,Hand Injuries; Finger Injuries,2021-07-28 00:00:00+00:00,32767,Finger Injuries,Finger Injuries,@DISEASE_Finger_Injuries,exact,True,,0,,1
Prednisolone,NCT02205489,Management Of The Infusion-Associated Reactions In RRMS Patients Treated With LEMTRADA,COMPLETED,PHASE4,Relapsing-remitting Multiple Sclerosis,2014-07-29 00:00:00+00:00,32768,Relapsing-remitting Multiple Sclerosis,Multiple Sclerosis Relapsing-Remitting,@DISEASE_Multiple_Sclerosis_Relapsing_Remitting,token_set_exact,True,,0,,1
Prednisolone,NCT04985396,Platelet Rich Plasma Injection Compared With Steroid Injection for the Treatment of Plantar Fasciitis,COMPLETED,,Plantar Fasciitis; Steroid; Platelet-rich Plasma (PRP),2021-07-14 00:00:00+00:00,32770,Plantar Fasciitis,Fasciitis Plantar,@DISEASE_Fasciitis_Plantar,token_set_exact,True,,0,,1
Prednisolone,NCT02344888,Adding Prednisolone During Ovulation Induction With CC in Lean Women With CC Resistant PCOS,UNKNOWN,PHASE4,Infertility; Polycystic Ovarian Syndrome,2015-01-18 00:00:00+00:00,32771,Infertility,Infertility,@DISEASE_Infertility,exact,True,,0,,10
Prednisolone,NCT00004323,Phase II Study of Bone Marrow Transplantation Using Related Donors in Patients With Aplastic Anemia,COMPLETED,PHASE2,Aplastic Anemia,1999-10-18 00:00:00+00:00,32773,Aplastic Anemia,Anemia Aplastic,@DISEASE_Anemia_Aplastic,token_set_exact,True,,0,,2
Prednisolone,NCT03747159,Synergetic B-cell Immunomodulation in SLE - 2nd Study.,ACTIVE_NOT_RECRUITING,PHASE3,"Lupus Erythematosus, Systemic",2018-10-12 00:00:00+00:00,32775,"Lupus Erythematosus, Systemic",Lupus Erythematosus Systemic,@DISEASE_Lupus_Erythematosus_Systemic,exact,True,,0,,3
Prednisolone,NCT02557269,"4""S"" - Seasonal Symptoms Suppression Study",UNKNOWN,PHASE4,Seasonal Allergic Rhinitis,2015-07-17 00:00:00+00:00,32776,Seasonal Allergic Rhinitis,Rhinitis Allergic Seasonal,@DISEASE_Rhinitis_Allergic_Seasonal,token_set_exact,True,,0,,1
Prednisolone,NCT06453083,Medrol Dose Packs for Post-Operative Pain Control,COMPLETED,EARLY_PHASE1,Pain,2024-06-05 00:00:00+00:00,32777,Pain,Pain,@DISEASE_Pain,exact,True,,0,,10
Prednisolone,NCT00918554,Efficacy Study of Methotrexate to Treat Sarcoid-associated Uveitis,TERMINATED,PHASE4,Sarcoid-associated Uveitis; Ocular Sarcoidosis; Macular Edema,2009-06-09 00:00:00+00:00,32778,Macular Edema,Macular Edema,@DISEASE_Macular_Edema,exact,True,,0,,1
Prednisolone,NCT00413166,"All-trans Retinoic Acid, and Arsenic +/- Idarubicin",COMPLETED,PHASE2,Acute Promyelocytic Leukemia,2006-12-15 00:00:00+00:00,32779,Acute Promyelocytic Leukemia,Leukemia Promyelocytic Acute,@DISEASE_Leukemia_Promyelocytic_Acute,token_set_exact,True,,0,,1
Prednisolone,NCT03829566,Autologous Transplant To End NMO Spectrum Disorder,WITHDRAWN,PHASE2; PHASE3,Neuromyelitis Optica; Devic's Disease; NMO Spectrum Disorder,2019-02-01 00:00:00+00:00,32780,Neuromyelitis Optica,Neuromyelitis Optica,@DISEASE_Neuromyelitis_Optica,exact,True,,0,,1
Prednisolone,NCT02462252,"Phase IIA Open Label Study to Evaluate Efficacy and Safety of BL-8040 Followed by (hATG), Cyclosporine and Methyprednisolone in Adult Subjects With Aplastic Anemia or Hypoplastic Myelodysplastic Syndrome",COMPLETED,PHASE2,Aplastic Anemia; Hypoplastic Myelodysplastic Syndrome,2015-05-25 00:00:00+00:00,32784,Aplastic Anemia,Anemia Aplastic,@DISEASE_Anemia_Aplastic,token_set_exact,True,,0,,2
Prednisolone,NCT01014104,Administration of Methylprednisolone for Prevention of Ovarian Hyper Stimulation Syndrome,COMPLETED,PHASE1; PHASE2,Ovarian Hyperstimulation Syndrome,2009-11-13 00:00:00+00:00,32787,Ovarian Hyperstimulation Syndrome,Ovarian Hyperstimulation Syndrome,@DISEASE_Ovarian_Hyperstimulation_Syndrome,exact,True,,0,,1
Prednisolone,NCT05436652,A Trial of Prednisolone in Combination With SPI-62 or Placebo in Subjects With Polymyalgia Rheumatica (PMR),COMPLETED,PHASE2,Polymyalgia Rheumatica,2022-06-23 00:00:00+00:00,32788,Polymyalgia Rheumatica,Polymyalgia Rheumatica,@DISEASE_Polymyalgia_Rheumatica,exact,True,,0,,2
Prednisolone,NCT00282347,A Study to Evaluate the Efficacy and Safety of Rituximab in Subjects With International Society of Nephrology/Renal Pathology Society (ISN/RPS) 2003 Class III or IV Lupus Nephritis,COMPLETED,PHASE3,Lupus Nephritis,2006-01-24 00:00:00+00:00,32790,Lupus Nephritis,Lupus Nephritis,@DISEASE_Lupus_Nephritis,exact,True,,0,,1
Prednisolone,NCT01020539,Allogeneic Stem Cell Transplantation Followed By Targeted Immune Therapy In Average Risk Leukemia,COMPLETED,PHASE1,Acute Myelogenous Leukemia; Myelodysplastic Syndrome; Juvenile Myelomonocytic Leukemia,2009-11-23 00:00:00+00:00,32794,Myelodysplastic Syndrome,Myelodysplastic Syndromes,@DISEASE_Myelodysplastic_Syndromes,token_set_exact,True,,0,2,0
Prednisolone,NCT01020539,Allogeneic Stem Cell Transplantation Followed By Targeted Immune Therapy In Average Risk Leukemia,COMPLETED,PHASE1,Acute Myelogenous Leukemia; Myelodysplastic Syndrome; Juvenile Myelomonocytic Leukemia,2009-11-23 00:00:00+00:00,32794,Juvenile Myelomonocytic Leukemia,Leukemia Myelomonocytic Juvenile,@DISEASE_Leukemia_Myelomonocytic_Juvenile,token_set_exact,True,,0,,1
Prednisolone,NCT01238536,"Lumbar Epidural Steroid Injections for Spinal Stenosis Multicenter Randomized, Controlled Trial (LESS Trial)",COMPLETED,PHASE4,Spinal Stenosis; Low Back Pain,2010-11-08 00:00:00+00:00,32795,Spinal Stenosis,Spinal Stenosis,@DISEASE_Spinal_Stenosis,exact,True,,0,,1
Prednisolone,NCT01238536,"Lumbar Epidural Steroid Injections for Spinal Stenosis Multicenter Randomized, Controlled Trial (LESS Trial)",COMPLETED,PHASE4,Spinal Stenosis; Low Back Pain,2010-11-08 00:00:00+00:00,32795,Low Back Pain,Low Back Pain,@DISEASE_Low_Back_Pain,exact,True,,0,,1
Prednisolone,NCT01211665,Corticosteroids for Immune Reconstitution Inflammatory Syndrome (IRIS),TERMINATED,PHASE4,"Immune Reconstitution Inflammatory Syndrome; Leukoencephalopathy, Progressive Multifocal",2010-07-29 00:00:00+00:00,32797,Immune Reconstitution Inflammatory Syndrome,Immune Reconstitution Inflammatory Syndrome,@DISEASE_Immune_Reconstitution_Inflammatory_Syndrome,exact,True,,0,1,0
Prednisolone,NCT01211665,Corticosteroids for Immune Reconstitution Inflammatory Syndrome (IRIS),TERMINATED,PHASE4,"Immune Reconstitution Inflammatory Syndrome; Leukoencephalopathy, Progressive Multifocal",2010-07-29 00:00:00+00:00,32797,"Leukoencephalopathy, Progressive Multifocal",Leukoencephalopathy Progressive Multifocal,@DISEASE_Leukoencephalopathy_Progressive_Multifocal,exact,True,,0,,1
Prednisolone,NCT05947669,Efficacy and Safety of Infliximab for Immune Checkpoint Inhibitor Induced Colitis,RECRUITING,PHASE3,Colitis,2023-06-14 00:00:00+00:00,32798,Colitis,Colitis,@DISEASE_Colitis,exact,True,,0,,10
Prednisolone,NCT04227483,Deflazacort Vs. Prednisolone in Acute-stage ABPA,ACTIVE_NOT_RECRUITING,PHASE2; PHASE3,Allergic Bronchopulmonary Aspergillosis,2020-01-10 00:00:00+00:00,32800,Allergic Bronchopulmonary Aspergillosis,Aspergillosis Allergic Bronchopulmonary,@DISEASE_Aspergillosis_Allergic_Bronchopulmonary,token_set_exact,True,,0,,2
Prednisolone,NCT02517619,Safety and Efficacy of Iontophoretic Dexamethasone Phosphate Ophthalmic Solution in Non-Infectious Anterior Uveitis,COMPLETED,PHASE3,Anterior Uveitis,2015-08-05 00:00:00+00:00,32801,Anterior Uveitis,Uveitis Anterior,@DISEASE_Uveitis_Anterior,token_set_exact,True,,0,,1
Prednisolone,NCT03762265,A Study of PRN1008 in Patients With Pemphigus,TERMINATED,PHASE3,Pemphigus,2018-11-29 00:00:00+00:00,32802,Pemphigus,Pemphigus,@DISEASE_Pemphigus,exact,True,,0,,4
Prednisolone,NCT00195273,Study Evaluating Sirolimus in Kidney Transplant Recipients,COMPLETED,PHASE3,Graft vs Host Disease; Kidney Transplantation,2005-09-12 00:00:00+00:00,32804,Graft vs Host Disease,Graft vs Host Disease,@DISEASE_Graft_vs_Host_Disease,exact,True,,0,,2
Prednisolone,NCT00176904,Stem Cell Transplant for Inborn Errors of Metabolism,COMPLETED,PHASE2; PHASE3,Adrenoleukodystrophy; Metachromatic Leukodystrophy; Globoid Cell Leukodystrophy; Gaucher's Disease; Fucosidosis; Wolman Disease; Niemann-Pick Disease; Batten Disease; GM1 Gangliosidosis; Tay Sachs Disease; Sandhoff Disease,2005-09-12 00:00:00+00:00,32808,Adrenoleukodystrophy,Adrenoleukodystrophy,@DISEASE_Adrenoleukodystrophy,exact,True,,0,,3
