drug,nct_id,title,status,phase,disease,first_submit,_row_id,disease_raw,disease_resolved_label,disease_resolved_id,resolve_status,accept_auto,reject_reason,extra_tokens,total_candidates_available,n_candidates_returned
Insulin Glargine,NCT01211730,Study of Glycemic Control on Liver Transplantation Outcomes,COMPLETED,PHASE4,Evidence of Liver Transplantation; Hyperglycemia; Rejection,2010-09-28 00:00:00+00:00,7900,Hyperglycemia,Hyperglycemia,@DISEASE_Hyperglycemia,exact,True,,0,,1
Insulin Glargine,NCT04974528,Afrezza® INHALE-1 Study in Pediatrics,COMPLETED,PHASE3,"Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",2021-06-22 00:00:00+00:00,7901,"Diabetes Mellitus, Type 1",Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,exact,True,,0,,6
Insulin Glargine,NCT04974528,Afrezza® INHALE-1 Study in Pediatrics,COMPLETED,PHASE3,"Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",2021-06-22 00:00:00+00:00,7901,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT00184626,Comparison of Insulin Glargine Versus Biphasic Insulin Aspart 30/70 or Biphasic Insulin Aspart 30/70 in Combination With Metformin in Subjects With Type 2 Diabetes.,COMPLETED,PHASE4,"Diabetes; Diabetes Mellitus, Type 2",2005-09-12 00:00:00+00:00,7903,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT05545800,Efficacy and Safety Of Different Regimens In Patients With Type 2 Diabetes Receiving Intensive Insulin Therapy,UNKNOWN,PHASE3,Type 2 Diabetes Mellitus,2022-09-15 00:00:00+00:00,7905,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT01683266,Comparison of a New Formulation of Insulin Glargine With Lantus in Patients With Type 1 Diabetes Mellitus,COMPLETED,PHASE3,Type 1 Diabetes Mellitus,2012-09-07 00:00:00+00:00,7907,Type 1 Diabetes Mellitus,Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,token_set_exact,True,,0,,5
Insulin Glargine,NCT00046501,Compare Blood Sugar Level Between Lantus in the Morning and Other Insulins in Type 1 Diabetes Adolescents,COMPLETED,PHASE3,Diabetes Mellitus,2002-09-30 00:00:00+00:00,7908,Diabetes Mellitus,Diabetes Mellitus,@DISEASE_Diabetes_Mellitus,exact,True,,0,5,0
Insulin Glargine,NCT00240253,A Study Evaluating the Efficacy and Safety of Adding Symlin® to Lantus® (Insulin Glargine) in Subjects With Type 2 Diabetes,COMPLETED,PHASE4,Type 2 Diabetes Mellitus,2005-10-14 00:00:00+00:00,7909,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT03180281,Therapies on Newly Diagnosed Type 2 Diabetes Patients With High Glucose Toxicity Which Protect Islet β Cell,UNKNOWN,,Type 2 Diabetes Mellitus,2017-03-20 00:00:00+00:00,7910,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT01497574,Within-subject Variability of Insulin Detemir in Children and Adolescents With Type 1 Diabetes,COMPLETED,PHASE1,"Diabetes; Diabetes Mellitus, Type 1",2011-12-20 00:00:00+00:00,7912,"Diabetes Mellitus, Type 1",Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,exact,True,,0,,6
Insulin Glargine,NCT00391027,A Clinical Trial Comparing the Efficacy and Safety of Exubera® and Lantus®,COMPLETED,PHASE4,"Diabetes Mellitus, Type 2",2006-10-19 00:00:00+00:00,7913,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT00642915,Insulin Glargine Benefits in Japanese Pts Outside of Japan (US or Brazil),COMPLETED,PHASE4,Diabetes Mellitus,2008-03-19 00:00:00+00:00,7914,Diabetes Mellitus,Diabetes Mellitus,@DISEASE_Diabetes_Mellitus,exact,True,,0,5,0
Insulin Glargine,NCT01271517,Basal Analog Study - Comparison of Lantus or Levemir With NPH Insulin From T1DM Diagnosis,UNKNOWN,PHASE4,Diabetes Mellitus Type 1,2011-01-05 00:00:00+00:00,7915,Diabetes Mellitus Type 1,Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,exact,True,,0,,6
Insulin Glargine,NCT01417897,Human Insulin Analogs: Evaluation of Inflammatory mRNA Expression of Macrophages and Endothelial Function of Short-acting Insulin - HERMES Pilot Study,UNKNOWN,PHASE4,Type 2 Diabetes Mellitus,2011-08-15 00:00:00+00:00,7916,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT02680457,Effect of Insulin Degludec Versus Insulin Glargine on Glycemic Variability in Patients With Type 2 Diabetes Mellitus,COMPLETED,PHASE4,Type 2 Diabetes Mellitus,2015-12-07 00:00:00+00:00,7917,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT00135057,Insulin Glulisine in Adult Subjects With Type 2 Diabetes Receiving Insulin Glargine as Basal Insulin,COMPLETED,PHASE3,"Diabetes Mellitus, Type 2",2005-08-23 00:00:00+00:00,7920,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT01819129,Efficacy and Safety of FIAsp Compared to Insulin Aspart in Combination With Insulin Glargine and Metformin in Adults With Type 2 Diabetes,COMPLETED,PHASE3,"Diabetes; Diabetes Mellitus, Type 2",2013-03-21 00:00:00+00:00,7921,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT04575181,A Clinical Study to Compare the Efficacy and Safety of a Novel Medicine (NNC0268-0965) With Insulin Glargine,COMPLETED,PHASE1,"Diabetes Mellitus, Type 2",2020-09-28 00:00:00+00:00,7923,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT01440439,Comparing Long-acting Insulins During Exercise in Type 1 Diabetes,UNKNOWN,PHASE4,"Diabetes Mellitus, Type 1",2011-09-20 00:00:00+00:00,7924,"Diabetes Mellitus, Type 1",Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,exact,True,,0,,6
Insulin Glargine,NCT01755156,"A Study to Evaluate the Safety, Tolerability, and Efficacy of the Addition of Omarigliptin (MK-3102) to Participants With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Metformin Therapy (MK-3102-024)",COMPLETED,PHASE3,Type 2 Diabetes Mellitus,2012-12-18 00:00:00+00:00,7925,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT03095651,Multiple Ascending Dose Study of MK-5160 in Participants With Type 1 and Type 2 Diabetes Mellitus (MK-5160-002),COMPLETED,PHASE1,Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,2017-03-27 00:00:00+00:00,7926,Type 1 Diabetes Mellitus,Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,token_set_exact,True,,0,,5
Insulin Glargine,NCT03095651,Multiple Ascending Dose Study of MK-5160 in Participants With Type 1 and Type 2 Diabetes Mellitus (MK-5160-002),COMPLETED,PHASE1,Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,2017-03-27 00:00:00+00:00,7926,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT02548494,Early Administration of Long-acting Insulin Treatment of Diabetic Ketoacidosis in Pediatric Type 1 Diabetes,TERMINATED,,"Diabetes Mellitus, Type 1; Diabetic Ketoacidosis",2015-09-09 00:00:00+00:00,7927,"Diabetes Mellitus, Type 1",Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,exact,True,,0,,6
Insulin Glargine,NCT02548494,Early Administration of Long-acting Insulin Treatment of Diabetic Ketoacidosis in Pediatric Type 1 Diabetes,TERMINATED,,"Diabetes Mellitus, Type 1; Diabetic Ketoacidosis",2015-09-09 00:00:00+00:00,7927,Diabetic Ketoacidosis,Diabetic Ketoacidosis,@DISEASE_Diabetic_Ketoacidosis,exact,True,,0,,1
Insulin Glargine,NCT03965013,A Study to Look at How Safe NNC0268-0965 is in Healthy People and People With Type 1 Diabetes,COMPLETED,PHASE1,"Diabetes Mellitus, Type 1; Healthy Volunteers",2019-05-23 00:00:00+00:00,7928,"Diabetes Mellitus, Type 1",Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,exact,True,,0,,6
Insulin Glargine,NCT02278913,Basal Bolus Versus Human Insulin in Hospitalized Patients With Diabetes in Paraguay,COMPLETED,PHASE4,Hyperglycemia; Diabetes,2014-10-24 00:00:00+00:00,7929,Hyperglycemia,Hyperglycemia,@DISEASE_Hyperglycemia,exact,True,,0,,1
Insulin Glargine,NCT00437112,Evaluate the Efficacy and Safety of Insulin Compared to Glargine in Patients With Type 2 Diabetes,COMPLETED,PHASE3,"Diabetes Mellitus, Type 2",2007-02-16 00:00:00+00:00,7930,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT02752412,Efficacy and Safety of LixiLan Versus Insulin Glargine Alone Both With Metformin in Japanese With Type 2 Diabetes Mellitus Inadequately Controlled on Basal Insulin and Oral Antidiabetic Drugs,COMPLETED,PHASE3,Type 2 Diabetes Mellitus,2016-04-20 00:00:00+00:00,7932,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT01240200,Satisfaction of Treatment Among Elderly Patients With Insulin Therapy,COMPLETED,PHASE4,Diabetes Mellitus,2010-11-09 00:00:00+00:00,7934,Diabetes Mellitus,Diabetes Mellitus,@DISEASE_Diabetes_Mellitus,exact,True,,0,5,0
Insulin Glargine,NCT00972283,Comparison of NN1250 With Insulin Glargine Plus Insulin Aspart With/Without Metformin and With/Without Pioglitazone in Type 2 Diabetes,COMPLETED,PHASE3,"Diabetes; Diabetes Mellitus, Type 2",2009-09-03 00:00:00+00:00,7935,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT01184014,Hospital Insulin Protocol Aims for Glucose Control in Corticosteroid-induced Hyperglycemia,COMPLETED,PHASE4,Hyperglycemia,2010-08-16 00:00:00+00:00,7937,Hyperglycemia,Hyperglycemia,@DISEASE_Hyperglycemia,exact,True,,0,,1
Insulin Glargine,NCT01680341,Comparison of the Efficacy and Safety of Two Different Dose Adjustment Regimens for Insulin Degludec/Insulin Aspart in Subjects With Type 2 Diabetes Mellitus Previously Treated With Insulin Glargine,COMPLETED,PHASE3,"Diabetes; Diabetes Mellitus, Type 2",2012-08-31 00:00:00+00:00,7938,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT02250794,Metformin and Sitagliptin Therapy for Adult Patients With Type 2 Diabetes Admitted to the General Medical Unit,WITHDRAWN,PHASE4,Type 2 Diabetes Mellitus,2014-09-18 00:00:00+00:00,7939,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT02294474,Comparison of SAR342434 to Humalog as the Rapid Acting Insulin in Adult Patients With Type 2 Diabetes Mellitus Also Using Insulin Glargine,COMPLETED,PHASE3,Type 2 Diabetes Mellitus,2014-11-14 00:00:00+00:00,7943,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT00565162,"Insulin Glargine, INITIATE Metabolic and Economic Outcomes of Lantus",COMPLETED,PHASE4,Diabetes Mellitus,2007-11-28 00:00:00+00:00,7946,Diabetes Mellitus,Diabetes Mellitus,@DISEASE_Diabetes_Mellitus,exact,True,,0,5,0
Insulin Glargine,NCT01868529,Comparison of Insulin Degludec With Insulin Glargine in Subjects With Type 1 Diabetes Mellitus,COMPLETED,PHASE1,"Diabetes; Diabetes Mellitus, Type 1",2013-05-30 00:00:00+00:00,7949,"Diabetes Mellitus, Type 1",Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,exact,True,,0,,6
Insulin Glargine,NCT00883558,Safety Study of Subcutaneously-Injected Prandial INSULIN-PH20 NP Compared to Insulin Lispro Injection in Participants With Type 1 Diabetes Mellitus,COMPLETED,PHASE2,"Diabetes Mellitus, Type 1",2009-04-15 00:00:00+00:00,7952,"Diabetes Mellitus, Type 1",Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,exact,True,,0,,6
Insulin Glargine,NCT00687453,Insulin Glargine Versus Twice-Daily NPH,TERMINATED,PHASE4,Type 2 Diabetes Mellitus,2008-05-27 00:00:00+00:00,7953,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT00545337,Glulisine + Lantus in Type I Patients,COMPLETED,PHASE3,"Diabetes Mellitus, Type 1",2007-10-15 00:00:00+00:00,7955,"Diabetes Mellitus, Type 1",Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,exact,True,,0,,6
Insulin Glargine,NCT04310280,Effects of Local Insulin on Varicose Ulcers for Wound Healing,COMPLETED,PHASE3,Chronic Venous Disease; Varicose Ulcer; Wound Healing; Insulin; Angiogenesis,2020-03-11 00:00:00+00:00,7956,Varicose Ulcer,Varicose Ulcer,@DISEASE_Varicose_Ulcer,exact,True,,0,,1
Insulin Glargine,NCT00656422,"Weight Gain, Eating Patterns, and Development of Body Composition During Initiation of Basal Insulin Therapy in Patients With Type 2 Diabetes: A Comparison of Insulin Detemir and Insulin Glargine",TERMINATED,PHASE3,Diabetes; Obesity,2008-04-04 00:00:00+00:00,7957,Obesity,Obesity,@DISEASE_Obesity,exact,True,,0,5,0
Insulin Glargine,NCT04034524,Cardiovascular Outcomes and HbA1c Among Patients With Type 2 Diabetes Newly Initiating GLP1RAs vs Basal Insulin,UNKNOWN,,"Diabetes Mellitus, Type 2",2019-07-24 00:00:00+00:00,7959,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT03819790,The Effect of Soliqua on Glucose Variability in Type 2 Patients Among South Asians,COMPLETED,PHASE4,"Diabetes Mellitus, Type 2",2018-09-24 00:00:00+00:00,7961,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT02501161,A 104 Week Clinical Trial Comparing Long Term Glycaemic Control of Insulin Degludec/Liraglutide (IDegLira) Versus Insulin Glargine Therapy in Subjects With Type 2 Diabetes Mellitus,COMPLETED,PHASE3,"Diabetes; Diabetes Mellitus, Type 2",2015-07-15 00:00:00+00:00,7962,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT01363609,Effects of Glucagon Like Peptide-1(GLP-1) and Liraglutide on Brain Satiety and Reward Circuits and Feeding Behavior in Diabetes,COMPLETED,,Obesity; Type 2 Diabetes,2011-05-26 00:00:00+00:00,7964,Obesity,Obesity,@DISEASE_Obesity,exact,True,,0,5,0
Insulin Glargine,NCT01278160,Comparison of Biphasic Insulin Aspart 30 Twice Daily With Two Different Initial Dosage Split Regimens in Subjects With Type 2 Diabetes: An Extension to Trial BIASP-3756,COMPLETED,PHASE4,"Diabetes; Diabetes Mellitus, Type 2",2011-01-14 00:00:00+00:00,7965,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT02059174,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of MK-1293 Compared With a Basal Insulin in Participants With Type 1 Diabetes (MK-1293-005)",COMPLETED,PHASE1,Type 1 Diabetes Mellitus,2014-02-07 00:00:00+00:00,7966,Type 1 Diabetes Mellitus,Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,token_set_exact,True,,0,,5
Insulin Glargine,NCT01594060,Basal Bolus vs. Sliding Scale for Treatment of Diabetic Patients in Medical Wards,COMPLETED,PHASE4,Diabetes Mellitus Type 2,2012-05-07 00:00:00+00:00,7967,Diabetes Mellitus Type 2,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,,4
Insulin Glargine,NCT04093284,Evaluation of Efficacy and Safety of Insulin Glargine Injected by Needle-free Jet Syringe,UNKNOWN,,"Diabetes Mellitus, Type 2",2019-09-16 00:00:00+00:00,7971,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT03829891,Study for Beinaglutide Versus Glargine Therapy in Glycemic Variability of Type 2 Diabetes Mellitus,COMPLETED,,Type 2 Diabetes Mellitus,2019-01-27 00:00:00+00:00,7972,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT04075513,Comparison of Glucose Values and Variability Between TOUJEO and TRESIBA During Continuous Glucose Monitoring in Type 1 Diabetes Patients,COMPLETED,PHASE4,Type 1 Diabetes Mellitus,2019-08-29 00:00:00+00:00,7978,Type 1 Diabetes Mellitus,Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,token_set_exact,True,,0,,5
Insulin Glargine,NCT04416269,Oral Anti Diabetic Agents in the Hospital,RECRUITING,PHASE4,Diabetes Mellitus,2020-06-02 00:00:00+00:00,7979,Diabetes Mellitus,Diabetes Mellitus,@DISEASE_Diabetes_Mellitus,exact,True,,0,5,0
Insulin Glargine,NCT02713477,Postprandial Glucodynamic Response to Insulin Glargine/Lixisenatide Fixed Ratio Combination in Japanese Patients With Type 2 Diabetes Mellitus,COMPLETED,PHASE1,Type 2 Diabetes Mellitus,2016-03-15 00:00:00+00:00,7980,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT01796366,"A Multiple Dose Trial Investigating the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of NNC0123-0000-0338 in Subjects With Type 2 Diabetes",COMPLETED,PHASE1,"Diabetes; Diabetes Mellitus, Type 2",2013-02-20 00:00:00+00:00,7982,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT00641056,Efficacy of Exenatide Once Weekly and Once-Daily Insulin Glargine in Patients With Type 2 Diabetes Treated With Metformin Alone or in Combination With Sulfonylurea (DURATION - 3),COMPLETED,PHASE3,Type 2 Diabetes Mellitus,2008-03-17 00:00:00+00:00,7983,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT03670641,Remission Through Early Monitored Insulin Therapy - Duration Month,COMPLETED,PHASE4,Type 2 Diabetes Mellitus,2018-09-06 00:00:00+00:00,7984,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT02027753,Efficacy and Safety of Insulin Glargine in Patients With Type 2 Diabetes With Inadequate Control on DPP-4 Inhibitor Therapy,COMPLETED,PHASE4,"Diabetes Mellitus, Type 2",2014-01-03 00:00:00+00:00,7985,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT00384215,Insulin Glargine [rDNA Origin] Injection vs Pioglitazone as add-on Therapy in Patients Failing Monotherapy With Sulfonylurea or Metformin,COMPLETED,PHASE4,"Diabetes Mellitus, Type 2",2006-10-04 00:00:00+00:00,7988,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT02099110,"Ertugliflozin and Sitagliptin Co-administration Factorial Study (VERTIS FACTORAL, MK-8835-005)",COMPLETED,PHASE3,Type 2 Diabetes Mellitus,2014-03-25 00:00:00+00:00,7989,Type 2 Diabetes Mellitus,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,token_set_exact,True,,0,4,0
Insulin Glargine,NCT00911625,Glargine Dosing in Hospitalized Patients With Type 2 Diabetes and Renal Insufficiency,COMPLETED,PHASE4,Type 2 Diabetes; Renal Insufficiency,2009-05-29 00:00:00+00:00,7990,Renal Insufficiency,Renal Insufficiency,@DISEASE_Renal_Insufficiency,exact,True,,0,,4
Insulin Glargine,NCT04880850,"A Research Study to Compare Two Types of Insulin, a New Weekly Insulin, Insulin Icodec and an Available Daily Insulin, Insulin Glargine, Both in Combination With Mealtime Insulin, in People With Type 2 Diabetes Who Use Daily Insulin and Mealtime Insulin (ONWARDS 4)",COMPLETED,PHASE3,"Diabetes Mellitus, Type 2",2021-05-06 00:00:00+00:00,7991,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT01493115,Single Dose Study With a New Insulin Glargine Formulation and Lantus® in Japanese Patients With Type 1 Diabetes Mellitus,COMPLETED,PHASE1,Type 1 Diabetes Mellitus,2011-11-29 00:00:00+00:00,7992,Type 1 Diabetes Mellitus,Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,token_set_exact,True,,0,,5
Insulin Glargine,NCT01002768,Comparison of Hypoglycaemic Response Between NN1250 and Insulin Glargine in Type 1 Diabetics,COMPLETED,PHASE1,"Diabetes; Diabetes Mellitus, Type 1",2009-10-26 00:00:00+00:00,7993,"Diabetes Mellitus, Type 1",Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,exact,True,,0,,6
Insulin Glargine,NCT00614055,"Comparison of Two NN5401 Formulations Versus Insulin Glargine, All in Combination With Metformin in Subjects With Type 2 Diabetes",COMPLETED,PHASE2,"Diabetes; Diabetes Mellitus, Type 2",2008-01-30 00:00:00+00:00,7994,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT00619697,Efficacy and Safety of Biphasic Insulin Aspart 30 in Combination With Metformin in Type 2 Diabetes,COMPLETED,PHASE4,"Diabetes; Diabetes Mellitus, Type 2",2008-02-11 00:00:00+00:00,7996,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT00666718,A Comparison Study of Basal Bolus Therapies Together With Lispro Insulin in Type 2 Diabetes Patients,COMPLETED,PHASE3,"Diabetes Mellitus, Type 2",2008-04-23 00:00:00+00:00,7997,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Insulin Glargine,NCT00943709,Intensive Glycemic Control on Infectious Morbidity In Patients With Acute Leukemia,WITHDRAWN,PHASE3,Hyperglycemia; Leukemia,2009-07-21 00:00:00+00:00,7998,Hyperglycemia,Hyperglycemia,@DISEASE_Hyperglycemia,exact,True,,0,,1
Insulin Glargine,NCT00943709,Intensive Glycemic Control on Infectious Morbidity In Patients With Acute Leukemia,WITHDRAWN,PHASE3,Hyperglycemia; Leukemia,2009-07-21 00:00:00+00:00,7998,Leukemia,Leukemia,@DISEASE_Leukemia,exact,True,,0,,10
Insulin Glargine,NCT04022993,Efficacy and Safety of Insulin RinGlar® Compared to Lantus® SoloStar® in Type 1 Diabetes Mellitus Patients,COMPLETED,PHASE3,"Diabetes Mellitus, Type 1; Diabetes Mellitus",2019-07-05 00:00:00+00:00,7999,"Diabetes Mellitus, Type 1",Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,exact,True,,0,,6
Insulin Glargine,NCT04022993,Efficacy and Safety of Insulin RinGlar® Compared to Lantus® SoloStar® in Type 1 Diabetes Mellitus Patients,COMPLETED,PHASE3,"Diabetes Mellitus, Type 1; Diabetes Mellitus",2019-07-05 00:00:00+00:00,7999,Diabetes Mellitus,Diabetes Mellitus,@DISEASE_Diabetes_Mellitus,exact,True,,0,5,0
Insulin Glargine,NCT03723772,A Research Study of How Different Doses of a New Medicine NNC0148-0287 C (Insulin 287) Work on the Blood Sugar in People With Type 1 Diabetes When it is Taken Once a Week,COMPLETED,PHASE1,"Diabetes Mellitus, Type 1",2018-10-26 00:00:00+00:00,8000,"Diabetes Mellitus, Type 1",Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,exact,True,,0,,6
Insulin Glargine,NCT00000620,Action to Control Cardiovascular Risk in Diabetes (ACCORD),COMPLETED,PHASE3,"Atherosclerosis; Cardiovascular Diseases; Hypercholesterolemia; Hypertension; Diabetes Mellitus, Type 2; Diabetes Mellitus; Coronary Disease",1999-10-27 00:00:00+00:00,8001,Cardiovascular Diseases,Cardiovascular Diseases,@DISEASE_Cardiovascular_Diseases,exact,True,,0,1,0
Insulin Glargine,NCT00000620,Action to Control Cardiovascular Risk in Diabetes (ACCORD),COMPLETED,PHASE3,"Atherosclerosis; Cardiovascular Diseases; Hypercholesterolemia; Hypertension; Diabetes Mellitus, Type 2; Diabetes Mellitus; Coronary Disease",1999-10-27 00:00:00+00:00,8001,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Insulin Glargine,NCT00000620,Action to Control Cardiovascular Risk in Diabetes (ACCORD),COMPLETED,PHASE3,"Atherosclerosis; Cardiovascular Diseases; Hypercholesterolemia; Hypertension; Diabetes Mellitus, Type 2; Diabetes Mellitus; Coronary Disease",1999-10-27 00:00:00+00:00,8001,Hypertension,Hypertension,@DISEASE_Hypertension,exact,True,,0,5,0
Insulin Glargine,NCT00000620,Action to Control Cardiovascular Risk in Diabetes (ACCORD),COMPLETED,PHASE3,"Atherosclerosis; Cardiovascular Diseases; Hypercholesterolemia; Hypertension; Diabetes Mellitus, Type 2; Diabetes Mellitus; Coronary Disease",1999-10-27 00:00:00+00:00,8001,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
