"drug","disease","pmid","positive","pub_year","pub_types"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","38992490",TRUE,"2024","Journal Article; Randomized Controlled Trial; Multicenter Study"
"Fluticasone","Chronic Disease","38244014",TRUE,"2024","Journal Article; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","37549393",TRUE,"2023","Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","36725331",TRUE,"2023","Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","36561129",TRUE,"2022","Clinical Trial; Journal Article"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","36470149",TRUE,"2022","Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","36072608",TRUE,"2022","Journal Article; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","35970518",TRUE,"2022","Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't"
"Fluticasone","Respiratory Tract Infections","35942814",TRUE,"2022","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Chronic Disease","35437059",TRUE,"2025","Journal Article; Randomized Controlled Trial"
"Fluticasone","Deglutition Disorders","35181572",TRUE,"2022","Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't"
"Fluticasone","Chronic Disease","34753535",TRUE,"2022","Journal Article; Randomized Controlled Trial"
"Fluticasone","Deglutition Disorders","34674209",TRUE,"2022","Journal Article; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","33447025",TRUE,"2021","Journal Article; Multicenter Study; Randomized Controlled Trial"
"Fluticasone","Chronic Disease","32970395",TRUE,"2021","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","32584168",TRUE,"2020","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Substance Withdrawal Syndrome","32584168",TRUE,"2020","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","32436683",TRUE,"2020","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Disease Progression","32321518",TRUE,"2020","Clinical Trial; Journal Article"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","32321518",TRUE,"2020","Clinical Trial; Journal Article"
"Fluticasone","Disease Progression","32108044",TRUE,"2020","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","32108044",TRUE,"2020","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Disease Progression","31190781",TRUE,"2019","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","31190781",TRUE,"2019","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","31096036",TRUE,"2019","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Chronic Disease","30987428",TRUE,"2019","Comparative Study; Journal Article; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","30786914",TRUE,"2019","Comparative Study; Journal Article; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","30718952",TRUE,"2019","Journal Article; Multicenter Study; Randomized Controlled Trial"
"Fluticasone","Disease Progression","30621717",TRUE,"2019","Comparative Study; Journal Article; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","30621717",TRUE,"2019","Comparative Study; Journal Article; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","30584293",TRUE,"2018","Clinical Trial, Phase II; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","30545350",TRUE,"2018","Journal Article; Multicenter Study; Randomized Controlled Trial"
"Fluticasone","Chronic Disease","30477309",TRUE,"2019","Journal Article; Multicenter Study; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","30300557",TRUE,"2019","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","30290801",TRUE,"2018","Journal Article; Randomized Controlled Trial"
"Fluticasone","Disease Progression","30147307",TRUE,"2018","Journal Article; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","30147307",TRUE,"2018","Journal Article; Randomized Controlled Trial"
"Fluticasone","Chronic Disease","30136707",TRUE,"2019","Journal Article; Randomized Controlled Trial"
"Fluticasone","Disease Progression","30086696",TRUE,"2018","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","30086696",TRUE,"2018","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","30074294",TRUE,"2018","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Disease Progression","30019939",TRUE,"2019","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","30019939",TRUE,"2019","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Chronic Disease","29928924",TRUE,"2019","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Disease Progression","29925383",TRUE,"2018","Clinical Trial, Phase III; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","29925383",TRUE,"2018","Clinical Trial, Phase III; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","29779416",TRUE,"2018","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Disease Progression","29692607",TRUE,"2018","Clinical Trial, Phase III; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","29692607",TRUE,"2018","Clinical Trial, Phase III; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","29474893",TRUE,"2018","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Fluticasone","Pulmonary Disease, Chronic Obstructive","29313286",TRUE,"2018","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","41058943",TRUE,"2025","Journal Article; Randomized Controlled Trial; Clinical Trial, Phase I; Multicenter Study"
"Meloxicam","Pain, Postoperative","40711999",TRUE,"2025","Journal Article; Randomized Controlled Trial; Comparative Study"
"Meloxicam","Pain Measurement","40711999",TRUE,"2025","Journal Article; Randomized Controlled Trial; Comparative Study"
"Meloxicam","Cattle Diseases","39788198",TRUE,"2025","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","39660482",TRUE,"2024","Journal Article; Clinical Trial, Phase III; Randomized Controlled Trial; Multicenter Study"
"Meloxicam","Pain Measurement","39660482",TRUE,"2024","Journal Article; Clinical Trial, Phase III; Randomized Controlled Trial; Multicenter Study"
"Meloxicam","Pain Measurement","39397127",TRUE,"2024","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","39397127",TRUE,"2024","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","37646897",TRUE,"2023","Randomized Controlled Trial; Multicenter Study; Journal Article"
"Meloxicam","Diabetes Mellitus, Type 1","36575993",TRUE,"2023","Randomized Controlled Trial; Clinical Trial, Phase I; Journal Article; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain","36421046",TRUE,"2023","Randomized Controlled Trial; Journal Article"
"Meloxicam","Pain, Postoperative","35688442",TRUE,"2023","Randomized Controlled Trial; Journal Article"
"Meloxicam","Opioid-Related Disorders","35688442",TRUE,"2023","Randomized Controlled Trial; Journal Article"
"Meloxicam","Pain","35399845",TRUE,"2022","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Management","34477120",TRUE,"2021","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","34477120",TRUE,"2021","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Management","33502533",TRUE,"2021","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","33502533",TRUE,"2021","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","33502533",TRUE,"2021","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Low Back Pain","33453192",TRUE,"2021","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","33453192",TRUE,"2021","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","33291975",TRUE,"2021","Clinical Trial, Phase III; Journal Article"
"Meloxicam","Pain, Postoperative","33291975",TRUE,"2021","Clinical Trial, Phase III; Journal Article"
"Meloxicam","Pain, Postoperative","33094682",TRUE,"2021","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","32702101",TRUE,"2020","Comparative Study; Equivalence Trial; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, U.S. Gov't, Non-P.H.S."
"Meloxicam","Pain","32506275",TRUE,"2020","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Management","32506275",TRUE,"2020","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","32506275",TRUE,"2020","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","32506275",TRUE,"2020","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","32112999",TRUE,"2020","Comparative Study; Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","31732867",TRUE,"2020","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Management","31577705",TRUE,"2019","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","31577705",TRUE,"2019","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","31577705",TRUE,"2019","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Management","31429023",TRUE,"2019","Clinical Trial, Phase III; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","31429023",TRUE,"2019","Clinical Trial, Phase III; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","31429023",TRUE,"2019","Clinical Trial, Phase III; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","31254137",TRUE,"2019","Comparative Study; Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","31254137",TRUE,"2019","Comparative Study; Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Management","31094806",TRUE,"2019","Clinical Trial, Phase II; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","31094806",TRUE,"2019","Clinical Trial, Phase II; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","31094806",TRUE,"2019","Clinical Trial, Phase II; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Management","30786162",TRUE,"2019","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","30786162",TRUE,"2019","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","30786162",TRUE,"2019","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","30233159",TRUE,"2018","Journal Article; Multicenter Study; Randomized Controlled Trial"
"Meloxicam","Pain","30073471",TRUE,"2018","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","30073471",TRUE,"2018","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain","29619605",TRUE,"2018","Journal Article; Randomized Controlled Trial"
"Meloxicam","Sleep Wake Disorders","29619605",TRUE,"2018","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","29554032",TRUE,"2018","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","29554032",TRUE,"2018","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Low Back Pain","29405668",TRUE,"2018","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","29329493",TRUE,"2018","Clinical Trial, Phase II; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","29329493",TRUE,"2018","Clinical Trial, Phase II; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Dog Diseases","29291772",TRUE,"2017","Journal Article; Randomized Controlled Trial"
"Meloxicam","Acute Pain","29037798",TRUE,"2017","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain","28840750",TRUE,"2018","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","28840750",TRUE,"2018","Journal Article; Randomized Controlled Trial"
"Meloxicam","Bird Diseases","28644089",TRUE,"2017","Journal Article; Randomized Controlled Trial"
"Meloxicam","Non-alcoholic Fatty Liver Disease","28644089",TRUE,"2017","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","28139564",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Management","27933616",TRUE,"2017","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","27933616",TRUE,"2017","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain","27146422",TRUE,"2016","Comparative Study; Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","27387351",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Acute Pain","27196485",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Chronic Pain","27196485",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","27196485",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","27196485",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Chronic Disease","27189282",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Cat Diseases","26913836",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain","26874363",TRUE,"2016","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","26860018",TRUE,"2015","Comparative Study; Journal Article; Randomized Controlled Trial"
"Meloxicam","Disease-Free Survival","26846471",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Cat Diseases","26672127",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain","26672127",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","26672127",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","26615509",TRUE,"2016","Comparative Study; Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain","26503347",TRUE,"2015","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","26503347",TRUE,"2015","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain","26467790",TRUE,"2015","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","26467790",TRUE,"2015","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Perception","26467790",TRUE,"2015","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","26467541",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","26467541",TRUE,"2016","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain","26440192",TRUE,"2015","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","26440192",TRUE,"2015","Journal Article; Randomized Controlled Trial"
"Meloxicam","Cat Diseases","26162101",TRUE,"2015","Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't"
"Meloxicam","Joint Diseases","26162101",TRUE,"2015","Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","26026350",TRUE,"2015","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain","26020306",TRUE,"2015","Clinical Trial; Journal Article; Research Support, U.S. Gov't, Non-P.H.S."
"Meloxicam","Swine Diseases","26020306",TRUE,"2015","Clinical Trial; Journal Article; Research Support, U.S. Gov't, Non-P.H.S."
"Meloxicam","Horse Diseases","25976845",TRUE,"2015","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","25976845",TRUE,"2015","Journal Article; Randomized Controlled Trial"
"Meloxicam","Cat Diseases","25880535",TRUE,"2015","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","25880535",TRUE,"2015","Journal Article; Randomized Controlled Trial"
"Meloxicam","Bird Diseases","25867660",TRUE,"2015","Clinical Trial; Journal Article"
"Meloxicam","Acute Pain","26978413",TRUE,"2015","Journal Article; Randomized Controlled Trial"
"Meloxicam","Back Pain","26978413",TRUE,"2015","Journal Article; Randomized Controlled Trial"
"Meloxicam","Cardiovascular Diseases","26978413",TRUE,"2015","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","25485880",TRUE,"2015","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","25485880",TRUE,"2015","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain","25371291",TRUE,"2015","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain","25256843",TRUE,"2014","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Dog Diseases","24859353",TRUE,"2014","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Cattle Diseases","24664558",TRUE,"2014","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S."
"Meloxicam","Cat Diseases","24512390",TRUE,"2014","Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","24512390",TRUE,"2014","Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't"
"Meloxicam","Acute Disease","24504804",TRUE,"2014","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Alphavirus Infections","24504804",TRUE,"2014","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Disease Management","24504804",TRUE,"2014","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Musculoskeletal Pain","24504804",TRUE,"2014","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","24504804",TRUE,"2014","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Horse Diseases","24372991",TRUE,"2014","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Cat Diseases","24146058",TRUE,"2014","Journal Article; Randomized Controlled Trial"
"Meloxicam","Poultry Diseases","24129110",TRUE,"2013","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","24041216",TRUE,"2013","Comparative Study; Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","23958012",TRUE,"2013","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","23918578",TRUE,"2013","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","23910901",TRUE,"2013","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","23910901",TRUE,"2013","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","23837712",TRUE,"2013","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","23837712",TRUE,"2013","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Dog Diseases","23810742",TRUE,"2013","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","23810742",TRUE,"2013","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain","23638669",TRUE,"2013","Journal Article; Multicenter Study; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","23638669",TRUE,"2013","Journal Article; Multicenter Study; Randomized Controlled Trial"
"Meloxicam","Pain","23582417",TRUE,"2013","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Management","23582417",TRUE,"2013","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Cattle Diseases","23567050",TRUE,"2013","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain","23567050",TRUE,"2013","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Dog Diseases","23550740",TRUE,"2013","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Cattle Diseases","23473342",TRUE,"2013","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain Measurement","23473342",TRUE,"2013","Journal Article; Randomized Controlled Trial"
"Meloxicam","Pain, Postoperative","23473342",TRUE,"2013","Journal Article; Randomized Controlled Trial"
"Meloxicam","Cat Diseases","23416029",TRUE,"2013","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Chronic Pain","23416029",TRUE,"2013","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain Measurement","23416029",TRUE,"2013","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Meloxicam","Pain, Postoperative","23388116",TRUE,"2013","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
"Apixaban",NA,NA,FALSE,NA,NA
"Furosemide","Acute Disease","40845614",TRUE,"2025","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial"
"Furosemide","Heart Failure","40845614",TRUE,"2025","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial"
"Furosemide","Stroke Volume","40845614",TRUE,"2025","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial"
"Furosemide","Chronic Disease","40660874",TRUE,"2025","Journal Article; Randomized Controlled Trial"
"Furosemide","Heart Failure","40660874",TRUE,"2025","Journal Article; Randomized Controlled Trial"
"Furosemide","Heart Failure","40590131",TRUE,"2025","Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial"
"Furosemide","Heart Failure","40569196",TRUE,"2025","Journal Article; Randomized Controlled Trial"
"Furosemide","Acute Disease","40569196",TRUE,"2025","Journal Article; Randomized Controlled Trial"
"Furosemide","Stroke Volume","40569196",TRUE,"2025","Journal Article; Randomized Controlled Trial"
"Furosemide","Heart Failure","40360952",TRUE,"2025","Journal Article; Randomized Controlled Trial; Clinical Trial, Phase II; Clinical Trial, Phase III"
"Furosemide","Heart Failure","40152188",TRUE,"2025","Journal Article; Randomized Controlled Trial; Multicenter Study"
"Furosemide","Disease Progression","40152188",TRUE,"2025","Journal Article; Randomized Controlled Trial; Multicenter Study"
"Furosemide","Heart Failure","40109465",TRUE,"2025","Journal Article; Randomized Controlled Trial; English Abstract"
"Furosemide","Chronic Disease","40109465",TRUE,"2025","Journal Article; Randomized Controlled Trial; English Abstract"
"Furosemide","Heart Failure","39933832",TRUE,"2025","Journal Article; Randomized Controlled Trial; Multicenter Study"
"Furosemide","Disease Progression","39933832",TRUE,"2025","Journal Article; Randomized Controlled Trial; Multicenter Study"
"Furosemide","Heart Failure","39643096",TRUE,"2025","Journal Article; Randomized Controlled Trial; Multicenter Study"
"Furosemide","Heart Failure","39620306",TRUE,"2025","Journal Article; Randomized Controlled Trial"
"Furosemide","Stroke Volume","39620306",TRUE,"2025","Journal Article; Randomized Controlled Trial"
"Furosemide","Heart Failure","39558518",TRUE,"2024","Journal Article; Randomized Controlled Trial; Comparative Study; Multicenter Study"
"Furosemide","Acute Disease","39558518",TRUE,"2024","Journal Article; Randomized Controlled Trial; Comparative Study; Multicenter Study"
"Furosemide","Heart Failure","39363809",TRUE,"2025","Journal Article; Multicenter Study; Pragmatic Clinical Trial"
"Furosemide","Stroke Volume","39363809",TRUE,"2025","Journal Article; Multicenter Study; Pragmatic Clinical Trial"
"Furosemide","Heart Failure","39269392",TRUE,"2024","Journal Article; Randomized Controlled Trial"
"Furosemide","Disease Progression","39269392",TRUE,"2024","Journal Article; Randomized Controlled Trial"
"Furosemide","Heart Failure","39239801",TRUE,"2025","Journal Article; Randomized Controlled Trial"
"Furosemide","Acute Disease","39239801",TRUE,"2025","Journal Article; Randomized Controlled Trial"
"Furosemide","Heart Failure","39211951",TRUE,"2024","Journal Article; Randomized Controlled Trial; Multicenter Study"
"Furosemide","Acute Disease","39211951",TRUE,"2024","Journal Article; Randomized Controlled Trial; Multicenter Study"
"Furosemide","Stroke Volume","39211951",TRUE,"2024","Journal Article; Randomized Controlled Trial; Multicenter Study"
"Furosemide","Heart Failure","39056478",TRUE,"2024","Journal Article; Randomized Controlled Trial; Multicenter Study"
"Furosemide","Heart Failure","38934966",TRUE,"2024","Journal Article; Randomized Controlled Trial; Multicenter Study"
"Furosemide","Stroke Volume","38934966",TRUE,"2024","Journal Article; Randomized Controlled Trial; Multicenter Study"
"Furosemide","Heart Failure","38864970",TRUE,"2025","Journal Article; Comparative Study; Randomized Controlled Trial"
