drug,nct_id,title,status,phase,disease,first_submit
Budesonide; Formoterol,NCT01070888,Trial on the Effect of Budesonide/Formoterol and Inhaled Budesonide Alone on Exercise-Induced Asthma,TERMINATED,PHASE4,Asthma Exercise-Induced,2010-02-17 00:00:00+00:00
Budesonide; Formoterol,NCT05831566,Expertise Asthma COPD Program with Digital Support,RECRUITING,PHASE3,Asthma,2022-12-20 00:00:00+00:00
Budesonide; Formoterol,NCT01167010,"A Non-inferiority, Comparative Study Between Foraseq®, Eurofarma´s Formoterol/Budesonide and Alenia® in Asthma",COMPLETED,PHASE3,Asthma,2010-07-20 00:00:00+00:00
Budesonide; Formoterol,NCT00206167,A Comparison of Symbicort® pMDI 2 x 160/4.5 μg Bid and 2 x 80/4.5 μg Bid With Formoterol Turbuhaler® 2 x 4.5 μg Bid and Placebo in Patients With COPD,COMPLETED,PHASE3,Pulmonary Disease Chronic Obstructive,2005-09-13 00:00:00+00:00
Budesonide; Formoterol,NCT00449527,A Two-week Study Assessing the Onset of Effect Questionnaire (OEQ) Administered Daily Versus Weekly in Adult Subjects,COMPLETED,PHASE3,Asthma,2007-03-16 00:00:00+00:00
Budesonide; Formoterol,NCT00419757,"An Efficacy Study Comparing SYMBICORT® Pressurised Metered Dose Inhaler (pMDI) With Budesonide Hydrofluoroalkanes (HFA) pMDI, in Hispanic Subjects With ICS Dependent Asthma",COMPLETED,PHASE3,Asthma,2007-01-05 00:00:00+00:00
Budesonide; Formoterol,NCT00379028,Airway Clearance Study,COMPLETED,PHASE4,Pulmonary Disease Chronic Obstructive,2006-09-20 00:00:00+00:00
Budesonide; Formoterol,NCT02725242,Efficacy of Once-daily Budesonide/Formoterol Turbuhaler 4.5/160 µg in Step Down Asthma,COMPLETED,PHASE3,Asthma,2016-01-20 00:00:00+00:00
Budesonide; Formoterol,NCT01070784,A Safety and Efficacy Study of Symbicort Turbuhaler Compared With Standard Chronic Obstructive Pulmonary Disease (COPD) Treatment in Japan,COMPLETED,PHASE3,Pulmonary Disease Chronic Obstructive,2010-02-11 00:00:00+00:00
Budesonide; Formoterol,NCT04159519,A Study to Assess the Reduction of Daily Maintenance ICS/LABA Treatment Towards Anti-Inflammatory Reliever Treatment in Patients With Severe Eosinophilic Asthma Treated With Benralizumab,COMPLETED,PHASE4,Asthma,2019-10-22 00:00:00+00:00
Budesonide; Formoterol,NCT02790047,Effect of Home-base Exercise With Conical-PEP Device on Physical Performance and Quality of Life in COPD,UNKNOWN,,Pulmonary Disease Chronic Obstructive,2016-02-02 00:00:00+00:00
Budesonide; Formoterol,NCT01136655,A Study in Asthmatic Children (6 to <12 Yrs) Comparing Single Doses of Formoterol and Foradil® Evaluating Efficacy,COMPLETED,PHASE2,Asthma,2010-06-01 00:00:00+00:00
Budesonide; Formoterol,NCT00235911,Symbicort Single Inhaler Therapy for Asthma in a General Practice Setting,COMPLETED,PHASE3,Asthma,2005-10-07 00:00:00+00:00
Budesonide; Formoterol,NCT00646594,Atlantis Symbicort,COMPLETED,PHASE3,Asthma,2008-03-26 00:00:00+00:00
Budesonide; Formoterol,NCT00573222,Non-interventional Surveillance of Effectiveness of Symbicort® Maintenance And Reliever Therapy (Symbicort® SMART) in the Treatment of Moderate and Severe Asthma,COMPLETED,,Asthma,2007-12-13 00:00:00+00:00
Budesonide; Formoterol,NCT06744374,A Comparative Effectiveness Study of Mortality Outcomes and Related Cardiopulmonary Events Among a Cohort of Chronic Obstructive Pulmonary Disease (COPD) Patients Who Initiate Breztri and Multiple Inhaler Triple Therapy (MITT) in the United States (US),COMPLETED,,Pulmonary Disease Chronic Obstructive,2024-12-17 00:00:00+00:00
Budesonide; Formoterol,NCT02546297,Comparisons of Inhaled LAMA or LAMA+LABA or ICS+LABA for COPD With Bronchiectasis,UNKNOWN,PHASE4,Bronchiectasis,2015-07-22 00:00:00+00:00
Budesonide; Formoterol,NCT00964535,Bioequivalence Study of Budesonide/Formoterol Easyhaler and Symbicort Turbohaler in Asthmatics,COMPLETED,PHASE1; PHASE2,Asthma,2009-08-24 00:00:00+00:00
Budesonide; Formoterol,NCT03551197,Change of Lung Function After Exercise in Patients With Chronic Obstructive Pulmonary Disease,UNKNOWN,PHASE4,Pulmonary Disease Chronic Obstructive,2018-05-09 00:00:00+00:00
Budesonide; Formoterol,NCT00252824,STYLE - Symbicort Single Inhaler Therapy vs Conventional Therapy in Treatment of Persistent Asthma,COMPLETED,PHASE3,Asthma,2005-11-10 00:00:00+00:00
Budesonide; Formoterol,NCT01857479,A Randomized Controlled Trial of Inhaled Amphotericin B for Maintaining Remission in Allergic Bronchopulmonary Aspergillosis,COMPLETED,PHASE2; PHASE3,Aspergillosis Allergic Bronchopulmonary,2013-05-13 00:00:00+00:00
Budesonide; Formoterol,NCT04663386,Switch of Budesonide-formoterol Dry Powder Inhalers at Pharmacy in Norway,TERMINATED,,Asthma,2020-12-04 00:00:00+00:00
Budesonide; Formoterol,NCT02257372,A Study to Evaluate the Effect of Umeclidinium (UMEC) as Combination Therapy in Subjects With Chronic Obstructive Pulmonary Disease (COPD),COMPLETED,PHASE4,Pulmonary Disease Chronic Obstructive,2014-10-02 00:00:00+00:00
Budesonide; Formoterol,NCT04191434,Efficacy and Safety of Flamboyant 125/12 Association in the Treatment of Adults With Moderate Asthma,UNKNOWN,PHASE3,Asthma,2019-12-05 00:00:00+00:00
Budesonide; Formoterol,NCT04208581,Yiqi Huoxue Huatan Granule for Reducing Mortality in COPD With Chronic Respiratory Failure,UNKNOWN,PHASE3,Pulmonary Disease Chronic Obstructive,2019-12-20 00:00:00+00:00
Budesonide; Formoterol,NCT01560689,Inhaled BUDESONIDE/FORMOTEROL in Bronchiolitis Obliterans Following Stem Cell Transplantation,COMPLETED,PHASE2,Bronchiolitis Obliterans,2012-03-20 00:00:00+00:00
Budesonide; Formoterol,NCT01290874,Blacks and Exacerbations on Long Acting Beta Agonists (LABA) vs. Tiotropium (BELT),COMPLETED,PHASE3,Asthma,2010-12-28 00:00:00+00:00
Budesonide; Formoterol,NCT00479739,CONCEPT: A 1-Year Comparison Of A Stable Dose Of SERETIDE® Inhaler With An Adjustable Maintenance Dose Of SYMBICORT® Inhaler. SERETIDE® Inhaler is a Trademark of GSK Group of Companies. SYMBICORT® Inhaler is a Trademark of Astra Zeneca.,COMPLETED,PHASE4,Asthma,2007-05-25 00:00:00+00:00
Budesonide; Formoterol,NCT00702325,Phase4/Symbicort® Versus Pulmicort Flexhaler® in African Americans,COMPLETED,PHASE4,Asthma,2008-06-19 00:00:00+00:00
Budesonide; Formoterol,NCT06429475,Anti-Inflammatory Reliever South Africa,ENROLLING_BY_INVITATION,PHASE3,Asthma,2024-04-08 00:00:00+00:00
Budesonide; Formoterol,NCT01329276,Assess Particle Deposition and Acute Effects of Symbicort® Forte Turbohaler®) in COPD Patients.,COMPLETED,PHASE4,Pulmonary Disease Chronic Obstructive,2011-03-30 00:00:00+00:00
Budesonide; Formoterol,NCT00706446,The Effects of Different Long-acting Bronchodilator Medications on Asthma Patients With Different Genetic Variations,TERMINATED,,Asthma,2008-06-25 00:00:00+00:00
Budesonide; Formoterol,NCT01803555,Efficacy and Safety Evaluation of Budesonide/Formoterol SPIROMAX® Inhalation Powder Versus SYMBICORT® TURBOHALER®,COMPLETED,PHASE3,Asthma,2013-02-28 00:00:00+00:00
Budesonide; Formoterol,NCT00239278,Budesonide / Formoterol in Treatment of Exacerbations of COPD,COMPLETED,PHASE2,Pulmonary Disease Chronic Obstructive,2005-10-13 00:00:00+00:00
Budesonide; Formoterol,NCT00326053,Prevention of Asthma Relapse After Discharge From Emergency,COMPLETED,PHASE3,Asthma,2006-05-12 00:00:00+00:00
Budesonide; Formoterol,NCT00532922,A 3-Month Non-Interventional Study of Asthmatics Treatment With Symbicort® Turbuhaler®,COMPLETED,,Asthma,2007-09-20 00:00:00+00:00
Budesonide; Formoterol,NCT01854047,An Evaluation of Dupilumab in Patients With Moderate to Severe Uncontrolled Asthma,COMPLETED,PHASE2,Asthma,2013-05-10 00:00:00+00:00
Budesonide; Formoterol,NCT00242411,MONO: Symbicort® Single Inhaler Therapy and Conventional Best Standard Treatment for the Treatment of Persistent Asthma in Adolescents and Adults,COMPLETED,PHASE4,Asthma,2005-10-18 00:00:00+00:00
Budesonide; Formoterol,NCT00837629,Evaluation of Symbicort® Turbuhaler® (Budesonide/Formoterol) in Chronic Obstructive Pulmonary Disease (COPD),COMPLETED,,Pulmonary Disease Chronic Obstructive,2009-02-04 00:00:00+00:00
Budesonide; Formoterol,NCT03662711,Inhaled Long-acting Bronchodilators With or Without Inhaled Glucocorticosteroids for Preventing Hospitalizations and Death in Elderly Patients With Chronic Obstructive Pulmonary Disease,TERMINATED,PHASE4,Pulmonary Disease Chronic Obstructive,2018-08-28 00:00:00+00:00
Budesonide; Formoterol,NCT04675463,The Effects of Inhaled Budesonide-formoterol-glycopyrronium in Moderate-to-severe COPD,UNKNOWN,,Pulmonary Disease Chronic Obstructive,2020-11-27 00:00:00+00:00
Budesonide; Formoterol,NCT04203472,Optimal Type of Inhaler in Cough Variant- or Cough Predominant Asthma,COMPLETED,,Asthma,2019-09-02 00:00:00+00:00
Budesonide; Formoterol,NCT00652392,Efficacy of Symbicort pMDI Administered Once Daily in Adolescents and Adults During 12 Weeks - STEM,COMPLETED,PHASE3,Asthma,2008-04-01 00:00:00+00:00
Budesonide; Formoterol,NCT00837967,Study to Investigate the Safety and Efficacy of High Dose of Symbicort® SMART in Japanese Patients,COMPLETED,PHASE3,Asthma,2009-02-05 00:00:00+00:00
Budesonide; Formoterol,NCT00463866,Local Phase 4 Pan-European SMART Study,COMPLETED,PHASE4,Asthma,2007-04-19 00:00:00+00:00
Budesonide; Formoterol,NCT04536402,Evaluate the Safety Profile of BGF MDI in Chinese Patients With COPD in Routine Clinical Practice,COMPLETED,,Pulmonary Disease Chronic Obstructive,2020-08-28 00:00:00+00:00
Budesonide; Formoterol,NCT04892732,Replication of the D58 Asthma Trial in Healthcare Claims Data,COMPLETED,,Asthma,2021-05-14 00:00:00+00:00
Budesonide; Formoterol,NCT00259766,SHARE - Symbicort and Health Economics in a Real Life Evaluation,COMPLETED,PHASE3,Asthma,2005-11-25 00:00:00+00:00
Budesonide; Formoterol,NCT00651547,Symbicort in Asthmatic Children - SEEDLING,COMPLETED,PHASE3,Asthma,2008-04-01 00:00:00+00:00
Budesonide; Formoterol,NCT00319306,Real Life Effectiveness in Asthma of Symbicort Single Inhaler Therapy,COMPLETED,PHASE3,Asthma,2006-04-27 00:00:00+00:00
Budesonide; Formoterol,NCT03033758,Evaluation of the Effectiveness and Quality of Life With the Administration of the Fixed Combination of Budesonide Formoterol in Greek Patients With Asthma During Routine Clinical Practice.,COMPLETED,,Asthma,2017-01-13 00:00:00+00:00
Budesonide; Formoterol,NCT02570425,Comparing Maintenance of Device Mastery With Turbohaler© vs. Spiromax© in Healthcare Professionals naïve to Both Devices,COMPLETED,,Asthma,2015-08-07 00:00:00+00:00
Budesonide; Formoterol,NCT03055793,Quality of Life Assessment in Greek asthmatIc Patients Treated With the Fixed Dose Combination of Budesonide / Formoterol in Clinical Practice,COMPLETED,,Asthma,2017-02-14 00:00:00+00:00
Budesonide; Formoterol,NCT01404013,Effects of Leukotriene Modulator Montelukast on Cough Variant Asthma,UNKNOWN,PHASE4,Asthma,2011-07-26 00:00:00+00:00
Budesonide; Formoterol,NCT03924635,"An Exploratory Study to Characterise Changes in Airway Inflammation, Symptoms, Lung Function and Reliever Use in Adult Asthma Patients",COMPLETED,PHASE4,Asthma,2019-01-31 00:00:00+00:00
Budesonide; Formoterol,NCT03691961,Corticosteroids/β2-agonists in Hair in Asthmatic Patients (CorticHair),UNKNOWN,,Asthma,2018-09-28 00:00:00+00:00
Budesonide; Formoterol,NCT02233803,"A Non-inferiority Study to Evaluate Efficacy, Safety and Tolerability of NEUMOTEROL® 400 and SYMBICORT® Forte in Adults With Asthma",COMPLETED,PHASE4,Asthma,2014-09-04 00:00:00+00:00
Budesonide; Formoterol,NCT00728715,Efficacy of Budesonide-Formoterol in Bronchiectasis,COMPLETED,,Bronchiectasis,2008-07-31 00:00:00+00:00
Budesonide; Formoterol,NCT00290264,SALTO - Symbicort Single Inhaler Therapy Use in Adolescent Adults and Adults With Persistent Asthma,COMPLETED,PHASE3,Asthma,2006-02-09 00:00:00+00:00
Budesonide; Formoterol,NCT01218399,Use of Symbicort or Pulmicort to Treat Viral-mediated Asthma Exacerbations,COMPLETED,,Asthma,2010-10-07 00:00:00+00:00
Budesonide; Formoterol,NCT00646620,Symbicort Onset of Action 1,COMPLETED,PHASE3,Asthma,2008-03-26 00:00:00+00:00
Budesonide; Formoterol,NCT00652002,Efficacy of Symbicort Versus Its Monocomponents - SPRUCE 160/4.5,COMPLETED,PHASE3,Asthma,2008-04-01 00:00:00+00:00
Budesonide; Formoterol,NCT03788395,The Use of an Innovative Device for Therapeutic Adherence in Pediatric Asthma,COMPLETED,PHASE4,Asthma,2018-12-21 00:00:00+00:00
Budesonide; Formoterol,NCT00784953,Real Life Effectiveness in Patients With Not Optimally Controlled Asthma,COMPLETED,,Asthma,2008-11-03 00:00:00+00:00
Budesonide; Formoterol,NCT00524641,"Asthma Control-A ""Patient Follow up Programme"" Maintenance and Reliever Therapy in a Single Inhaler",COMPLETED,,Asthma,2007-08-30 00:00:00+00:00
Budesonide; Formoterol,NCT01839851,Hair Cortisol in Asthma or Allergic Rhinitis Treated With Topical Corticosteroids,UNKNOWN,,Asthma; Rhinitis Allergic,2013-04-22 00:00:00+00:00
Budesonide; Formoterol,NCT01668121,Pharmacokinetic Study on Budesonide/Formoterol Device-metered Dry Powder Inhalers,COMPLETED,PHASE1,Asthma,2012-08-15 00:00:00+00:00
Budesonide; Formoterol,NCT00839800,Study to Investigate the Efficacy of Symbicort® SMART.,COMPLETED,PHASE3,Asthma,2009-02-04 00:00:00+00:00
Budesonide; Formoterol,NCT00691951,Effects of Budesonide & Budesonide/Formoterol on Smoking Asthmatic Subjects,COMPLETED,PHASE3,Asthma,2008-06-04 00:00:00+00:00
Budesonide; Formoterol,NCT01117116,Sub-Sensitivity to Long-Acting Bronchodilators (LABA),COMPLETED,,Asthma,2010-05-03 00:00:00+00:00
Budesonide; Formoterol,NCT05596721,Azithromycin Treatment for Non-eosinophilic Chest Tightness Variant Asthma,UNKNOWN,PHASE4,Asthma,2022-10-25 00:00:00+00:00
Budesonide; Formoterol,NCT00939341,Study to Investigate Real Life Effectiveness of Symbicort Maintenance and Reliever Therapy in Asthma Patients Across Asia,COMPLETED,PHASE4,Asthma,2009-07-13 00:00:00+00:00
Budesonide; Formoterol,NCT00628758,A Comparison of Symbicort® Single Inhaler Therapy and Conventional Best Practice for the Treatment of Persistent Asthma,COMPLETED,PHASE3,Asthma,2008-01-10 00:00:00+00:00
Budesonide; Formoterol,NCT07052942,Individualizing Treatment for Asthma in Primary Care (Full Study),RECRUITING,PHASE4,Asthma,2025-06-30 00:00:00+00:00
Budesonide; Formoterol,NCT04191447,Efficacy and Safety of Flamboyant 200/12 Association in the Treatment of Adults With Severe Asthma,UNKNOWN,PHASE3,Asthma,2019-12-05 00:00:00+00:00
Budesonide; Formoterol,NCT01444430,A 6 Month Safety Study Comparing Symbicort With Inhaled Corticosteroid Only in Asthmatic Adults and Adolescents,COMPLETED,PHASE3,Asthma,2011-09-23 00:00:00+00:00
Budesonide; Formoterol,NCT00490243,Effect of Different Anti-Asthmatic Treatments on Lung Function and on Exercise-Induced Bronchoconstriction in Children With Asthma,COMPLETED,PHASE4,Asthma,2007-06-21 00:00:00+00:00
Budesonide; Formoterol,NCT00252785,Efficacy & Safety of Symbicort® TURBUHALER® 160/4.5 µg Twice Daily & Pulmicort® TURBUHALER® 200 µg Twice Daily + Theolong® Tablet 200 mg Twice Daily in Japanese Asthmatic Patients,COMPLETED,PHASE3,Asthma,2005-11-11 00:00:00+00:00
Budesonide; Formoterol,NCT00419952,A Comparison of SYMBICORT® pMDI With Budesonide HFA pMDI in African American Subjects With Asthma.,COMPLETED,PHASE3,Asthma,2007-01-05 00:00:00+00:00
Budesonide; Formoterol,NCT02345161,A Comparison Study Between the Fixed Dose Triple Combination of Fluticasone Furoate/ Umeclidinium/ Vilanterol Trifenatate (FF/UMEC/VI) With Budesonide/Formoterol in Subjects With Chronic Obstructive Pulmonary Disease (COPD),COMPLETED,PHASE3,Pulmonary Disease Chronic Obstructive,2015-01-19 00:00:00+00:00
Budesonide; Formoterol,NCT00812357,Symbicort Usage in Asthma Treatment and Impact of a New Therapeutic Strategy on Compliance and Asthma Control in France,COMPLETED,,Asthma,2008-12-19 00:00:00+00:00
Budesonide; Formoterol,NCT01141465,Real-world Effectiveness of Combination Therapy in Asthma,COMPLETED,,Asthma,2010-06-09 00:00:00+00:00
Budesonide; Formoterol,NCT04494321,A Bioequivalence Pivotal Study of SYN010 HFA Inhaler and Symbicort® 160/4.5 in Healthy Volunteers Without Charcoal Block,COMPLETED,PHASE1,Asthma,2020-07-28 00:00:00+00:00
Budesonide; Formoterol,NCT00489853,Evaluation of Efficacy on Exercise Tolerance of Symbicort (Budesonide/Formoterol) Compared to Placebo and Oxis in Patients With Severe COPD,COMPLETED,PHASE4,Pulmonary Disease Chronic Obstructive,2007-06-19 00:00:00+00:00
Budesonide; Formoterol,NCT01327001,Utilization of Fixed Combination (Budesonide/Formoterol and Salmeterol/Fluticasone and Beclomethasone/Formoterol) in Treatment of Asthma Patients,COMPLETED,,Asthma,2011-03-28 00:00:00+00:00
Budesonide; Formoterol,NCT02062463,Study to Evaluate the Mastery of Inhaler Technique for Budesonide Formoterol (BF) SPIROMAX® as Compared to SYMBICORT® TURBOHALER® as Treatment for Adult Participants With Asthma,COMPLETED,PHASE3,Asthma,2014-02-12 00:00:00+00:00
Budesonide; Formoterol,NCT01253473,Symbicort in Airway Predominant Chronic Obstructive Pulmonary Disease (COPD),COMPLETED,PHASE4,Pulmonary Disease Chronic Obstructive,2010-11-16 00:00:00+00:00
Budesonide; Formoterol,NCT00997477,Correct Use of Sequential Formoterol and Budesonide Inhaler Capsule Treatment Via Aerolizer and Patient Satisfaction in Asthmatics,WITHDRAWN,PHASE4,Asthma,2009-10-16 00:00:00+00:00
Budesonide; Formoterol,NCT00569712,Studying Genes in Blood and Lung Fluid Samples From Patients With Chronic Obstructive Pulmonary Disease With or Without a Previous Diagnosis of Lung Cancer or With Asthma Treated With Budesonide and Formoterol,COMPLETED,PHASE1,Precancerous Conditions,2007-12-06 00:00:00+00:00
Budesonide; Formoterol,NCT01647646,Real Life Effectiveness in Patients With Not Optimally Controlled Asthma,COMPLETED,PHASE4,Asthma,2012-07-19 00:00:00+00:00
Budesonide; Formoterol,NCT00646009,Symbicort Onset of Action 2,COMPLETED,PHASE3,Asthma,2008-03-26 00:00:00+00:00
Budesonide; Formoterol,NCT06844175,Early Screening of Young COPD and Pre-COPD,NOT_YET_RECRUITING,,Pulmonary Disease Chronic Obstructive,2025-02-19 00:00:00+00:00
Budesonide; Formoterol,NCT02573233,Evaluation of Dupilumab's Effects on Airway Inflammation in Patients With Asthma,COMPLETED,PHASE2,Asthma,2015-10-08 00:00:00+00:00
Budesonide; Formoterol,NCT02850484,A Bioequivalence Pivotal Study of SYN010 HFA Inhaler and Symbicort® 160/4.5 in Healthy Volunteers With Charcoal Block,COMPLETED,PHASE1,Asthma,2016-07-25 00:00:00+00:00
Budesonide; Formoterol,NCT05569421,"A Study to Assess the Total Systemic Exposure Bioequivalence of of Budesonide, Glycopyrronium, and Formoterol Delivered by BGF MDI With Next-Generation Propellant Compared With BGF MDI With HFA Propellant",COMPLETED,PHASE1,Pulmonary Disease Chronic Obstructive,2022-10-04 00:00:00+00:00
Budesonide; Formoterol,NCT00255255,"Safety & Efficacy of Symbicort® Turbuhaler® (1, 2, and 4 x 160/4.5 µg Twice Daily) in Japanese Patients With Asthma",COMPLETED,PHASE3,Asthma,2005-11-17 00:00:00+00:00
Budesonide; Formoterol,NCT01627158,Pharmacokinetic Study Comparing Budesonide/Formoterol Easyhaler and Symbicort Turbuhaler Forte,COMPLETED,PHASE1,Asthma,2012-06-21 00:00:00+00:00
Budesonide; Formoterol,NCT03073057,Pharmacokinetic Study to Compare Absorption of Budesonide/Formoterol Easyhaler and Symbicort Turbuhaler,COMPLETED,PHASE1,Asthma,2016-02-15 00:00:00+00:00
Budesonide; Formoterol,NCT00651651,Efficacy of Symbicort Versus Its Monocomponents - SPRUCE 80/4.5,COMPLETED,PHASE3,Asthma,2008-04-01 00:00:00+00:00
Budesonide; Formoterol,NCT01423305,Phase I Pharmacokinetic Study (BF-BLOCK),COMPLETED,PHASE1,Asthma,2011-08-23 00:00:00+00:00
Budesonide; Formoterol,NCT02757209,Comparative Study on Usability of Inhaler Devices in Adults With Asthma or COPD,COMPLETED,,Asthma,2016-04-04 00:00:00+00:00
Budesonide; Formoterol,NCT02091986,"A 12-Week Study in Asthmatic Children Ages 6 to <12 Years, Investigating the Efficacy and Safety of Symbicort pMDI 80/2.25 μg and Symbicort pMDI 80/4.5 μg, Compared With Budesonide pMDI 80 μg",COMPLETED,PHASE3,Asthma,2014-03-18 00:00:00+00:00
Budesonide; Formoterol,NCT03114969,Comparative Study of Error Rates Between ELLIPTA® Dry Powder Inhaler (DPI) and Other DPIs,COMPLETED,,Pulmonary Disease Chronic Obstructive,2017-04-11 00:00:00+00:00
Budesonide; Formoterol,NCT07073950,A Study to Investigate the Effect of Budesonide/Glycopyrronium/Formoterol Fumarate Metered Dose Inhaler (BGF MDI) Compared With Placebo MDI on Heart and Lung Function in Participants With Chronic Obstructive Pulmonary Disease (COPD),NOT_YET_RECRUITING,PHASE4,Pulmonary Disease Chronic Obstructive,2025-07-17 00:00:00+00:00
Budesonide; Formoterol,NCT04609878,Study to Assess PT010 in Adult and Adolescent Participants With Inadequately Controlled Asthma (KALOS),COMPLETED,PHASE3,Asthma,2020-10-26 00:00:00+00:00
Budesonide; Formoterol,NCT00421122,Efficacy and Safety Study of Symbicort Turbuhaler in Chinese Patients With COPD,COMPLETED,PHASE3,Pulmonary Disease Chronic Obstructive,2007-01-09 00:00:00+00:00
Budesonide; Formoterol,NCT05219630,Change in Symptom and Quality of Life in COPD by Budesonide/Glycopyrronium/Formoterol Fumarate Pressurized Metered Dose Inhaler (BGF pMDI),COMPLETED,,Pulmonary Disease Chronic Obstructive,2022-01-21 00:00:00+00:00
Budesonide; Formoterol,NCT03740373,"A Study to Assess the Pulmonary Distribution of Budesonide, Glycopyrronium and Formoterol Fumarate",COMPLETED,PHASE1,Pulmonary Disease Chronic Obstructive,2018-08-03 00:00:00+00:00
Budesonide; Formoterol,NCT01785901,The Asthma Control Rate Achieved by Budesonide/Formoterol in Clinical Practice in China,COMPLETED,,Asthma,2013-02-05 00:00:00+00:00
Budesonide; Formoterol,NCT04609904,Study to Assess PT010 in Adult and Adolescent Participants With Inadequately Controlled Asthma (LOGOS),COMPLETED,PHASE3,Asthma,2020-10-26 00:00:00+00:00
Budesonide; Formoterol,NCT01089322,Risk Factors Associated to Difficult-to-control Asthma,COMPLETED,PHASE4,Asthma,2010-02-22 00:00:00+00:00
Budesonide; Formoterol,NCT00449501,A Two-week Study Assessing the Onset of Effect Questionnaire Administered Pre-dose Versus Post-dose in Adult Subjects,COMPLETED,PHASE3,Asthma,2007-03-16 00:00:00+00:00
Budesonide; Formoterol,NCT01713075,Symbicort Turbuhaler 30/60 Special Clinical Experience Investigation for Long-term Use for Chronic Obstructive Pulmonary Disease (COPD) Patients,COMPLETED,,Pulmonary Disease Chronic Obstructive,2012-10-19 00:00:00+00:00
Budesonide; Formoterol,NCT05213611,REported Outcomes in COPD With Trixeo in Real worlD,COMPLETED,,Pulmonary Disease Chronic Obstructive,2021-12-22 00:00:00+00:00
Budesonide; Formoterol,NCT03081247,To Assess the Efficacy and Safety of PT010 Compared to PT009 in Subjects With Moderate to Very Severe Chronic Obstructive Pulmonary Disease,WITHDRAWN,PHASE3,Pulmonary Disease Chronic Obstructive,2017-03-06 00:00:00+00:00
Budesonide; Formoterol,NCT03075267,Pharmacokinetics and Safety Study of PT010 and PT003 in Healthy Chinese Adult Subjects,COMPLETED,PHASE1,Pulmonary Disease Chronic Obstructive,2017-03-06 00:00:00+00:00
Budesonide; Formoterol,NCT04215848,As-needed Budesonide/Formoterol Turbuhaler in Stepping Down Period,COMPLETED,PHASE3,Asthma,2019-12-20 00:00:00+00:00
Budesonide; Formoterol,NCT05202262,A 24-Week Efficacy and Safety Study to Assess Budesonide and Formoterol Fumarate Metered Dose Inhaler in Adult and Adolescent Participants With Inadequately Controlled Asthma (VATHOS),COMPLETED,PHASE3,Asthma,2022-01-10 00:00:00+00:00
Budesonide; Formoterol,NCT01186653,Effect on Adrenal Function of Budesonide Versus Fluticasone in Chronic Obstructive Pulmonary Disease (COPD),COMPLETED,PHASE4,Pulmonary Disease Chronic Obstructive,2010-08-20 00:00:00+00:00
Budesonide; Formoterol,NCT00989833,Comparing Symbicort® As-Needed or Bricanyl As-Needed or Pulmicort® Once Daily + Bricanyl As-Needed in Asthma Patients,COMPLETED,PHASE2,Asthma Exercise-Induced,2009-09-30 00:00:00+00:00
Budesonide; Formoterol,NCT02972476,Microbiome Use to Stratify Use of Inhaled Corticosteroids: MUSIC Trial,COMPLETED,PHASE4,Pulmonary Disease Chronic Obstructive,2016-10-18 00:00:00+00:00
Budesonide; Formoterol,NCT05477108,"Study to Assess the Lung Exposure Bioequivalence of Budesonide, Glycopyrronium, and Formoterol Delivered by BGF MDI With Next-Generation Propellant Compared With BGF MDI With HFA Propellant",COMPLETED,PHASE1,Pulmonary Disease Chronic Obstructive,2022-07-26 00:00:00+00:00
Budesonide; Formoterol,NCT06422676,"MultIceNtre Non-intERVentional Study for Efficacy,Safety Evaluation of BREZTRI in Pts With COPD in RussiA",COMPLETED,,Pulmonary Disease Chronic Obstructive,2024-02-29 00:00:00+00:00
Budesonide; Formoterol,NCT00884689,A 6 Months NIS to Evaluate the Use of Rescue Medication and Quality of Life in Adult Asthmatic Subjects Treated With Symbicort® SMART®,COMPLETED,,Asthma,2009-04-20 00:00:00+00:00
Budesonide; Formoterol,NCT01432080,"Steroids, Azithromycin, Montelukast, and Symbicort (SAMS) for Viral Respiratory Tract Infection Post Allotransplant",TERMINATED,PHASE2,Respiratory Tract Infections; Bronchiolitis Obliterans; Cryptogenic Organizing Pneumonia; Lung Diseases Interstitial,2011-09-08 00:00:00+00:00
Budesonide; Formoterol,NCT06272370,Individualizing Treatment for Asthma in Primary Care,COMPLETED,PHASE4,Asthma; Bronchial Diseases; Respiratory Tract Infections; Lung Diseases Obstructive; Lung Diseases; Respiratory Hypersensitivity; Immune System Diseases,2024-02-10 00:00:00+00:00
Budesonide; Formoterol,NCT07069829,Study of Clinical and Patient-reported Outcomes in Adults With Moderate to Severe COPD Treated With Breztri/Trixeo,NOT_YET_RECRUITING,,Pulmonary Disease Chronic Obstructive,2025-07-08 00:00:00+00:00
Budesonide; Formoterol,NCT01769898,The Role of Theophylline Plus Low-dose Formoterol-budesonide in Treatment of Bronchiectasis,COMPLETED,PHASE4,Bronchiectasis,2013-01-15 00:00:00+00:00
Budesonide; Formoterol,NCT01069289,Efficacy and Safety Study of Symbicort® Turbuhaler® Versus Oxis® Turbuhaler® in Chronic Obstructive Pulmonary Disease (COPD) Patients,COMPLETED,PHASE3,Pulmonary Disease Chronic Obstructive,2010-02-11 00:00:00+00:00
