drug,nct_id,title,status,phase,disease,first_submit
Duloxetine,NCT04388189,Leveraging EEG for Antidepressant Prediction With Duloxetine and Bupropion,WITHDRAWN,PHASE4,Depressive Disorder Major,2020-05-11 00:00:00+00:00
Duloxetine,NCT02208778,Imaging Pain Relief in Osteoarthritis,COMPLETED,PHASE4,Osteoarthritis; Chronic Pain,2014-08-04 00:00:00+00:00
Duloxetine,NCT02476136,Initial Severity and Antidepressant Efficacy for Anxiety Disorders: an Individual Patient Data Meta-analysis,UNKNOWN,,Anxiety Disorders; Panic Disorder; Obsessive-Compulsive Disorder; Stress Disorders Post-Traumatic,2015-06-03 00:00:00+00:00
Duloxetine,NCT06245109,Brain-Based and Clinical Phenotyping of Pain Pharmacotherapy in Knee Osteoarthritis,RECRUITING,PHASE4,Osteoarthritis Knee,2024-01-29 00:00:00+00:00
Duloxetine,NCT00387413,A Study Of GSK189254 And Duloxetine In The Electrical Hyperalgesia Model Of Healthy Volunteers,COMPLETED,PHASE1,Hyperalgesia,2006-10-11 00:00:00+00:00
Duloxetine,NCT00479726,Lilly's Emotional and Physical Symptoms of Depression Study (LEAPS),COMPLETED,PHASE4,Depressive Disorder Major,2007-05-25 00:00:00+00:00
Duloxetine,NCT00475358,Efficacy and Safety Stress Urinary Incontinence Study,COMPLETED,PHASE3,Urinary Incontinence Stress,2007-05-16 00:00:00+00:00
Duloxetine,NCT00437125,Study on the Tolerability of Duloxetine in Depressed Patients With Parkinson's Disease,COMPLETED,PHASE4,Depressive Disorder Major,2007-02-16 00:00:00+00:00
Duloxetine,NCT00414323,Evaluation of the Effects of Duloxetine on Norepinephrine,COMPLETED,PHASE1,Depressive Disorder Major,2006-12-15 00:00:00+00:00
Duloxetine,NCT00384033,Study Evaluating Desvenlafaxine Succinate Sustained Release (DVS SR) In The Treatment Of Major Depressive Disorder,COMPLETED,PHASE3,Depressive Disorder Major,2006-10-02 00:00:00+00:00
Duloxetine,NCT05086393,Duloxetine RCT on Postop TKA Outcomes,COMPLETED,PHASE4,Pain Postoperative,2019-09-10 00:00:00+00:00
Duloxetine,NCT04395001,Pain Response Evaluation of a Combined Intervention to Cope Effectively,COMPLETED,PHASE4,Chronic Pain,2020-05-15 00:00:00+00:00
Duloxetine,NCT01470339,Improvement the Anti-migraine Treatment Efficacy by Tailoring the Drug to Individual's Pain Modulation Profile,COMPLETED,,Pain,2011-11-09 00:00:00+00:00
Duloxetine,NCT06423716,Effect of peRiopErative duLoxetIne Administration on Opioid Consumption Following Total kneE Arthroplasty (RELIFE),RECRUITING,PHASE4,Osteoarthritis Knee,2024-05-16 00:00:00+00:00
Duloxetine,NCT02367404,Prospective RCT on Post Prostatectomy Urine Leak,UNKNOWN,PHASE3,Urinary Incontinence,2015-02-13 00:00:00+00:00
Duloxetine,NCT03315533,Altering The Transition From Acute to Chronic Pain (ATTAC-Pain),COMPLETED,PHASE2,Musculoskeletal Pain,2017-09-25 00:00:00+00:00
Duloxetine,NCT00561509,"Multi-Country Observational Study to Collect the Frequency of Sexual Dysfunction With Antidepressant Treatment, Either With SSRIs or Duals at 8 Weeks and 6 Months",COMPLETED,,Depressive Disorder Major,2007-11-19 00:00:00+00:00
Duloxetine,NCT04532684,Comparison of the Efficacy of Duloxetine and Pregabalin in Patients With Knee Osteoarthritis With Mix Type Pain,COMPLETED,PHASE4,Osteoarthritis Knee,2020-08-23 00:00:00+00:00
Duloxetine,NCT01078870,Trial for Antidepressant Treatment for Negative Symptom of Schizophrenia With NRG1 Risk Genotype,UNKNOWN,PHASE4,Schizophrenia,2010-02-28 00:00:00+00:00
Duloxetine,NCT00190619,Efficacy and Safety of Duloxetine,COMPLETED,PHASE3,Urinary Incontinence Stress,2005-09-12 00:00:00+00:00
Duloxetine,NCT01360866,Safety and Tolerability of Oral OPC-34712 as Adjunctive Therapy in Adults With Major Depressive Disorder (the Orion Trial),COMPLETED,PHASE3,Depressive Disorder; Depressive Disorder Major; Mood Disorders; Mental Disorders,2011-05-24 00:00:00+00:00
Duloxetine,NCT00985504,A Study of Patients With Major Depressive Disorder and Residual Apathy,COMPLETED,PHASE4,Depressive Disorder Major,2009-09-25 00:00:00+00:00
Duloxetine,NCT02655354,A Policy Relevant US Trauma Care System Pragmatic Trial for PTSD and Comorbidity,COMPLETED,,Alcohol-Related Disorders; Substance-Related Disorders; Pain; Wounds and Injuries; Brain Injuries; Chronic Disease,2015-07-27 00:00:00+00:00
Duloxetine,NCT00599911,Dose-finding Study With Lu AA24530 in Major Depressive Disorder,COMPLETED,PHASE2,Depressive Disorder Major,2007-12-28 00:00:00+00:00
Duloxetine,NCT00233025,Duloxetine Versus Placebo in the Treatment of FMS,COMPLETED,PHASE3,Fibromyalgia,2005-10-03 00:00:00+00:00
Duloxetine,NCT04748276,Tracking Response to Antidepressants in Advance of Investigational Trials,UNKNOWN,,Depressive Disorder Major,2021-02-07 00:00:00+00:00
Duloxetine,NCT01404871,Predicting Medication Response in Obsessive Compulsive Disorder,COMPLETED,,Obsessive-Compulsive Disorder,2009-02-06 00:00:00+00:00
Duloxetine,NCT00224302,Treatment of MDEs During the Course of Psychotic Disorders With Duloxetine,COMPLETED,PHASE4,Psychotic Disorders,2005-09-15 00:00:00+00:00
Duloxetine,NCT04639011,Duloxetine Tibial Plateau,WITHDRAWN,PHASE4,Tibial Plateau Fractures; Pain Postoperative,2020-11-16 00:00:00+00:00
Duloxetine,NCT00185575,Duloxetine for the Treatment of Dysthymia,COMPLETED,,Depressive Disorder,2005-09-09 00:00:00+00:00
Duloxetine,NCT00375973,Double Blind Trial of Duloxetine in Chronic Fatigue Syndrome,COMPLETED,PHASE2; PHASE3,Fatigue Syndrome Chronic,2006-09-12 00:00:00+00:00
Duloxetine,NCT00191204,Open Label Phase III Duloxetine Study for Stress Urinary Incontinence,COMPLETED,PHASE3,Urinary Incontinence Stress,2005-09-12 00:00:00+00:00
Duloxetine,NCT00933439,Assessment of Cognitive Functioning Before and After Treatment With Duloxetine,COMPLETED,,Depressive Disorder Major,2009-07-02 00:00:00+00:00
Duloxetine,NCT03207828,Testing Interventions for Patients With Fibromyalgia and Depression,UNKNOWN,,Fibromyalgia,2017-06-27 00:00:00+00:00
Duloxetine,NCT03090152,Minimal Opioid Use After Total Hip Replacement (THR),COMPLETED,PHASE4,Osteoarthritis Hip,2017-03-13 00:00:00+00:00
Duloxetine,NCT03468348,Duloxetine for Acute Post-mastectomy Pain,COMPLETED,,Acute Pain,2018-03-11 00:00:00+00:00
Duloxetine,NCT04347577,Intestinal Flora and Major Depressive Disorders,UNKNOWN,,Depressive Disorder Major,2020-04-11 00:00:00+00:00
Duloxetine,NCT02020122,Pain Prevention and Treatment Through the Enhancement of the Anti-nociceptive Component of Pain Modulation Profiles,COMPLETED,,Pain,2013-12-18 00:00:00+00:00
Duloxetine,NCT00742573,Incorporating Patient Treatment Choice to Improve Treatment Retention in Depressed Hispanics,COMPLETED,PHASE2,Depressive Disorder Major,2008-08-25 00:00:00+00:00
Duloxetine,NCT04316702,Hyperbaric Oxygen Therapy Compared to Pharmaceutical in Fibromyalgia With Emotional Trauma,COMPLETED,,Fibromyalgia,2020-03-03 00:00:00+00:00
Duloxetine,NCT00617045,Duloxetine for the Treatment of Postpartum Depression,WITHDRAWN,,Depression Postpartum; Depressive Disorder Major,2008-02-04 00:00:00+00:00
Duloxetine,NCT00191594,Open-Label Duloxetine Extension Phase in Patients Who Have Completed Previous Duloxetine Trials,COMPLETED,PHASE3,Depressive Disorder Major,2005-09-12 00:00:00+00:00
Duloxetine,NCT02320240,Serotonin-norepinephrine Reuptake Inhibitors and Acute Kidney Injury,COMPLETED,,Acute Kidney Injury,2014-12-16 00:00:00+00:00
Duloxetine,NCT00042575,"Dose Escalation, Double-Blind Treatment With Duloxetine Hydrochloride Once Daily Dosing for Evaluation of Safety in Major Depression",COMPLETED,PHASE3,Depressive Disorder Major,2002-07-31 00:00:00+00:00
Duloxetine,NCT01051466,A Study of the Neurobiology of Depression,COMPLETED,PHASE4,Depressive Disorder Major,2010-01-15 00:00:00+00:00
Duloxetine,NCT00489411,Duloxetine in Treating Peripheral Neuropathy Caused by Chemotherapy in Patients With Cancer,COMPLETED,PHASE3,Pain,2007-06-20 00:00:00+00:00
Duloxetine,NCT01796132,Antidepressants During Pregnancy and Lactation: Pharmacokinetics and Clinical Implications,UNKNOWN,PHASE4,Depressive Disorder,2013-02-04 00:00:00+00:00
Duloxetine,NCT01619566,Cymbalta for Fibromyalgia Pain - Predictive Value of Small Fiber Changed,WITHDRAWN,PHASE4,Fibromyalgia,2012-06-12 00:00:00+00:00
Duloxetine,NCT00190814,Effectiveness and Safety of Duloxetine in Women Experiencing Urinary Leakage Due to Physical Stress and Urge.,COMPLETED,PHASE3,Urinary Incontinence Stress,2005-09-12 00:00:00+00:00
Duloxetine,NCT00672620,Efficacy and Safety of Vortioxetine (Lu AA21004) in the Treatment of Patients With Major Depressive Disorder,COMPLETED,PHASE3,Depressive Disorder Major,2008-05-02 00:00:00+00:00
Duloxetine,NCT00388414,Imaging Study of Chronic Low Back Pain in Patients Taking Pain Medication,COMPLETED,,Low Back Pain,2006-10-12 00:00:00+00:00
Duloxetine,NCT04224584,A Mechanism Based Proof of Concept Study of the Effects of Duloxetine in the Treatment of Patients With Osteoarthritic Knee Pain,COMPLETED,PHASE2,Osteoarthritis Knee,2020-01-06 00:00:00+00:00
Duloxetine,NCT00517985,Duloxetine for Perimenopausal Depression,COMPLETED,PHASE4,Depressive Disorder Major,2007-03-09 00:00:00+00:00
Duloxetine,NCT06301061,Focal Microvibration and Chronic Lumbosacral Radicular Pain,NOT_YET_RECRUITING,,Chronic Pain,2024-02-15 00:00:00+00:00
Duloxetine,NCT01268631,Mechanism-based Choice of Therapy: Can Treatments Success in Fibromyalgia Patients be Coupled to Psychophysical Pain Modulation Profile?,UNKNOWN,,Fibromyalgia,2010-12-29 00:00:00+00:00
Duloxetine,NCT03271151,Effect of Duloxetine on Opioid Use After Total Knee Arthroplasty,COMPLETED,PHASE4,Acute Pain; Chronic Pain,2017-08-29 00:00:00+00:00
Duloxetine,NCT00507936,Safety and Efficacy Study in Subjects With Diabetic Neuropathic Pain,COMPLETED,PHASE2,Diabetic Neuropathies,2007-07-25 00:00:00+00:00
Duloxetine,NCT01436175,SPD489 Adult Major Depressive Disorder (MDD) Open-label Safety and Tolerability Rollover Extension Study,TERMINATED,PHASE3,Depressive Disorder Major,2011-09-15 00:00:00+00:00
Duloxetine,NCT00125892,A Study of Duloxetine in the Treatment of Fibromyalgia,COMPLETED,PHASE3,Fibromyalgia,2005-07-29 00:00:00+00:00
Ibuprofen,NCT06015165,Outcomes for Anesthesiologist-Led Care of Analgesic Protocol in Anorectal Surgery,RECRUITING,,Pain Postoperative,2023-08-17 00:00:00+00:00
