drug,nct_id,title,status,phase,disease,first_submit,_row_id,disease_raw,disease_resolved_label,disease_resolved_id,match_tier,tie_top_score,extra_tokens,missing_tokens,n_candidates_returned,shared_tokens_best,flag_too_specific,accept_any_candidate,accept_min_overlap
Atorvastatin,NCT05796973,Measuring Oncological Value of Exercise and Statin,RECRUITING,PHASE3,Prostate Cancer; Breast Cancer; Kidney Cancer; Ovarian Cancer; Metastatic Breast Cancer; Metastatic Kidney Cancer; Metastatic Renal Cell Carcinoma; Metastatic Renal Cancer; Metastatic Prostate Cancer; Metastatic Prostate Adenocarcinoma; Metastatic Ovarian Cancer; Metastatic Ovary Cancer,2023-02-13 00:00:00+00:00,36,Metastatic Ovarian Cancer,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT05796973,Measuring Oncological Value of Exercise and Statin,RECRUITING,PHASE3,Prostate Cancer; Breast Cancer; Kidney Cancer; Ovarian Cancer; Metastatic Breast Cancer; Metastatic Kidney Cancer; Metastatic Renal Cell Carcinoma; Metastatic Renal Cancer; Metastatic Prostate Cancer; Metastatic Prostate Adenocarcinoma; Metastatic Ovarian Cancer; Metastatic Ovary Cancer,2023-02-13 00:00:00+00:00,36,Metastatic Ovary Cancer,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT01013103,Pleiotropic Effects of Atorvastatin in High Cardiovascular Risk Patients,COMPLETED,PHASE4,Coronary Artery Disease; HMG-CoA Reductase Inhibitor Toxicity; Atherosclerosis; Oxidative Stress; Endothelial Dysfunction,2009-11-10 00:00:00+00:00,37,HMG-CoA Reductase Inhibitor Toxicity,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT01013103,Pleiotropic Effects of Atorvastatin in High Cardiovascular Risk Patients,COMPLETED,PHASE4,Coronary Artery Disease; HMG-CoA Reductase Inhibitor Toxicity; Atherosclerosis; Oxidative Stress; Endothelial Dysfunction,2009-11-10 00:00:00+00:00,37,Atherosclerosis,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT01013103,Pleiotropic Effects of Atorvastatin in High Cardiovascular Risk Patients,COMPLETED,PHASE4,Coronary Artery Disease; HMG-CoA Reductase Inhibitor Toxicity; Atherosclerosis; Oxidative Stress; Endothelial Dysfunction,2009-11-10 00:00:00+00:00,37,Oxidative Stress,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT01013103,Pleiotropic Effects of Atorvastatin in High Cardiovascular Risk Patients,COMPLETED,PHASE4,Coronary Artery Disease; HMG-CoA Reductase Inhibitor Toxicity; Atherosclerosis; Oxidative Stress; Endothelial Dysfunction,2009-11-10 00:00:00+00:00,37,Endothelial Dysfunction,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT03370705,Endothelial Function Evaluation in Patients With PAOD Treated With Sulodexide + Conventional Treatment (CT) Vs CT Alone,UNKNOWN,PHASE3,Peripheral Arterial Obstructive Disease,2017-11-24 00:00:00+00:00,38,Peripheral Arterial Obstructive Disease,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT02245269,Pharmacokinetics of Atorvastatin With Tipranavir/Ritonavir and the Effect of Antacid on the Pharmacokinetics of Single-Dose Tipranavir/Ritonavir in Healthy Volunteers,COMPLETED,PHASE1,Healthy,2014-09-18 00:00:00+00:00,39,Healthy,,,blocked_non_disease,False,0,0,0,0,False,False,False
Atorvastatin,NCT06382974,Evaluation of the Osteoinductivity of Atorvastatin Combined With β-TCP,NOT_YET_RECRUITING,,Infection; Bone Loss,2024-04-22 00:00:00+00:00,40,Infection,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT06382974,Evaluation of the Osteoinductivity of Atorvastatin Combined With β-TCP,NOT_YET_RECRUITING,,Infection; Bone Loss,2024-04-22 00:00:00+00:00,40,Bone Loss,,,,False,0,0,0,0,False,False,False
