drug,nct_id,title,status,phase,disease,first_submit
Ibuprofen,NCT03063658,Comparison of the Effectiveness of Preemptive Paracetamol and Ibuprofen in Acute Postoperative Pain,UNKNOWN,PHASE4,Acute Pain; Postoperative Pain,2017-02-21
Ibuprofen,NCT02110719,Decreasing Narcotics in Advanced Pelvic Surgery,COMPLETED,PHASE4,Narcotic Use; Pain; Constipation; Nausea,2014-04-07
Ibuprofen,NCT06342830,Comparing the Effect of Different Intracanal Dressing on Failed Root Canal Treated Cases on Periapical Healing,COMPLETED,PHASE2,Periapical Disease,2024-03-14
Ibuprofen,NCT05239767,A Randomized Trial of NSAID Dosing Strategies,COMPLETED,PHASE4,Musculoskeletal Pain; Acute Pain,2022-02-04
Ibuprofen,NCT01377441,Effect of Intravenous Ibuprofen on Inflammatory Responses in Patients Undergoing Surgery With General Anesthesia.,TERMINATED,PHASE4,Inflammatory Response,2011-06-17
Ibuprofen,NCT05819619,Prophylactic Analgesic and Antiemetic Regimen for Medical Abortion < 70 Days,TERMINATED,EARLY_PHASE1,Nausea; Pain,2023-03-15
Ibuprofen,NCT03441269,Adult Oral Ibuprofen Study for ED Pain Patients,COMPLETED,PHASE4,"Pain, Acute",2018-02-15
Ibuprofen,NCT00223691,Treatment of Orthostatic Hypotension in Autonomic Failure,COMPLETED,PHASE1,Autonomic Failure; Orthostatic Hypotension,2005-09-14
Ibuprofen,NCT02547818,Safety and Efficacy Study of ALZT-OP1 in Subjects With Evidence of Early Alzheimer's Disease,COMPLETED,PHASE3,Alzheimer's Disease,2015-09-10
Ibuprofen,NCT03651804,Radiofrequency Ablation: Treatment for Posterior Element Pain From Vertebral Compression Fractures,WITHDRAWN,PHASE4,Vertebral Compression Fracture; Facet Joint Pain,2018-08-14
Ibuprofen,NCT03404518,Patient Narcotic Requirements After Outpatient Otolaryngology Procedures,COMPLETED,PHASE3,"Outpatient Surgery; Pain, Postoperative",2018-01-11
Ibuprofen,NCT01238120,The Effects of Physical Activity and Low-Dose Ibuprofen on Cognitive Function in Cancer Patients,COMPLETED,PHASE2,Cancer-related Cognitive Difficulties,2010-11-09
Ibuprofen,NCT04612920,Towards Enhanced Recovery After Cesarean,COMPLETED,EARLY_PHASE1,Cesarean Section Complications,2020-10-15
Ibuprofen,NCT01066676,Dexibuprofen 400 mg Sachet Versus Ibuprofen 400 mg Sachet in Patients With Osteoarthritis of the Hip or Knee,COMPLETED,PHASE4,Osteoarthritis of the Hip or Knee,2010-02-09
Ibuprofen,NCT05630222,Evaluation of Effect of Intravenous Morphine vs Intravenous Ibuprofen and Acetaminophen vs Intravenous Ibuprofen,COMPLETED,PHASE3,Multiple Trauma; Acute Pain Due to Trauma,2022-11-18
Ibuprofen,NCT01077973,Study Evaluating A Novel Ibuprofen Formulation In Episodic Tension-Type Headache,COMPLETED,PHASE3,Pain,2010-02-26
Ibuprofen,NCT02441530,Effectiveness of Vitamin D in Primary Dysmenorrhoea,COMPLETED,PHASE3,Primary Dysmenorrhoea,2015-05-08
Ibuprofen,NCT02276911,Safety and Efficacy of Pre-incisional Intravenous Ibuprofen to Reduce Postoperative Pain and Opioid Dependence After Posterior Cervical or Lumbar Instrumented Spine Surgery,TERMINATED,PHASE2,Cervical Spondylosis; Lumbar Spondylosis,2014-10-22
Ibuprofen,NCT00484744,Acetaminophen Versus Ibuprofen for the Control of Immediate and Delayed Pain Following Orthodontic Separator Placement,COMPLETED,PHASE4,Orthodontic Pain,2007-06-07
Ibuprofen,NCT04157036,Evaluation of Methylprednisolone or Ibuprofen on Efficacy of Nerve Blocks With Symptomatic Irreversible Pulpitis,TERMINATED,PHASE3,Irreversible Pulpitis,2019-11-06
Ibuprofen,NCT04227067,TENS for Back Pain Emergency Department,COMPLETED,,Back Pain,2020-01-10
Ibuprofen,NCT00115336,Ketorolac Versus Ibuprofen to Treat Painful Episodes of Sickle Cell Disease,TERMINATED,PHASE4,"Hematologic Diseases; Anemia, Sickle Cell",2005-06-21
Ibuprofen,NCT07125911,Effect of Common Analgesia on Pulp Sensibility,COMPLETED,,Irreversible Pulpitis With Apical Periodontitis,2025-08-11
Ibuprofen,NCT00758836,A Study to Test the Safety and Effectiveness of MK-0974 (Telcagepant) Co-administered With Ibuprofen or Acetaminophen in Patients With Migraines With or Without Aura (MK-0974-046),COMPLETED,PHASE2,Migraine,2008-09-23
Ibuprofen,NCT04291599,Initial Pain Management in Pediatric Pancreatitis: Opioid vs. Non-Opioid,RECRUITING,PHASE2,Acute Pancreatitis,2020-02-03
Ibuprofen,NCT03482232,Consequences of Doing What Should Not be Done in Primary Care,COMPLETED,,Overdose; Adverse Event,2018-03-16
Ibuprofen,NCT01830881,Evaluation of Oral Midazolam in First-trimester Surgical Abortions,COMPLETED,PHASE4,Pain; Anxiety; Nausea,2013-04-03
Ibuprofen,NCT01414530,Oral Contraceptive During Menopausal Transition,UNKNOWN,,Perimenopause,2011-06-28
Ibuprofen,NCT04297007,Pectoral Nerve Block Type-II and Rhomboid Intercostal Block for Pain Management Following Mastectomy Surgery,COMPLETED,,Breast Cancer; Breast Neoplasms; Breast Diseases; Breast Fibroadenoma,2020-02-27
Ibuprofen,NCT04347720,Canadian National PDA Treatment Study,COMPLETED,,Patent Ductus Arteriosus; Extreme Prematurity,2020-04-12
Ibuprofen,NCT00790270,"Comparison of Ibuprofen, Cyclobenzaprine, or Both for Acute Cervical Strain: A Randomized Clinical Trial",COMPLETED,PHASE2,Cervical Strain,2008-11-12
Ibuprofen,NCT02647788,Acetaminophen/Codeine vs Acetaminophen/Ibuprofen for Pain Control and Patient Satisfaction After Hand Surgery,COMPLETED,PHASE4,"Pain, Postoperative",2016-01-04
Ibuprofen,NCT01011634,Trial Comparing Intravenous and Oral Moderate Sedation for First Trimester Surgical Abortions,TERMINATED,PHASE4,Undesired Intrauterine Pregnancy; First Trimester Pregnancy,2009-11-09
Ibuprofen,NCT04203771,Probiotic Intervention After Surgical Removal of Mandibular Third Molars,COMPLETED,,"Surgery--Complications; Molar, Third",2019-12-17
Ibuprofen,NCT03749616,Effect of NSAID Use on Pain and Opioid Consumption Following Distal Radius Fracture,TERMINATED,PHASE4,Distal Radius Fracture,2018-09-26
Ibuprofen,NCT05676892,Effects of Intravenous Ibuprofen on Acute Pain After Laparoscopic Cholecystectomy,UNKNOWN,,Cholecystitis/Cholelithiasis,2022-12-28
Ibuprofen,NCT06601114,The Effectiveness of Paracetamol Versus Ibuprofen in Management of Patent Ductus Arteriosus in Preterm Neonates,ACTIVE_NOT_RECRUITING,,Patent Ductus Arteriosus in Preterm Infants,2024-09-02
Ibuprofen,NCT03404206,A Trial to Compare the Duration of Analgesic Efficacy and Safety of Naproxen Sodium Tablets and Ibuprofen Tablets in Postsurgical Dental Pain,COMPLETED,PHASE4,"Pain, Postoperative",2018-01-12
Ibuprofen,NCT00470743,Comparing Ibuprofen And Indomethacin For The Treatment Of The Patent Ductus Arteriosus in Very Premature Babies,WITHDRAWN,PHASE4,"Ductus Arteriosus, Patent; Very Low Birth Weight Infants",2007-05-07
Ibuprofen,NCT01429935,Anti Inflammatory and Analgesic Effect of Ginger Powder in Dental Pain Model,UNKNOWN,PHASE2,Impacted Third Molar Tooth,2011-09-04
Ibuprofen,NCT00728117,Feeding During Ibuprofen or Indomethacin Treatment of Preterm Infants,COMPLETED,,Patent Ductus Arteriosus,2008-07-31
Ibuprofen,NCT06574516,Pain Management Following Dental Treatment Under General Anesthesia,COMPLETED,,Pain,2024-08-25
Ibuprofen,NCT02133326,Efficacy Study of IV Ibuprofen vs IV Acetaminophen Post Surgical Extraction,UNKNOWN,PHASE2,Impacted Wisdom Teeth,2013-09-17
Ibuprofen,NCT02219698,Symptomatic Treatment of Acute Uncomplicated Diverticulitis,COMPLETED,,Diverticulitis,2014-08-11
Ibuprofen,NCT02680106,Evaluation of the SPINNER Device for the Application of Wound Dressing: Treatment of Split Skin Graft Donor Sites,COMPLETED,,Wound of Skin,2016-02-01
Ibuprofen,NCT03528343,Narcotic vs. Non-narcotic Pain Regimens After Pediatric Appendectomy,WITHDRAWN,PHASE1; PHASE2,"Appendicitis; Pain, Postoperative",2017-09-12
Ibuprofen,NCT00817921,Effect of Prematurity on Renal Function in 5 Years Old Children,COMPLETED,,Prematurity of Fetus,2009-01-06
Ibuprofen,NCT02904304,"Desloratadine,Phenylephrine Hcl,Ibuprofen Compared to Placebo in Treatment of Symptoms Associated With Common Cold/Flu",SUSPENDED,PHASE3,Cold,2016-03-08
Ibuprofen,NCT01874626,"Efficacy and Safety of SST 0225, a Topical Ibuprofen Cream, in the Treatment of Pain Associated With Acute Ankle Sprain",COMPLETED,PHASE3,Acute Ankle Sprain,2012-10-11
Ibuprofen,NCT01334944,Surveillance Trial to Evaluate a Shortened Infusion Time of Intravenous Ibuprofen,COMPLETED,PHASE4,Pain; Fever,2011-04-12
Ibuprofen,NCT03949478,Treating Postictal Symptoms Using Ibuprofen and Nifedipine,RECRUITING,PHASE2,"Epilepsy; Epilepsies, Partial",2019-04-11
Ibuprofen,NCT04200638,Effect of Three Mechanical Systems on Removal of Endotoxins From Necrotic Teeth,UNKNOWN,,Endodontic Disease,2019-12-08
Ibuprofen,NCT03929640,Management Of Pain After Cesarean Trial,TERMINATED,PHASE3,"Pain, Postoperative; Opioid Use",2019-04-24
Ibuprofen,NCT05548582,Reduced Opioid Prescription After Laparoscopic Hysterectomy,ACTIVE_NOT_RECRUITING,,"Pain, Postoperative; Opioid Misuse; Opioid Use; Pain",2022-09-16
Ibuprofen,NCT00895843,Protective Analgesia for Postoperative Pain Relief Following Day Case Oral Surgery,COMPLETED,,Postoperative Pain; Wisdom Tooth,2009-03-24
Ibuprofen,NCT04961268,Effect of Preoperative Oral Tramadol on Inferior Alveolar Nerve Block in Patients With Symptomatic Irreversible Pulpitis,COMPLETED,,Symptomatic Irreversible Pulpitis,2021-07-01
Ibuprofen,NCT05512013,The Effects of NSAIDs on Bone Metabolism Following Exercise,COMPLETED,PHASE1,Bone Resorption; Stress Fracture; Bone Injury,2022-08-16
Ibuprofen,NCT04558840,Enhanced Recovery After Bilateral Reduction Mammaplasty,TERMINATED,,Pain,2020-09-02
Ibuprofen,NCT01289340,Wound Healing and Pain Management in Partial Thickness Burns,WITHDRAWN,,Pain,2011-02-02
Ibuprofen,NCT02227316,Effectiveness of IV Acetaminophen and IV Ibuprofen in Reducing Post Procedural Pain in the UFE Procedure,COMPLETED,PHASE4,Symptomatic Uterine Fibroids and Adenomyosis,2014-08-26
Ibuprofen,NCT01822665,Gastrointestinal Safety Evaluation of Two Over the Counter Analgesics,COMPLETED,PHASE4,Gastrointestinal Mucosal Damage,2013-03-28
Ibuprofen,NCT00530387,Multi-Centre European Photopatch Test Study,COMPLETED,,"Dermatitis, Photocontact",2007-09-13
Ibuprofen,NCT01755728,Paracetamol (Acetaminophen) for Closure of PDA in Preterm Infants,COMPLETED,PHASE3,PDA,2012-12-16
Ibuprofen,NCT04337814,The Effect of Combined Oral and Topical Analgesics to Reduce Pain Perception During Electrodiagnostic Testing,COMPLETED,,Pain Perception,2019-12-16
Ibuprofen,NCT06980870,Effect of Pre-medication With Anti-inflammatory Drugs(Ibuprofen and Dexamethasone)on Post-Endodontic Pain,RECRUITING,PHASE2,Post-endodontic Pain; Ibuprofen; Dexamethasone,2025-02-15
Ibuprofen,NCT02155166,Effect of Intracervical on the Pain Associated With the Insertion of the LNG-IUS,COMPLETED,,Pain,2014-06-02
Ibuprofen,NCT04986839,PAIR (Paracetamol and Ibuprofen Research) Pilot Trial,UNKNOWN,PHASE2; PHASE3,Patent Ductus Arteriosus,2021-07-19
Ibuprofen,NCT01944085,Percutaneous Pin Removal in Children - is Analgesia Necessary?,COMPLETED,,Elbow Fracture,2013-09-12
Ibuprofen,NCT06948513,Effect of Over-the-counter Analgesics on Postoperative Pain,COMPLETED,PHASE3,Pain Management,2025-04-21
Ibuprofen,NCT02096926,Methodological Validation of Ibuprofen Verses Placebo for Post Operative Pain After Third Molar Extraction Surgery,COMPLETED,PHASE4,Dental Pain,2014-03-24
Ibuprofen,NCT04321655,"Reduce Pain and Improve Quality of Life in Patient With Knee Osteoarthritis by Light, Sound and Brain Stimulation",UNKNOWN,,Knee Osteoarthritis,2020-03-17
Ibuprofen,NCT01297829,Does Preoperative Caldolor Decrease the Requirement for Postoperative Narcotics,UNKNOWN,PHASE3,Postoperative Pain,2010-11-15
Ibuprofen,NCT00855777,Etoricoxib Versus Ibuprofen in Third Molar Extraction Pain,UNKNOWN,PHASE4,Dental Extraction,2009-03-03
Ibuprofen,NCT05156294,Effect of Soft Tissue Augmentation With an Acellular Dermal Matrix in Marginal Bone Levels Around Implants,ACTIVE_NOT_RECRUITING,PHASE3,Dental Implant Failure Nos,2021-11-11
Ibuprofen,NCT05972083,Serratus Posterior Superior Interfascial Plane Block for Breast Surgery,COMPLETED,,Breast Diseases,2023-07-25
Ibuprofen,NCT05463367,"Project 1 Aim 2, Adaptations of the Brain in Chronic Pain With Opioid Exposure",ACTIVE_NOT_RECRUITING,PHASE2,"Opioid Use; Opioid Dependence; Opioid-use Disorder; Narcotic Use; Back Pain; Back Injuries; Chronic Pain; Chronic Low-back Pain; Pain, Chronic; Pain; Back Low; Chronic; Pain, Back",2020-02-27
Ibuprofen,NCT01593163,Echocardiographically Guided Versus Standard Ibuprofen Treatment for Patent Ductus Arteriosus,COMPLETED,PHASE3,Patent Ductus Arteriosus,2012-05-03
Ibuprofen,NCT01938144,Evaluation of the Efficacy and Safety of Two Ibuprofen Combination Products for the Treatment of the Common Cold and Flu in Latin America,WITHDRAWN,PHASE3,Common Cold,2013-09-04
Ibuprofen,NCT04220892,Pilot Study of Pembrolizumab Combined With Pemetrexed or Abemaciclib for High Grade Glioma,WITHDRAWN,EARLY_PHASE1,High Grade Glioma,2019-11-26
Ibuprofen,NCT02288923,Trial to Compare Femoral Nerve Block With Local Anaesthetic Injection for Post-operative Pain After Knee Replacement.,COMPLETED,,Arthritis Knee,2014-11-04
Ibuprofen,NCT04070001,The Effects of Ibuprofen and Laser on Orthodontic Pain,COMPLETED,,"Crowding, Tooth",2019-08-22
Ibuprofen,NCT03960762,Erector Spinae Plane Block or Serratus Anterior Plane (SAP) Block Following Video Assisted Thoracic Surgery,COMPLETED,,Lung Diseases,2019-05-21
Ibuprofen,NCT06247462,Ibuprofen and Biomarkers of Acute Kidney Injury After Running in the Heat,COMPLETED,PHASE1,Acute Kidney Injury,2023-12-19
Ibuprofen,NCT05045937,Observational Study on the Use of Ivermectin as an Outpatient Treatment Option for COVID-19,UNKNOWN,,Covid19; COVID-19 Pneumonia; COVID-19 Respiratory Infection; COVID-19 Acute Bronchitis,2021-09-14
Ibuprofen,NCT03505983,Criteria for Advanced Prosthetic Foot Prescription,ACTIVE_NOT_RECRUITING,,"Prosthesis User; Amputation; Traumatic, Limb, Lower",2018-03-07
Ibuprofen,NCT06180070,Bioequivalence Study to Compare Ibuprofen/ Paracetamol Tablets (200mg Ibuprofen/ 500mg Paracetamol) Versus Nuromol® Tablets (200mg Ibuprofen/ 500mg Paracetamol),COMPLETED,PHASE1,Migraine; Headache; Backache,2023-12-05
Ibuprofen,NCT03120845,Incidence of Post-operative Pain After Single-visit Versus Two-visit Treatment,COMPLETED,,Post-operative Pain,2017-04-14
Ibuprofen,NCT03534869,Auricular Acupuncture as Effective Pain Relief After Episiotomy,COMPLETED,PHASE3,"Acupuncture, Ear; Episiotomy; Complications; Pain, Labor",2018-04-30
Ibuprofen,NCT02735122,Study of Acetaminophen (ACM) in Post-operative Dental Pain,COMPLETED,PHASE3,Post Operative Dental Pain,2016-03-31
Ibuprofen,NCT04059172,Efficacy of Combined Ibuprofen and Acetaminophen Therapy Versus Ibuprofen Alone Versus Placebo Alone for Pain Management,RECRUITING,EARLY_PHASE1,"Pain, Orofacial",2019-08-07
Ibuprofen,NCT04939545,Study of Postoperative ICC Analgesia,COMPLETED,PHASE3,Postoperative Analgesia,2021-06-09
Ibuprofen,NCT06408519,Open-Label Placebo for Non-Specific Pain in the ED,RECRUITING,,"Pain, Acute",2024-04-25
Ibuprofen,NCT00620867,Efficacy and Safety of Celecoxib Versus Ibuprofen in the Treatment of Osteoarthritis of the Knee (United States),COMPLETED,PHASE4,"Osteoarthritis, Knee",2008-02-12
Ibuprofen,NCT01332253,Safety and Efficacy of Intravenous Ibuprofen for Treatment of Pain in Pediatric Patients Undergoing Tonsillectomy,COMPLETED,PHASE3,Tonsillectomy,2011-04-07
Ibuprofen,NCT01496326,Osteoarthritis Topical Treatment,COMPLETED,PHASE2,Osteoarthritis,2011-12-15
Ibuprofen,NCT03068897,"Ibuprofen Plus Metaxolone, Tizanidine, or Baclofen for Low Back Pain",COMPLETED,PHASE4,Low Back Pain,2017-02-16
Ibuprofen,NCT04397913,Population Pharmacokinetics and Dosage Individualization of Paracetamol and Ibuprofen in Children With PDA,UNKNOWN,,Patent Ductus Arteriosus,2020-05-18
Ibuprofen,NCT01544972,Serum Level Measurement of Oral Paracetamol and Oral Ibuprofen for Patent Ductus Arteriosus Treatment in Preterm Infants,UNKNOWN,PHASE4,Patent Ductus Arteriosus,2012-02-22
Ibuprofen,NCT02373254,NSAIDS Versus Opioids in Acute SER II Ankle Fractures,COMPLETED,EARLY_PHASE1,Ankle Fracture,2015-02-09
Ibuprofen,NCT04791761,Non-Opioid Pain Medications After Intracapsular Adenotonsillectomy,TERMINATED,PHASE1; PHASE2,Adenotonsillectomy; Post-operative Analgesia; Opioid Use,2021-03-05
Ibuprofen,NCT02904551,Gingival Augmentation Around Implants During Maintenance,COMPLETED,,Failure of Dental Implant Due to Lack of Attached Gingiva,2016-09-09
Ibuprofen,NCT01035346,Study Evaluating The Efficacy Of A Novel Ibuprofen Formulation On Fever In Patients With An Uncomplicated Acute Infection,TERMINATED,PHASE3,Infection,2009-12-08
Ibuprofen,NCT01827475,Ibuprofen Versus Acetaminophen vs Their Combination in the Relief of Musculoskeletal Pain in the Emergency Setting,COMPLETED,PHASE2,Pain,2013-04-04
Ibuprofen,NCT00239512,New Management Strategy of PDA for VLBW Preterm Infants,TERMINATED,,"Ductus Arteriosus, Patent; Preterm Infants",2005-10-14
Ibuprofen,NCT03783702,Pain Control Following Sinus Surgery,COMPLETED,PHASE4,Sinusitis; Opioid Use; Opioid Abuse; Narcotic Use; Otolaryngologic Disease; Postoperative Pain; Pain,2018-12-19
Ibuprofen,NCT01291654,Paracetamol and Patent Ductus Arteriosus (PDA),UNKNOWN,PHASE2,Patent Ductus Arteriosus,2011-02-06
Ibuprofen,NCT06496854,Prescribing Lorazepam for IUD Insertion: Pilot Feasibility Study,WITHDRAWN,PHASE2,Pain; IUD,2024-07-03
Ibuprofen,NCT01929031,Efficacy and Safety of Ibuprofen and Caffeine in Dental Pain,COMPLETED,PHASE3,"Pain, Postoperative; Tooth Diseases",2013-08-22
Ibuprofen,NCT07011472,Post-Operative Analgesic Selection in Patients Planned for Third Molar Extraction After Undergoing Shared Decision Making Using 2- Versus 3-Option Decision-Aids,RECRUITING,,Pain Management; Shared Decision Making,2025-05-21
Ibuprofen,NCT04725422,CHronic Nonbacterial Osteomyelitis International Registry,RECRUITING,,Chronic Nonbacterial Osteomyelitis; Chronic Recurrent Multifocal Osteomyelitis,2021-01-18
Ibuprofen,NCT04676802,Pain Relief After Trapeziectomy: Ibuprofen & Acetaminophen Versus Oxycodone,RECRUITING,PHASE2,"Pain, Postoperative; Osteoarthritis Thumb",2020-12-16
Ibuprofen,NCT04609254,"Paracetamol, Dexketoprofen and Ibuprofen In Non-Traumatic Acute Low Back Pain",COMPLETED,PHASE4,"Low Back Pain, Mechanical",2020-10-26
Ibuprofen,NCT06906315,Dexamethasone Treatment for Patients Undergoing Endodontics,COMPLETED,PHASE4,Endodontic Treatment; Pulp Necrosis; Periapical Lesions; Postoperative Pain,2025-03-16
Ibuprofen,NCT02056223,Paracetamol vs Ibuprofen for PDA Closure in Preterm Infants.,SUSPENDED,PHASE2; PHASE3,Ductus Arteriosus Patent; Respiratory Distress Syndrome,2014-02-03
Ibuprofen,NCT06505148,Comparing the Difference in Pain Control in the Pediatric General Surgery Population: to Alternate or Combine Acetaminophen and Ibuprofen?,NOT_YET_RECRUITING,PHASE4,Pediatric Disorder,2024-07-10
Ibuprofen,NCT04083274,Ultrasound-Guided Erector Spinae Plane Block Following Upper Extremity Surgery,WITHDRAWN,,Upper Extremity Problem,2019-09-05
Ibuprofen,NCT03437460,The Economic and Cognitive Effects of Pain Reduction,TERMINATED,,"Pain, Chronic",2017-07-12
Ibuprofen,NCT04704297,Trigger Point Injection for Myofascial Pain Syndrome in the Low Back: A Randomized Controlled Trial,RECRUITING,PHASE4,Low Back Pain; Myofascial Pain Syndrome Lower Back,2020-12-28
Ibuprofen,NCT00568217,Antipyretics for Preventing Recurrences of Febrile Seizures,COMPLETED,PHASE4,Recurrence of Febrile Seizure,2007-12-04
Ibuprofen,NCT06453291,Assessment of Different Clinical Techniques to Treat Patients With Chronic Low Back Pain,RECRUITING,,Chronic Low Back Pain (CLBP),2024-06-07
Ibuprofen,NCT07133360,Combination of Mixed Drugs vs Ibuprofen: a Randomized Clinical Trial,COMPLETED,,Swelling Lips &Amp; Face; Pain; Trismus,2025-06-20
Ibuprofen,NCT00803946,Bioequivalence Study Between Two Oral Formulations of Ibuprofen 800 mg Tablets Under Fed Conditions,COMPLETED,PHASE1,Bioequivalency,2008-12-05
Ibuprofen,NCT00627094,Biatain Ibu vs. Biatain in Painful Chronic Venous Leg Ulcers,COMPLETED,,Leg Ulcers,2008-02-20
Ibuprofen,NCT00880373,Ibuprofen and Opioid (Morphine or Diamorphine) for Acute Pain in Sickle Cell Disease - Sickle With Ibuprofen & Morphine,TERMINATED,PHASE4,Sickle Cell Disease,2009-04-09
Ibuprofen,NCT05782608,IV Ibuprofen vs Ketorolac in Post Operative Pain in Colorectal Cancer Surgeries in Obese Patient,COMPLETED,,Ibuprofen; Ketorolac; Colorectal Cancer,2023-03-11
Ibuprofen,NCT00258791,Effects of Pretreatment With Ibuprofen in Post-Electroconvulsive Therapy (ECT) Headache,WITHDRAWN,,Mental Disorders,2005-11-24
Ibuprofen,NCT02884219,Early Treatment Versus Expectative Management of PDA in Preterm Infants,COMPLETED,,Patent Ductus Arteriosus,2016-04-01
Ibuprofen,NCT06514222,Pain Control Following Third Molar Surgery,ACTIVE_NOT_RECRUITING,EARLY_PHASE1,Post Operative Pain; Impacted Third Molar Tooth,2024-07-08
Ibuprofen,NCT02074709,TAP Block With Plain Bupivacaine Versus Wound Infiltration With Exparel for Postoperative Pain Management,COMPLETED,PHASE4,Postoperative Pain,2014-02-26
Ibuprofen,NCT02113566,A Study Comparing the Efficacy and Safety of Orally Administered Ibuprofen and Placebo in Delayed Onset Muscle Soreness,COMPLETED,PHASE4,Delayed Onset Muscle Soreness,2014-04-06
Ibuprofen,NCT01966172,Multimodal Analgesic Treatment Versus Traditional Morphine Analgesia After Cardiac Surgery,COMPLETED,PHASE4,Analgesia; Postoperative Pain,2013-09-30
Ibuprofen,NCT04575519,Adjunctive Acetylsalicylic Acid and Ibuprofen for Tuberculosis,RECRUITING,PHASE2,"Tuberculosis, Pulmonary; Tuberculosis, MDR; Tuberculosis Infection",2020-08-05
Ibuprofen,NCT01951105,Effect of L-dopa In Subacute Back Pain Population,COMPLETED,PHASE4,Sub-acute Back Pain,2013-09-17
Ibuprofen,NCT01070745,Second Course of Therapy for Resistant Patent Ductus Arteriosus (PDA),WITHDRAWN,PHASE2,Patent Ductus Arteriosus,2010-02-17
Ibuprofen,NCT04239222,Feasibility Study to Evaluate a New Energy Storage and Return Prosthetic Foot,COMPLETED,,Lower Limb Amputation Below Knee (Injury); Lower Limb Amputation Above Knee (Injury); Lower Limb Amputation Knee,2020-01-17
Ibuprofen,NCT00240825,An Effectiveness and Safety Study of Acetaminophen 1000 mg and Ibuprofen 400 mg in Postoperative Dental Pain.,COMPLETED,PHASE4,Pain,2005-10-14
Ibuprofen,NCT05907993,Ibuprofen Versus Ketorolac For Postoperative Pain Relief After Cesarean Section,COMPLETED,PHASE4,"Pain, Postoperative",2023-04-18
Ibuprofen,NCT06392087,Prehospital Analgesia in Adults Using Inhaled Methoxyflurane Study,NOT_YET_RECRUITING,PHASE4,"Pain, Acute",2024-03-19
Ibuprofen,NCT02597634,Study of SST-0225 Topical Ibuprofen Cream in the Treatment of Delayed Onset Muscle Soreness (DOMS),COMPLETED,PHASE3,"Delayed Onset Muscle Soreness, DOMS",2015-10-13
Ibuprofen,NCT02929589,Ibuprofen to Decrease Opioid Use and Post-operative Pain Following Unilateral Inguinal Herniorrhaphy,TERMINATED,PHASE3,Pain; Hernia,2016-10-04
Ibuprofen,NCT06152796,Comparision Between Paracetamol and Ibuprofen in Closure of Patent Ductus Arteriosus,NOT_YET_RECRUITING,PHASE2,Patent Ductus Arteriosus,2023-11-15
Ibuprofen,NCT05476510,M-Tapa vs OSTAP for Laparoscopic Inguinal Hernia Repair Surgery,COMPLETED,,Inguinal Hernia,2022-07-25
Ibuprofen,NCT04025203,Pain Reduction and Changes in Upper Limb Function Produced by Different Treatments in Carpal Tunnel Syndrome,COMPLETED,PHASE4,Carpal Tunnel Syndrome,2019-07-14
Ibuprofen,NCT02755090,Nitrous Oxide Versus Intravenous Sedation for Anesthesia,COMPLETED,,Pregnancy Termination in Second Trimester,2016-04-20
Ibuprofen,NCT03691818,Evaluate Efficacy and Safety of X0002 in Treatment of Knee Osteoarthritis,COMPLETED,PHASE2,KNEE OSTEOARTHRITIS,2018-09-03
Ibuprofen,NCT00167713,Treatment of Fever Due to Malaria With Ibuprofen,COMPLETED,PHASE4,Fever,2005-09-11
Ibuprofen,NCT06594224,Comparison of IV Nalbuphine Versus Ibuprofen for Postoperative Pain Control in Cesarean Section,COMPLETED,,Pain Management,2024-09-09
Ibuprofen,NCT01943435,Study Comparing 3 Different Treatments for Arthritis of the Lower Back (Lumbar Spinal Stenosis),COMPLETED,,Lumbar Spinal Stenosis,2013-09-08
Ibuprofen,NCT00763997,"Study of the Effect of Dipyrone, Ibuprofen, Paracetamol and Parecoxib on the Platelet Aggregation in Analgetic Dosages",COMPLETED,,Platelet Aggregation,2008-09-29
Ibuprofen,NCT01563289,Efficacy and Safety of Ibuprofen in Patients With Ankle Injuries,COMPLETED,PHASE3,Pain,2012-03-22
Ibuprofen,NCT04328558,Clavipectoral Fascia Plane Block for Clavicle Surgery,WITHDRAWN,,Clavicle Injury; Clavicle Fracture,2020-03-28
Ibuprofen,NCT02468297,Efficacy of the Electronic Acupuncture Shoes: A Clinical Trial for Chronic Low Back Pain,COMPLETED,,Low Back Pain,2015-06-06
Ibuprofen,NCT04730297,Comparative Analgesic Effects of Paracetamol/Codeine and Ibuprofen on Pain After Third Molar Surgery,COMPLETED,PHASE4,To Control Pain After Third Molar Surgery,2021-01-13
Ibuprofen,NCT02839785,Analgesia and Physiotherapy in Children With Cerebral Palsy (ANTALKINECP),TERMINATED,PHASE3,Cerebral Palsy,2016-06-24
Ibuprofen,NCT01769794,"Chinese Medicinal Treatment on Mild Hand, Foot, and Mouth Disease: Multicenter, Prospective, Randomized Double-blind, Placebo-controlled Study",COMPLETED,,"Hand, Foot and Mouth Disease",2013-01-15
Ibuprofen,NCT03828981,A Fast-track Versus Conventional Recovery Protocol in Laparoscopic Hysterctomy,COMPLETED,,Gynecologic Surgery,2019-01-21
Famotidine,NCT04308837,A Phase II Trial of Neoadjuvant Laparoscopic Hyperthermic Intraperitoneal Chemotherapy (HIPEC) With Chemoradiation,RECRUITING,PHASE2,Gastric Cancer; Stomach Cancer,2020-03-12
Famotidine,NCT04370262,Multi-site Adaptive Trials for COVID-19,COMPLETED,PHASE3,COVID-19,2020-04-27
