row_index,nct_id,drug,removed_term,original_disease_field
27082,NCT03125668,Warfarin,Quality of Life,Quality of Life; Warfarin; Health Education; Patient Compliance
27091,NCT01520402,Warfarin,Healthy,Healthy
27140,NCT01978262,Progesterone,Healthy,Healthy
27150,NCT02357368,Progesterone,Contraception,HIV; Contraception
27151,NCT02456584,Progesterone,Contraception,Contraception
27156,NCT00828542,Progesterone,Contraception,Breastfeeding; Contraception
27192,NCT01873170,Progesterone,Contraception,HIV; Immune Cells (Mucosal and Systemic); Contraception
27203,NCT05125640,Progesterone,Pharmacokinetics,Pharmacokinetics
27206,NCT00490555,Progesterone,Healthy,Healthy
27207,NCT00005108,Progesterone,Healthy,Atherosclerosis; Healthy; Vascular Disease
27231,NCT02969590,Progesterone,Contraception,Fertility; Contraception
27240,NCT04682353,Progesterone,Contraception,Contraception
27268,NCT02509767,Progesterone,Contraception,Contraception
27269,NCT05125627,Progesterone,Pharmacokinetics,Pharmacokinetics
27288,NCT00563472,Progesterone,Healthy,Healthy
27290,NCT00258063,Progesterone,Contraception,Contraception; Female Contraception
27312,NCT05505435,Progesterone,Contraception,Contraception
27318,NCT05760144,Progesterone,Contraception,Contraception
27326,NCT02076217,Progesterone,Contraception,IUD; Contraceptive Implant; Contraception; Birth Control; Emergency Contraception
27329,NCT03377608,Progesterone,Contraception,HIV/AIDS; Contraception
27350,NCT04783857,Progesterone,Smoking Cessation,Smoking; Smoking Cessation; Smoking Reduction
27352,NCT04910711,Progesterone,Contraception,Human Immunodeficiency Virus; Contraception; ART
27353,NCT00254865,Progesterone,Contraception,Contraception; Female Contraception
27375,NCT02732418,Progesterone,Contraception,Contraception
27391,NCT02038335,Progesterone,Contraception,Contraception; HIV; Immune Cells (Mucosal and Systemic); Microbiota
27394,NCT00455962,Progesterone,Healthy,Premenopause; Healthy
27474,NCT04757532,Testosterone,Healthy Volunteers,Healthy Volunteers
27475,NCT00668252,Testosterone,Healthy,Healthy
27530,NCT00490555,Testosterone,Healthy,Healthy
27575,NCT01725451,Testosterone,Healthy Participants,Healthy Participants
27579,NCT01167829,Testosterone,Healthy,Healthy
27622,NCT03289559,Testosterone,Healthy,Healthy; Volunteers
27667,NCT01071005,Testosterone,Healthy,Healthy
27735,NCT00112151,Testosterone,Healthy,Healthy
27802,NCT01346657,Nifedipine,Healthy Volunteers,Healthy Volunteers
27820,NCT00865891,Nifedipine,Healthy,Healthy
27851,NCT00864617,Nifedipine,Healthy,Healthy
27895,NCT01431326,Nifedipine,Anesthesia,Adenovirus; Anesthesia; Anxiety; Anxiolysis; Autism; Autistic Disorder; Bacterial Meningitis; Bacterial Septicemia; Benzodiazepine; Bipolar Disorder; Bone and Joint Infections; Central Nervous System Infections; Convulsions; Cytomegalovirus Retinitis; Early-onset Schizophrenia Spectrum Disorders; Epilepsy; General Anesthesia; Gynecologic Infections; Herpes Simplex Virus; Infantile Hemangioma; Infection; Inflammation; Inflammatory Conditions; Intra-abdominal Infections; Lower Respiratory Tract Infections; Migraines; Pain; Pneumonia; Schizophrenia; Sedation; Seizures; Skeletal Muscle Spasms; Skin and Skin-structure Infections; Treatment-resistant Schizophrenia; Urinary Tract Infections; Withdrawal; Sepsis; Gram-negative Infection; Bradycardia; Cardiac Arrest; Cardiac Arrhythmia; Staphylococcal Infections; Nosocomial Pneumonia; Neuromuscular Blockade; Methicillin Resistant Staphylococcus Aureus; Endocarditis; Neutropenia; Headache; Fibrinolytic Bleeding; Pulmonary Arterial Hypertension; CMV Retinitis; Hypertension; Chronic Kidney Diseases; Hyperaldosteronism; Hypokalemia; Heart Failure; Hemophilia; Heavy Menstrual Bleeding; Insomnia
27910,NCT03100838,Nifedipine,Healthy Volunteers,Healthy Volunteers
27921,NCT02071589,Nifedipine,Bioequivalence,Bioequivalence
27951,NCT06583551,Methocarbamol,Quality of Life,Myalgia; Bruxism; Quality of Life
27981,NCT02207699,Benzonatate,Healthy Volunteers,Healthy Volunteers
27997,NCT01820104,Sitagliptin,Healthy,Healthy
28001,NCT02406950,Sitagliptin,Healthy,Healthy
28032,NCT02363335,Sitagliptin,Healthy Volunteers,Healthy Volunteers
28085,NCT05798715,Sitagliptin,Healthy,Healthy
28105,NCT06124495,Sitagliptin,Bioequivalence,"Bioequivalence; Diabetes Mellitus, Type 2"
28140,NCT02683187,Sitagliptin,Healthy,Healthy
28159,NCT02743260,Sitagliptin,Healthy,Healthy
28160,NCT05549570,Sitagliptin,Bioequivalence,"Bioequivalence; Diabetes Mellitus, Type 2"
28176,NCT02493959,Sitagliptin,Healthy,Healthy
28187,NCT06233201,Sitagliptin,Healthy Subjects,Healthy Subjects
28189,NCT02172196,Sitagliptin,Healthy,Healthy
28212,NCT03927170,Sitagliptin,Healthy,Healthy
28290,NCT04757532,Chlorthalidone,Healthy Volunteers,Healthy Volunteers
28352,NCT05293756,Chlorthalidone,Quality of Life,Hypertension; Self-Management; Technology; Quality of Life
28357,NCT05090449,Chlorthalidone,Healthy,Healthy
28397,NCT01418534,Isosorbide,Healthy,Healthy
28407,NCT01418547,Isosorbide,Healthy,Healthy
28416,NCT04311658,Isosorbide,Contraception,Contraception
28420,NCT01587313,Isosorbide,Healthy,Healthy
28433,NCT01769079,Isosorbide,Quality of Life,Stable Angina; Myocardial Ischemia; Quality of Life
28434,NCT04729088,Isosorbide,Pharmacokinetics,Pharmacokinetics; Healthy Subjects
28434,NCT04729088,Isosorbide,Healthy Subjects,Pharmacokinetics; Healthy Subjects
28455,NCT04218760,Isosorbide,Healthy,Headache; Healthy
28460,NCT02101710,Isosorbide,Healthy,Healthy
28475,NCT03557580,Isosorbide,Bioequivalence,Bioequivalence
28486,NCT04217668,Isosorbide,Healthy,Headache; Healthy
28539,NCT05127746,Donepezil,Healthy,Healthy
28542,NCT01506752,Donepezil,Healthy Adult,Healthy Adult
28549,NCT01461174,Donepezil,Healthy,Healthy
28550,NCT02769065,Donepezil,Healthy Volunteers,Alzheimer Disease; Healthy Volunteers
28568,NCT04479865,Donepezil,Healthy,Healthy
28577,NCT01450839,Donepezil,Healthy,Healthy
28582,NCT01276080,Donepezil,Healthy,Healthy
28590,NCT01439230,Donepezil,Healthy,Healthy
28597,NCT02635750,Donepezil,Healthy,Healthy
28599,NCT00959881,Donepezil,Healthy Subjects,Healthy Subjects
28610,NCT01276067,Donepezil,Healthy,Healthy
28662,NCT04617782,Donepezil,Healthy Subjects,Healthy Subjects
28670,NCT00519298,Donepezil,Healthy,Healthy; Adult
28676,NCT01923259,Donepezil,Healthy,Healthy
28682,NCT02570581,Donepezil,Healthy,Healthy
28686,NCT04013477,Donepezil,Healthy,Healthy
28688,NCT01419340,Donepezil,Healthy,Healthy
28698,NCT01439243,Donepezil,Healthy,Healthy
28699,NCT01419366,Donepezil,Healthy,Healthy
28703,NCT05804279,Donepezil,Healthy,Healthy
28714,NCT01506739,Donepezil,Healthy Adult,Healthy Adult
28715,NCT02055703,Donepezil,Healthy Subjects,Healthy Subjects
28720,NCT02918266,Donepezil,Healthy Volunteers,Healthy Volunteers
28726,NCT01345864,Donepezil,Healthy,Healthy
28745,NCT01213355,Donepezil,Healthy,Healthy
28751,NCT01260948,Donepezil,Healthy,Healthy
28792,NCT02406261,Donepezil,Healthy,Healthy
28803,NCT00031798,Dexmethylphenidate,Quality of Life,Brain and Central Nervous System Tumors; Cognitive/Functional Effects; Depression; Fatigue; Quality of Life
28811,NCT00829673,Dexmethylphenidate,Healthy,Healthy
28814,NCT00829712,Dexmethylphenidate,Healthy,Healthy
28828,NCT01951508,Dexmethylphenidate,Healthy,Healthy; Substance-related Disorder; Mood Disorder
28839,NCT01469637,Sulfamethoxazole; Trimethoprim,Healthy,Healthy
28878,NCT03395249,Sulfamethoxazole; Trimethoprim,Healthy Volunteers,Healthy Volunteers
28967,NCT02135003,Sulfamethoxazole; Trimethoprim,Quality of Life,CD4 Deficiency; Adherence; Quality of Life
29122,NCT01167452,Sulfamethoxazole; Trimethoprim,Pharmacokinetics,Obesity; Pharmacokinetics; MRSA; Tuberculosis; PCP
29205,NCT00803439,Clobetasol,Healthy,Healthy
29237,NCT00864500,Clobetasol,Healthy,Healthy
29238,NCT00864240,Clobetasol,Healthy,Healthy
29306,NCT05445440,Methotrexate,Healthy Participants,Healthy Participants
29485,NCT05533372,Methotrexate,Healthy,Healthy; Rheumatoid Arthritis
29641,NCT02603146,Hydroxychloroquine,Healthy Participants,Healthy Participants; Rheumatoid Arthritis (RA) Prevention
29823,NCT04973566,Hydroxychloroquine,Healthy,Healthy
29854,NCT01632566,Lovastatin,Healthy Volunteers,Healthy Volunteers
29857,NCT04859452,Lovastatin,Healthy Subjects,Healthy Subjects
29868,NCT01346670,Lovastatin,Healthy Volunteer,Healthy Volunteer
29869,NCT02542969,Lovastatin,Healthy,Healthy
29907,NCT06186622,Lovastatin,Healthy,Healthy; Obese; Overweight
29910,NCT01304329,Lovastatin,Healthy,Healthy
29922,NCT01527669,Lovastatin,Healthy Subjects,Healthy Subjects
29930,NCT01361217,Lovastatin,Healthy Volunteers,Drug-Drug Interaction; Healthy Volunteers
29952,NCT03174041,Lovastatin,Healthy Participants,Healthy Participants
30010,NCT01960140,Lovastatin,Healthy Volunteers,Healthy Volunteers
30017,NCT06379958,Lovastatin,Pharmacokinetics,Pharmacokinetics
30019,NCT01979185,Lovastatin,Healthy,Healthy
30031,NCT02533141,Lovastatin,Healthy,Healthy
30044,NCT00359281,Lovastatin,Healthy,Healthy
30051,NCT05580250,Lovastatin,Healthy,Healthy
30059,NCT01167894,Lovastatin,Healthy,Healthy
30086,NCT00685685,Lovastatin,Healthy,Healthy
30088,NCT01689623,Lovastatin,Healthy Participants,Healthy Participants
30135,NCT01383395,Lovastatin,Healthy,Healthy
30143,NCT06178640,Lovastatin,Healthy Volunteer,Healthy Volunteer
30146,NCT01250535,Lovastatin,Healthy Volunteers,Healthy Volunteers; Drug Drug Interactions
30155,NCT01798940,Pioglitazone,Healthy,Healthy
30181,NCT00154037,Pioglitazone,Healthy Subjects,Healthy Subjects
30196,NCT02183636,Pioglitazone,Healthy,Healthy
30222,NCT03457597,Pioglitazone,Healthy,Healthy
30270,NCT01797666,Pioglitazone,Healthy,Healthy
30281,NCT02222441,Pioglitazone,Healthy,Healthy
30287,NCT02473627,Pioglitazone,Healthy,Healthy
30315,NCT00649558,Pioglitazone,Healthy,Healthy
30323,NCT01309854,Pioglitazone,Healthy Volunteers,Rheumatoid Arthritis; Healthy Volunteers; Pharmacokinetics; Pioglitazone; Drug-drug Interaction; Amount of Pioglitazone in Blood
30323,NCT01309854,Pioglitazone,Pharmacokinetics,Rheumatoid Arthritis; Healthy Volunteers; Pharmacokinetics; Pioglitazone; Drug-drug Interaction; Amount of Pioglitazone in Blood
30360,NCT00845182,Pioglitazone,Healthy,Type 2 Diabetes; Healthy; Impaired Glucose Tolerance
30381,NCT02276365,Pioglitazone,Healthy,Healthy
30390,NCT03335956,Pioglitazone,Healthy,Healthy
30399,NCT01800227,Pioglitazone,Healthy,Healthy
30404,NCT00649012,Pioglitazone,Healthy,Healthy
30415,NCT01276327,Pioglitazone,Healthy,Healthy
30423,NCT02172235,Pioglitazone,Healthy,Healthy
30465,NCT05297929,Irbesartan,Bioequivalence,Irbesartan Tablets (0.15g/Tablet); Under Fasted Condition; Under Fed Condition; Bioequivalence
30471,NCT05688098,Irbesartan,Healthy Volunteers,Healthy Volunteers
30472,NCT05688085,Irbesartan,Healthy Volunteers,Healthy Volunteers
30485,NCT01825850,Irbesartan,Healthy,Healthy
30489,NCT00185055,Irbesartan,Healthy,Healthy
30500,NCT00154024,Irbesartan,Healthy Subjects,Healthy Subjects
30506,NCT05663073,Irbesartan,Healthy Volunteers,Healthy Volunteers
30549,NCT01447797,Irbesartan,Healthy,Healthy
30581,NCT00180024,Irbesartan,Healthy Subjects,Healthy Subjects
30586,NCT01858610,Irbesartan,Healthy,Healthy
30769,NCT00134992,Methylprednisolone,Healthy,Healthy
30770,NCT04791345,Methylprednisolone,Healthy Volunteers,Healthy Volunteers
30888,NCT04756037,Norethindrone,Contraception,Contraception
30889,NCT04423068,Norethindrone,Contraception,Pregnancy Related; Contraception; Contraceptive Usage; Contraception Behavior; Pregnancy
30892,NCT04714554,Norethindrone,Healthy,Healthy
30896,NCT01656434,Norethindrone,Contraception,Contraception
30902,NCT02969590,Norethindrone,Contraception,Fertility; Contraception
30909,NCT04934696,Norethindrone,Healthy Participants,Healthy Participants
30910,NCT01340625,Norethindrone,Bioequivalence,Bioequivalence
30917,NCT02038335,Norethindrone,Contraception,Contraception; HIV; Immune Cells (Mucosal and Systemic); Microbiota
30922,NCT01465022,Norethindrone,Contraception,Breast Feeding; Contraception
30924,NCT03451110,Norethindrone,Healthy Subjects,Healthy Subjects
30931,NCT01246791,Norethindrone,Healthy,Healthy
30939,NCT01597986,Norethindrone,Healthy Volunteers,Pharmacokinetics of Isavuconazole; Pharmacokinetics of Ethinyl Estradiol and Norethindrone; Healthy Volunteers
30940,NCT03856970,Norethindrone,Healthy Volunteers,Healthy Volunteers
30941,NCT03106454,Norethindrone,Contraception,Contraception; Ovulation
30942,NCT04965116,Norethindrone,Contraception,Contraception; Breastfeeding
30944,NCT01477632,Norethindrone,Healthy,Menopause; Healthy
30949,NCT00477633,Norethindrone,Contraception,Contraception
30960,NCT01040845,Norethindrone,Pharmacokinetics,Pharmacokinetics
30961,NCT04016753,Norethindrone,Healthy Participants,Healthy Participants
30963,NCT01705249,Norethindrone,Healthy,Menopause; Healthy
30966,NCT05294341,Norethindrone,Contraception,Contraception
30967,NCT04709094,Norethindrone,Healthy,Healthy
30976,NCT04676061,Norethindrone,Contraception,Birth Control; Contraception; Implant; Breakthrough Bleeding; Uterine Bleeding
30980,NCT00391807,Norethindrone,Contraception,Contraception
30981,NCT07215806,Norethindrone,Healthy,Healthy
30990,NCT01253824,Norethindrone,Healthy,Healthy
30997,NCT05579574,Norethindrone,Healthy Participants,Healthy Participants
31000,NCT01344369,Norethindrone,Healthy,Healthy
31006,NCT06186271,Norethindrone,Contraception,Contraception
31012,NCT02652650,Norethindrone,Healthy,Healthy
31013,NCT00338052,Norethindrone,Contraception,Contraception
31015,NCT02245438,Norethindrone,Healthy,Healthy
31017,NCT01596010,Norethindrone,Healthy,Menopause; Healthy
31021,NCT01181726,Norethindrone,Healthy,Healthy
31027,NCT01157182,Norethindrone,Healthy,Healthy
31033,NCT00821496,Norethindrone,Healthy,Healthy
31034,NCT01443858,Meclizine,Smoking Cessation,Smoking Cessation
31037,NCT01537471,Meclizine,Healthy,Healthy
31044,NCT04423068,Ethinyl Estradiol; Levonorgestrel,Contraception,Pregnancy Related; Contraception; Contraceptive Usage; Contraception Behavior; Pregnancy
31045,NCT00196352,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31046,NCT03249402,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31050,NCT03359057,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31051,NCT02577601,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31054,NCT01297179,Ethinyl Estradiol; Levonorgestrel,Healthy Volunteers,Healthy Volunteers; Pharmacokinetics of Mirabegron
31055,NCT01873170,Ethinyl Estradiol; Levonorgestrel,Contraception,HIV; Immune Cells (Mucosal and Systemic); Contraception
31058,NCT01254292,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31060,NCT02531321,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception; HIV
31061,NCT05116371,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31062,NCT06380205,Ethinyl Estradiol; Levonorgestrel,Healthy Participants,Healthy Participants
31065,NCT00117273,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31067,NCT01941134,Ethinyl Estradiol; Levonorgestrel,Contraception,Bariatric Surgery Candidate; Contraception
31068,NCT04778514,Ethinyl Estradiol; Levonorgestrel,Contraception,HIV Infections; Contraception
31071,NCT00220324,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31073,NCT00511784,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception; Female Contraception; Fertility Control
31075,NCT03478020,Ethinyl Estradiol; Levonorgestrel,Healthy Volunteer,Healthy Volunteer
31077,NCT05896384,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31078,NCT01422135,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31079,NCT02957630,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception; Liver Metabolism; Hemostasis Parameter
31080,NCT02846142,Ethinyl Estradiol; Levonorgestrel,Healthy Volunteer,Healthy Volunteer
31081,NCT00185367,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31083,NCT02175394,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31084,NCT06942936,Ethinyl Estradiol; Levonorgestrel,Healthy Participants,Healthy Participants
31087,NCT01941615,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31088,NCT00662454,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception; Body Weight
31090,NCT04255277,Ethinyl Estradiol; Levonorgestrel,Healthy Subjects,Healthy Subjects
31092,NCT00447863,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31096,NCT00685906,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31097,NCT04194905,Ethinyl Estradiol; Levonorgestrel,Bioequivalence,Bioequivalence
31100,NCT07013643,Ethinyl Estradiol; Levonorgestrel,Healthy Participants,Healthy Participants
31104,NCT00185224,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31106,NCT01044056,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31107,NCT05093205,Ethinyl Estradiol; Levonorgestrel,Healthy Adults,Healthy Adults
31114,NCT00236795,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception; Female Contraception
31117,NCT00319163,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31118,NCT02922127,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31119,NCT00511355,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31128,NCT04230070,Ethinyl Estradiol; Levonorgestrel,Bioequivalence,Bioequivalence
31129,NCT01896726,Ethinyl Estradiol; Levonorgestrel,Healthy Volunteers,Healthy Volunteers
31131,NCT01236768,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31132,NCT04134715,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31134,NCT01181479,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31136,NCT01328184,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31137,NCT00915668,Ethinyl Estradiol; Levonorgestrel,Pharmacokinetics,Pharmacokinetics; Drug Interactions; Healthy
31137,NCT00915668,Ethinyl Estradiol; Levonorgestrel,Healthy,Pharmacokinetics; Drug Interactions; Healthy
31138,NCT04018274,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31142,NCT02158572,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31143,NCT01968135,Ethinyl Estradiol; Levonorgestrel,Contraception,Uterine Hemorrhage; Contraception
31145,NCT03074045,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31146,NCT02616146,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31149,NCT02170038,Ethinyl Estradiol; Levonorgestrel,Pharmacokinetics,Pharmacokinetics
31150,NCT01615354,Ethinyl Estradiol; Levonorgestrel,Healthy Volunteer,Healthy Volunteer
31153,NCT03193307,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31160,NCT06657105,Ethinyl Estradiol; Levonorgestrel,Healthy Participants,Healthy Participants
31163,NCT06071442,Ethinyl Estradiol; Levonorgestrel,Healthy Participants,Healthy Participants
31165,NCT00245921,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31166,NCT00764881,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception; Libido
31168,NCT00511342,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31169,NCT00196326,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31170,NCT02577913,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31174,NCT01714193,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31176,NCT01243580,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31177,NCT00651846,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31178,NCT03506399,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31188,NCT06186271,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31195,NCT01137708,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31199,NCT06028555,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception; Birth Control
31200,NCT04309643,Ethinyl Estradiol; Levonorgestrel,Healthy Volunteers,Healthy Volunteers
31201,NCT03547024,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31202,NCT00933179,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31204,NCT05613777,Ethinyl Estradiol; Levonorgestrel,Healthy,Healthy
31207,NCT02085863,Ethinyl Estradiol; Levonorgestrel,Pharmacokinetics,Pharmacokinetics; Pharmacodynamics
31209,NCT00204451,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31212,NCT00920985,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31221,NCT00213096,Ethinyl Estradiol; Levonorgestrel,Contraception,Contraception
31290,NCT03739294,Fluticasone; Vilanterol,Pharmacokinetics,Pharmacokinetics
31325,NCT01787032,Ketoconazole,Healthy,Healthy
31326,NCT04212000,Ketoconazole,Healthy,Healthy
31328,NCT01588782,Ketoconazole,Healthy Volunteers,Healthy Volunteers
31331,NCT02198170,Ketoconazole,Healthy Volunteers,Healthy Volunteers
31336,NCT01932320,Ketoconazole,Healthy,Healthy
31337,NCT00914121,Ketoconazole,Healthy Subjects,Healthy Subjects
31357,NCT00983216,Ketoconazole,Pharmacokinetics,Pharmacokinetics
31364,NCT01473069,Ketoconazole,Healthy,Healthy
31368,NCT01721070,Ketoconazole,Pharmacokinetics,Pharmacokinetics
31369,NCT01707940,Ketoconazole,Healthy,Healthy
31371,NCT01124760,Ketoconazole,Pharmacokinetics,Pharmacokinetics
31373,NCT01215214,Ketoconazole,Healthy,Healthy
31380,NCT00707551,Ketoconazole,Healthy,Healthy
31382,NCT01549106,Ketoconazole,Healthy Volunteers,Healthy Volunteers
31385,NCT01626651,Ketoconazole,Healthy,Healthy
31386,NCT03437005,Ketoconazole,Healthy,Healthy
31391,NCT01363778,Ketoconazole,Healthy,Healthy
31394,NCT00915746,Ketoconazole,Healthy,Healthy; Pharmacokinetics; Drug Interactions
31394,NCT00915746,Ketoconazole,Pharmacokinetics,Healthy; Pharmacokinetics; Drug Interactions
31395,NCT01448824,Ketoconazole,Healthy Participants,Healthy Participants
31402,NCT01679613,Ketoconazole,Healthy,Healthy
31405,NCT01735240,Ketoconazole,"Pharmacokinetics,","Asthma,; Pharmacokinetics,; Cmax,; Tmax,; λz,; AUC,; Ketoconazole,; Metabolite"
31408,NCT01473316,Ketoconazole,Healthy Volunteer,Healthy Volunteer
31411,NCT01760642,Ketoconazole,Healthy,Healthy
31415,NCT02170675,Ketoconazole,Healthy,Healthy
31416,NCT01476800,Ketoconazole,Healthy Subjects,Healthy Subjects; Pharmacokinetics of YM178
31417,NCT01520896,Ketoconazole,Healthy Volunteers,Bioavailability; Healthy Volunteers; Drug- Drug Interactions
31422,NCT01896323,Ketoconazole,Healthy Volunteers,Healthy Volunteers
31423,NCT01202240,Ketoconazole,Healthy,Healthy
31424,NCT01405989,Ketoconazole,Healthy Subjects,Pharmacokinetics of Darexaban and Metabolites; Healthy Subjects
31432,NCT02264171,Ketoconazole,Healthy,Healthy
31435,NCT00419783,Ketoconazole,Healthy,Healthy
31437,NCT01749085,Ketoconazole,Healthy Volunteers,Healthy Volunteers
31444,NCT00434486,Ketoconazole,Healthy,Healthy
31448,NCT01690286,Ketoconazole,Healthy,Healthy
31454,NCT01836198,Ketoconazole,Healthy Volunteers,Healthy Volunteers
31459,NCT00384917,Ketoconazole,Healthy,Healthy
31460,NCT01625806,Ketoconazole,Healthy Volunteer,Healthy Volunteer
31462,NCT00410501,Ketoconazole,Healthy,Healthy
31464,NCT01637636,Ketoconazole,Healthy,Healthy
31465,NCT01240226,Ketoconazole,Healthy Volunteer,Healthy Volunteer
31468,NCT00812344,Ketoconazole,Healthy,Healthy
31469,NCT00380328,Ketoconazole,Healthy,Healthy
31477,NCT01318265,Ketoconazole,Pharmacokinetics,Pharmacokinetics
31479,NCT01707407,Ketoconazole,Healthy,"Pharmacology, Clinical; Healthy"
31489,NCT01149785,Ketoconazole,Healthy,Healthy
31491,NCT00948662,Ketoconazole,Healthy,Healthy
31493,NCT01468558,Ketoconazole,Healthy,Healthy
31494,NCT01591850,Ketoconazole,Healthy Volunteer,Healthy Volunteer
31501,NCT01576575,Ketoconazole,Healthy,Healthy
31509,NCT01164488,Ketoconazole,Healthy Volunteer,Healthy Volunteer
31513,NCT01259115,Ketoconazole,Healthy,Healthy
31517,NCT01924299,Ketoconazole,Healthy Volunteers,Healthy Volunteers
31520,NCT01153711,Ketoconazole,Healthy,"Healthy; Pulmonary Disease, Chronic Obstructive"
31521,NCT01189175,Ketoconazole,Healthy,Healthy
31529,NCT01154764,Ketoconazole,Healthy,Healthy
31600,NCT04395248,Thyroid,Anesthesia,Obesity; Anesthesia
31626,NCT01465646,Thyroid,Pharmacokinetics,Pharmacokinetics
31678,NCT03676348,Thyroid,Quality of Life,Thyroid Nodule; Thyroid Cancer; Quality of Life
31684,NCT03043521,Thyroid,Healthy,Healthy
31789,NCT00312715,Thyroid,Healthy Volunteers,Healthy Volunteers
31818,NCT00706381,Thyroid,Healthy Volunteers,Healthy Volunteers
31896,NCT01018342,Nitrofurantoin,Healthy,Healthy
31902,NCT00649506,Nitrofurantoin,Healthy,Healthy
31920,NCT00778583,Nitrofurantoin,Healthy,Healthy
31938,NCT00649285,Nitrofurantoin,Healthy,Healthy
32000,NCT02912247,Adalimumab,Healthy,Healthy
32002,NCT04514796,Adalimumab,Healthy,Healthy
32052,NCT02675023,Adalimumab,Healthy,Healthy
32069,NCT05884242,Adalimumab,Healthy,Healthy
32086,NCT02206867,Adalimumab,Healthy Subjects,Healthy Subjects
32094,NCT05172817,Adalimumab,Pharmacokinetics,Pharmacokinetics; Safety; Efficacy; Rheumatoid Arthritis
32181,NCT02395055,Adalimumab,Healthy,Healthy
32205,NCT03579823,Adalimumab,Healthy Volunteers,Healthy Volunteers
32223,NCT05108259,Adalimumab,Healthy Volunteers,Healthy Volunteers
32226,NCT07147257,Adalimumab,Healthy Participants,Healthy Participants
32259,NCT01505491,Adalimumab,Healthy,Healthy
32281,NCT03988803,Memantine,Healthy,Healthy
32307,NCT01461174,Memantine,Healthy,Healthy
32308,NCT03468543,Memantine,Healthy,Gastric Retention; Healthy
32341,NCT02001584,Memantine,Healthy Volunteers,"Healthy Volunteers;; Obese, Otherwise Healthy Volunteers"
32391,NCT02570581,Memantine,Healthy,Healthy
32405,NCT03860597,Memantine,Healthy,Schizophrenia; Schizo Affective Disorder; Schizoaffective Disorder; Healthy
32419,NCT05804279,Memantine,Healthy,Healthy
32423,NCT03670095,Memantine,Healthy,Healthy
32438,NCT01196065,Memantine,Healthy Volunteer,Healthy Volunteer
32475,NCT01585168,Memantine,Healthy,Healthy
32491,NCT01188525,Memantine,Healthy Volunteers,Healthy Volunteers
32507,NCT03711825,Memantine,Healthy,Alzheimer Disease; Gastric Retention; Healthy
32718,NCT00134992,Prednisolone,Healthy,Healthy
32719,NCT04791345,Prednisolone,Healthy Volunteers,Healthy Volunteers
