drug_name,drug_id,disease_name,disease_id,total_disease_entities
Atorvastatin,@CHEMICAL_Atorvastatin,Nephrotic Syndrome,@DISEASE_Nephrotic_Syndrome,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Neuralgia,@DISEASE_Neuralgia,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Optic Neuropathy Ischemic,@DISEASE_Optic_Neuropathy_Ischemic,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Ureteral Obstruction,@DISEASE_Ureteral_Obstruction,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Atrial Remodeling,@DISEASE_Atrial_Remodeling,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Autoimmune Diseases,@DISEASE_Autoimmune_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Congenital Abnormalities,@DISEASE_Congenital_Abnormalities,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Embolic Stroke,@DISEASE_Embolic_Stroke,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Epilepsy,@DISEASE_Epilepsy,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Glomerulonephritis,@DISEASE_Glomerulonephritis,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Hypoglycemia,@DISEASE_Hypoglycemia,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Learning Disabilities,@DISEASE_Learning_Disabilities,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Melanoma,@DISEASE_Melanoma,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Mucocutaneous Lymph Node Syndrome,@DISEASE_Mucocutaneous_Lymph_Node_Syndrome,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Muscle Weakness,@DISEASE_Muscle_Weakness,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Neurotoxicity Syndromes,@DISEASE_Neurotoxicity_Syndromes,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Ovarian Neoplasms,@DISEASE_Ovarian_Neoplasms,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Peritonitis,@DISEASE_Peritonitis,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Psoriasis,@DISEASE_Psoriasis,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Ring Chromosome 20 Syndrome,@DISEASE_Ring_Chromosome_20_Syndrome,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Takotsubo Cardiomyopathy,@DISEASE_Takotsubo_Cardiomyopathy,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Vasospasm Intracranial,@DISEASE_Vasospasm_Intracranial,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Acute Disease,@DISEASE_Acute_Disease,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Adenocarcinoma,@DISEASE_Adenocarcinoma,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Aneurysm,@DISEASE_Aneurysm,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Aortic Diseases,@DISEASE_Aortic_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Aortic Valve Stenosis,@DISEASE_Aortic_Valve_Stenosis,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Arterial Occlusive Diseases,@DISEASE_Arterial_Occlusive_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Arthritis Psoriatic,@DISEASE_Arthritis_Psoriatic,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Brain Damage Chronic,@DISEASE_Brain_Damage_Chronic,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Cartilage Diseases,@DISEASE_Cartilage_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Colonic Neoplasms,@DISEASE_Colonic_Neoplasms,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Dementia,@DISEASE_Dementia,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Diabetic Cardiomyopathies,@DISEASE_Diabetic_Cardiomyopathies,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Glioma,@DISEASE_Glioma,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Hyperlipoproteinemias,@DISEASE_Hyperlipoproteinemias,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Iron Overload,@DISEASE_Iron_Overload,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Lead Poisoning Nervous System,@DISEASE_Lead_Poisoning_Nervous_System,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Lung Diseases,@DISEASE_Lung_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Metabolic Diseases,@DISEASE_Metabolic_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Multiple Sclerosis Relapsing Remitting,@DISEASE_Multiple_Sclerosis_Relapsing_Remitting,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Myalgia,@DISEASE_Myalgia,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Mycoses,@DISEASE_Mycoses,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Myocardial Reperfusion Injury,@DISEASE_Myocardial_Reperfusion_Injury,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Neoplasm Metastasis,@DISEASE_Neoplasm_Metastasis,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Neurodegenerative Diseases,@DISEASE_Neurodegenerative_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Obesity Abdominal,@DISEASE_Obesity_Abdominal,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Overweight,@DISEASE_Overweight,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Soft Tissue Injuries,@DISEASE_Soft_Tissue_Injuries,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Vascular Remodeling,@DISEASE_Vascular_Remodeling,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Ventricular Fibrillation,@DISEASE_Ventricular_Fibrillation,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Virus Diseases,@DISEASE_Virus_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Weight Loss,@DISEASE_Weight_Loss,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Blood Coagulation Disorders,@DISEASE_Blood_Coagulation_Disorders,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Cerebral Arterial Diseases,@DISEASE_Cerebral_Arterial_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Chronic Disease,@DISEASE_Chronic_Disease,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Critical Illness,@DISEASE_Critical_Illness,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Cytokine Release Syndrome,@DISEASE_Cytokine_Release_Syndrome,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Death Sudden Cardiac,@DISEASE_Death_Sudden_Cardiac,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Diabetic Angiopathies,@DISEASE_Diabetic_Angiopathies,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Endometriosis,@DISEASE_Endometriosis,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Graft vs Host Disease,@DISEASE_Graft_vs_Host_Disease,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Hematoma Subdural,@DISEASE_Hematoma_Subdural,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Inferior Wall Myocardial Infarction,@DISEASE_Inferior_Wall_Myocardial_Infarction,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Kidney Calculi,@DISEASE_Kidney_Calculi,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Leukemia,@DISEASE_Leukemia,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Liver Diseases,@DISEASE_Liver_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Lung Injury,@DISEASE_Lung_Injury,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Lymphoma Non Hodgkin,@DISEASE_Lymphoma_Non_Hodgkin,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Malaria Cerebral,@DISEASE_Malaria_Cerebral,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Microvascular Angina,@DISEASE_Microvascular_Angina,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Mouth Diseases,@DISEASE_Mouth_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Non ST Elevated Myocardial Infarction,@DISEASE_Non_ST_Elevated_Myocardial_Infarction,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Ovarian Diseases,@DISEASE_Ovarian_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Parkinson Disease,@DISEASE_Parkinson_Disease,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Periodontal Diseases,@DISEASE_Periodontal_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Pulmonary Embolism,@DISEASE_Pulmonary_Embolism,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Scleroderma Systemic,@DISEASE_Scleroderma_Systemic,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Skin Diseases,@DISEASE_Skin_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Testicular Diseases,@DISEASE_Testicular_Diseases,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Vascular Calcification,@DISEASE_Vascular_Calcification,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Venous Thrombosis,@DISEASE_Venous_Thrombosis,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Albuminuria,@DISEASE_Albuminuria,1026
Atorvastatin,@CHEMICAL_Atorvastatin,Alveolar Bone Loss,@DISEASE_Alveolar_Bone_Loss,1026
