drug_name,drug_id,disease_name,disease_id,total_disease_entities
Aspirin,@CHEMICAL_Aspirin,Aneurysm Ascending Aorta,@DISEASE_Aneurysm_Ascending_Aorta,2056
Aspirin,@CHEMICAL_Aspirin,Anterior Cruciate Ligament Injuries,@DISEASE_Anterior_Cruciate_Ligament_Injuries,2056
Aspirin,@CHEMICAL_Aspirin,Aortic Diseases,@DISEASE_Aortic_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Atrial Remodeling,@DISEASE_Atrial_Remodeling,2056
Aspirin,@CHEMICAL_Aspirin,Bacteremia,@DISEASE_Bacteremia,2056
Aspirin,@CHEMICAL_Aspirin,Blindness Cortical,@DISEASE_Blindness_Cortical,2056
Aspirin,@CHEMICAL_Aspirin,Bone Neoplasms,@DISEASE_Bone_Neoplasms,2056
Aspirin,@CHEMICAL_Aspirin,Brain Stem Infarctions,@DISEASE_Brain_Stem_Infarctions,2056
Aspirin,@CHEMICAL_Aspirin,Bronchial Diseases,@DISEASE_Bronchial_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Bronchiolitis Obliterans Syndrome,@DISEASE_Bronchiolitis_Obliterans_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Bundle Branch Block,@DISEASE_Bundle_Branch_Block,2056
Aspirin,@CHEMICAL_Aspirin,Cancer Familial with In Vitro Radioresistance,@DISEASE_Cancer_Familial_with_In_Vitro_Radioresistance,2056
Aspirin,@CHEMICAL_Aspirin,Cataplexy,@DISEASE_Cataplexy,2056
Aspirin,@CHEMICAL_Aspirin,Cell Transformation Neoplastic,@DISEASE_Cell_Transformation_Neoplastic,2056
Aspirin,@CHEMICAL_Aspirin,Central Nervous System Diseases,@DISEASE_Central_Nervous_System_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Cholecystitis Acute,@DISEASE_Cholecystitis_Acute,2056
Aspirin,@CHEMICAL_Aspirin,Cholera,@DISEASE_Cholera,2056
Aspirin,@CHEMICAL_Aspirin,Choroidal Neovascularization,@DISEASE_Choroidal_Neovascularization,2056
Aspirin,@CHEMICAL_Aspirin,Chronic Kidney Disease Mineral and Bone Disorder,@DISEASE_Chronic_Kidney_Disease_Mineral_and_Bone_Disorder,2056
Aspirin,@CHEMICAL_Aspirin,Colitis Associated Neoplasms,@DISEASE_Colitis_Associated_Neoplasms,2056
Aspirin,@CHEMICAL_Aspirin,Communicable Diseases,@DISEASE_Communicable_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Congenital Abnormalities,@DISEASE_Congenital_Abnormalities,2056
Aspirin,@CHEMICAL_Aspirin,Contusions,@DISEASE_Contusions,2056
Aspirin,@CHEMICAL_Aspirin,Corneal Perforation,@DISEASE_Corneal_Perforation,2056
Aspirin,@CHEMICAL_Aspirin,Coronary Vessel Anomalies,@DISEASE_Coronary_Vessel_Anomalies,2056
Aspirin,@CHEMICAL_Aspirin,Cystic Fibrosis,@DISEASE_Cystic_Fibrosis,2056
Aspirin,@CHEMICAL_Aspirin,Decompression Sickness,@DISEASE_Decompression_Sickness,2056
Aspirin,@CHEMICAL_Aspirin,Dehydration,@DISEASE_Dehydration,2056
Aspirin,@CHEMICAL_Aspirin,Developmental Disabilities,@DISEASE_Developmental_Disabilities,2056
Aspirin,@CHEMICAL_Aspirin,Disease Resistance,@DISEASE_Disease_Resistance,2056
Aspirin,@CHEMICAL_Aspirin,Disorders of Excessive Somnolence,@DISEASE_Disorders_of_Excessive_Somnolence,2056
Aspirin,@CHEMICAL_Aspirin,Dissection Thoracic Aorta,@DISEASE_Dissection_Thoracic_Aorta,2056
Aspirin,@CHEMICAL_Aspirin,Duodenal Ulcer,@DISEASE_Duodenal_Ulcer,2056
Aspirin,@CHEMICAL_Aspirin,Dyskinesia Drug Induced,@DISEASE_Dyskinesia_Drug_Induced,2056
Aspirin,@CHEMICAL_Aspirin,Early Onset Glaucoma,@DISEASE_Early_Onset_Glaucoma,2056
Aspirin,@CHEMICAL_Aspirin,Embolism and Thrombosis,@DISEASE_Embolism_and_Thrombosis,2056
Aspirin,@CHEMICAL_Aspirin,Embryo Loss,@DISEASE_Embryo_Loss,2056
Aspirin,@CHEMICAL_Aspirin,Encephalomyelitis Autoimmune Experimental,@DISEASE_Encephalomyelitis_Autoimmune_Experimental,2056
Aspirin,@CHEMICAL_Aspirin,Esophageal and Gastric Varices,@DISEASE_Esophageal_and_Gastric_Varices,2056
Aspirin,@CHEMICAL_Aspirin,Esophagitis,@DISEASE_Esophagitis,2056
Aspirin,@CHEMICAL_Aspirin,Eye Neoplasms,@DISEASE_Eye_Neoplasms,2056
Aspirin,@CHEMICAL_Aspirin,Gait Ataxia,@DISEASE_Gait_Ataxia,2056
Aspirin,@CHEMICAL_Aspirin,Gallbladder Diseases,@DISEASE_Gallbladder_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Hematoma Epidural Spinal,@DISEASE_Hematoma_Epidural_Spinal,2056
Aspirin,@CHEMICAL_Aspirin,Hemianopsia,@DISEASE_Hemianopsia,2056
Aspirin,@CHEMICAL_Aspirin,Hemophilia A,@DISEASE_Hemophilia_A,2056
Aspirin,@CHEMICAL_Aspirin,Hemorrhagic Disorders,@DISEASE_Hemorrhagic_Disorders,2056
Aspirin,@CHEMICAL_Aspirin,Hepatitis E,@DISEASE_Hepatitis_E,2056
Aspirin,@CHEMICAL_Aspirin,Hereditary Sensory and Autonomic Neuropathies,@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,2056
Aspirin,@CHEMICAL_Aspirin,Herpes Simplex,@DISEASE_Herpes_Simplex,2056
Aspirin,@CHEMICAL_Aspirin,Horner Syndrome,@DISEASE_Horner_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Hyperthyroidism,@DISEASE_Hyperthyroidism,2056
Aspirin,@CHEMICAL_Aspirin,Hypoglossal Nerve Diseases,@DISEASE_Hypoglossal_Nerve_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Hypoglycemia,@DISEASE_Hypoglycemia,2056
Aspirin,@CHEMICAL_Aspirin,Hypokinesia,@DISEASE_Hypokinesia,2056
Aspirin,@CHEMICAL_Aspirin,Hypoplastic Left Heart Syndrome,@DISEASE_Hypoplastic_Left_Heart_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Hypothermia,@DISEASE_Hypothermia,2056
Aspirin,@CHEMICAL_Aspirin,Iliac Aneurysm,@DISEASE_Iliac_Aneurysm,2056
Aspirin,@CHEMICAL_Aspirin,Incisional Hernia,@DISEASE_Incisional_Hernia,2056
Aspirin,@CHEMICAL_Aspirin,Intestinal Polyposis,@DISEASE_Intestinal_Polyposis,2056
Aspirin,@CHEMICAL_Aspirin,Joint Diseases,@DISEASE_Joint_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Kaposiform Hemangioendothelioma,@DISEASE_Kaposiform_Hemangioendothelioma,2056
Aspirin,@CHEMICAL_Aspirin,LEOPARD Syndrome,@DISEASE_LEOPARD_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Leukemia Lymphocytic Chronic B Cell,@DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell,2056
Aspirin,@CHEMICAL_Aspirin,Leukemic Infiltration,@DISEASE_Leukemic_Infiltration,2056
Aspirin,@CHEMICAL_Aspirin,Leukocyte Disorders,@DISEASE_Leukocyte_Disorders,2056
Aspirin,@CHEMICAL_Aspirin,Lumbar Stenosis Familial,@DISEASE_Lumbar_Stenosis_Familial,2056
Aspirin,@CHEMICAL_Aspirin,MASS syndrome,@DISEASE_MASS_syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Macular Edema,@DISEASE_Macular_Edema,2056
Aspirin,@CHEMICAL_Aspirin,Malformations of Cortical Development Group I,@DISEASE_Malformations_of_Cortical_Development_Group_I,2056
Aspirin,@CHEMICAL_Aspirin,May Thurner Syndrome,@DISEASE_May_Thurner_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Metabolic Diseases,@DISEASE_Metabolic_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Multiple Sclerosis Relapsing Remitting,@DISEASE_Multiple_Sclerosis_Relapsing_Remitting,2056
Aspirin,@CHEMICAL_Aspirin,Muscular Atrophy,@DISEASE_Muscular_Atrophy,2056
Aspirin,@CHEMICAL_Aspirin,Myeloproliferative Syndrome Transient,@DISEASE_Myeloproliferative_Syndrome_Transient,2056
Aspirin,@CHEMICAL_Aspirin,Nasal Obstruction,@DISEASE_Nasal_Obstruction,2056
Aspirin,@CHEMICAL_Aspirin,Neoplasms Squamous Cell,@DISEASE_Neoplasms_Squamous_Cell,2056
Aspirin,@CHEMICAL_Aspirin,Neuroblastoma,@DISEASE_Neuroblastoma,2056
Aspirin,@CHEMICAL_Aspirin,Overweight,@DISEASE_Overweight,2056
Aspirin,@CHEMICAL_Aspirin,Paraplegia,@DISEASE_Paraplegia,2056
Aspirin,@CHEMICAL_Aspirin,Parasitemia,@DISEASE_Parasitemia,2056
Aspirin,@CHEMICAL_Aspirin,Pathological Conditions Anatomical,@DISEASE_Pathological_Conditions_Anatomical,2056
Aspirin,@CHEMICAL_Aspirin,Pdgfrb Associated Chronic Eosinophilic Leukemia,@DISEASE_Pdgfrb_Associated_Chronic_Eosinophilic_Leukemia,2056
Aspirin,@CHEMICAL_Aspirin,Peripheral Nervous System Diseases,@DISEASE_Peripheral_Nervous_System_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Personality Disorders,@DISEASE_Personality_Disorders,2056
Aspirin,@CHEMICAL_Aspirin,Phlebitis,@DISEASE_Phlebitis,2056
Aspirin,@CHEMICAL_Aspirin,Pleural Diseases,@DISEASE_Pleural_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Pleural Effusion,@DISEASE_Pleural_Effusion,2056
Aspirin,@CHEMICAL_Aspirin,Pleurisy,@DISEASE_Pleurisy,2056
Aspirin,@CHEMICAL_Aspirin,Polyposis Syndrome Hereditary Mixed 1,@DISEASE_Polyposis_Syndrome_Hereditary_Mixed_1,2056
Aspirin,@CHEMICAL_Aspirin,Postoperative Complications,@DISEASE_Postoperative_Complications,2056
Aspirin,@CHEMICAL_Aspirin,Postpartum Hemorrhage,@DISEASE_Postpartum_Hemorrhage,2056
Aspirin,@CHEMICAL_Aspirin,Pupil Disorders,@DISEASE_Pupil_Disorders,2056
Aspirin,@CHEMICAL_Aspirin,Retinal Diseases,@DISEASE_Retinal_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Retinal Necrosis Syndrome Acute,@DISEASE_Retinal_Necrosis_Syndrome_Acute,2056
Aspirin,@CHEMICAL_Aspirin,Rhinitis Allergic,@DISEASE_Rhinitis_Allergic,2056
Aspirin,@CHEMICAL_Aspirin,Rhinitis Allergic Seasonal,@DISEASE_Rhinitis_Allergic_Seasonal,2056
Aspirin,@CHEMICAL_Aspirin,Shock Hemorrhagic,@DISEASE_Shock_Hemorrhagic,2056
Aspirin,@CHEMICAL_Aspirin,Sick Sinus Syndrome,@DISEASE_Sick_Sinus_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Small Cell Lung Carcinoma,@DISEASE_Small_Cell_Lung_Carcinoma,2056
Aspirin,@CHEMICAL_Aspirin,Stenosis Pulmonary Artery,@DISEASE_Stenosis_Pulmonary_Artery,2056
Aspirin,@CHEMICAL_Aspirin,Sweet Syndrome,@DISEASE_Sweet_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Tendon Injuries,@DISEASE_Tendon_Injuries,2056
Aspirin,@CHEMICAL_Aspirin,Thalassemia,@DISEASE_Thalassemia,2056
Aspirin,@CHEMICAL_Aspirin,Thoracic Outlet Syndrome,@DISEASE_Thoracic_Outlet_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Toothache,@DISEASE_Toothache,2056
Aspirin,@CHEMICAL_Aspirin,Vaccine Preventable Diseases,@DISEASE_Vaccine_Preventable_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Vascular Remodeling,@DISEASE_Vascular_Remodeling,2056
Aspirin,@CHEMICAL_Aspirin,Vasculitis Central Nervous System,@DISEASE_Vasculitis_Central_Nervous_System,2056
Aspirin,@CHEMICAL_Aspirin,Ventricular Dysfunction,@DISEASE_Ventricular_Dysfunction,2056
Aspirin,@CHEMICAL_Aspirin,Vitiligo,@DISEASE_Vitiligo,2056
Aspirin,@CHEMICAL_Aspirin,Voice Disorders,@DISEASE_Voice_Disorders,2056
Aspirin,@CHEMICAL_Aspirin,digital ulcers,@DISEASE_digital_ulcers,2056
Aspirin,@CHEMICAL_Aspirin,142700,@DISEASE_142700,2056
Aspirin,@CHEMICAL_Aspirin,211750,@DISEASE_211750,2056
Aspirin,@CHEMICAL_Aspirin,AA amyloidosis,@DISEASE_AA_amyloidosis,2056
Aspirin,@CHEMICAL_Aspirin,Abscess,@DISEASE_Abscess,2056
Aspirin,@CHEMICAL_Aspirin,Altitude Sickness,@DISEASE_Altitude_Sickness,2056
Aspirin,@CHEMICAL_Aspirin,Alveolar Bone Loss,@DISEASE_Alveolar_Bone_Loss,2056
Aspirin,@CHEMICAL_Aspirin,Amyotrophic Lateral Sclerosis,@DISEASE_Amyotrophic_Lateral_Sclerosis,2056
Aspirin,@CHEMICAL_Aspirin,Anemia Pernicious,@DISEASE_Anemia_Pernicious,2056
Aspirin,@CHEMICAL_Aspirin,Aneuploidy,@DISEASE_Aneuploidy,2056
Aspirin,@CHEMICAL_Aspirin,Anomalous Left Coronary Artery,@DISEASE_Anomalous_Left_Coronary_Artery,2056
Aspirin,@CHEMICAL_Aspirin,Aortic Aneurysm Familial Abdominal 1,@DISEASE_Aortic_Aneurysm_Familial_Abdominal_1,2056
Aspirin,@CHEMICAL_Aspirin,Aortic Valve Disease,@DISEASE_Aortic_Valve_Disease,2056
Aspirin,@CHEMICAL_Aspirin,Arthus Reaction,@DISEASE_Arthus_Reaction,2056
Aspirin,@CHEMICAL_Aspirin,Asphyxia,@DISEASE_Asphyxia,2056
Aspirin,@CHEMICAL_Aspirin,Ataxia Telangiectasia,@DISEASE_Ataxia_Telangiectasia,2056
Aspirin,@CHEMICAL_Aspirin,Athletic Injuries,@DISEASE_Athletic_Injuries,2056
Aspirin,@CHEMICAL_Aspirin,Aural Atresia Congenital,@DISEASE_Aural_Atresia_Congenital,2056
Aspirin,@CHEMICAL_Aspirin,Binge Drinking,@DISEASE_Binge_Drinking,2056
Aspirin,@CHEMICAL_Aspirin,Blue Toe Syndrome,@DISEASE_Blue_Toe_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Bone Diseases Metabolic,@DISEASE_Bone_Diseases_Metabolic,2056
Aspirin,@CHEMICAL_Aspirin,Bradycardia,@DISEASE_Bradycardia,2056
Aspirin,@CHEMICAL_Aspirin,Capillary Malformation Arteriovenous Malformation,@DISEASE_Capillary_Malformation_Arteriovenous_Malformation,2056
Aspirin,@CHEMICAL_Aspirin,Carcinoma Basal Cell,@DISEASE_Carcinoma_Basal_Cell,2056
Aspirin,@CHEMICAL_Aspirin,Carcinoma Small Cell,@DISEASE_Carcinoma_Small_Cell,2056
Aspirin,@CHEMICAL_Aspirin,Cardiomyopathy Restrictive,@DISEASE_Cardiomyopathy_Restrictive,2056
Aspirin,@CHEMICAL_Aspirin,Cellulitis,@DISEASE_Cellulitis,2056
Aspirin,@CHEMICAL_Aspirin,Central Nervous System Vascular Malformations,@DISEASE_Central_Nervous_System_Vascular_Malformations,2056
Aspirin,@CHEMICAL_Aspirin,Cerebellar Diseases,@DISEASE_Cerebellar_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Cerebral Hemorrhage Traumatic,@DISEASE_Cerebral_Hemorrhage_Traumatic,2056
Aspirin,@CHEMICAL_Aspirin,Cerebral Palsy Ataxic Autosomal Recessive,@DISEASE_Cerebral_Palsy_Ataxic_Autosomal_Recessive,2056
Aspirin,@CHEMICAL_Aspirin,Cholelithiasis,@DISEASE_Cholelithiasis,2056
Aspirin,@CHEMICAL_Aspirin,Chronobiology Disorders,@DISEASE_Chronobiology_Disorders,2056
Aspirin,@CHEMICAL_Aspirin,Cicatrix,@DISEASE_Cicatrix,2056
Aspirin,@CHEMICAL_Aspirin,Cicatrix Hypertrophic,@DISEASE_Cicatrix_Hypertrophic,2056
Aspirin,@CHEMICAL_Aspirin,Collagen Diseases,@DISEASE_Collagen_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Complement Component 6 Deficiency,@DISEASE_Complement_Component_6_Deficiency,2056
Aspirin,@CHEMICAL_Aspirin,Conjunctival Diseases,@DISEASE_Conjunctival_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Corneal Opacity,@DISEASE_Corneal_Opacity,2056
Aspirin,@CHEMICAL_Aspirin,Cranial Nerve Diseases,@DISEASE_Cranial_Nerve_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Crohn Disease,@DISEASE_Crohn_Disease,2056
Aspirin,@CHEMICAL_Aspirin,Crush Injuries,@DISEASE_Crush_Injuries,2056
Aspirin,@CHEMICAL_Aspirin,Cysts,@DISEASE_Cysts,2056
Aspirin,@CHEMICAL_Aspirin,Deafness,@DISEASE_Deafness,2056
Aspirin,@CHEMICAL_Aspirin,Dementia Multi Infarct,@DISEASE_Dementia_Multi_Infarct,2056
Aspirin,@CHEMICAL_Aspirin,Dengue,@DISEASE_Dengue,2056
Aspirin,@CHEMICAL_Aspirin,Diabetes Mellitus Experimental,@DISEASE_Diabetes_Mellitus_Experimental,2056
Aspirin,@CHEMICAL_Aspirin,Diabetic Foot,@DISEASE_Diabetic_Foot,2056
Aspirin,@CHEMICAL_Aspirin,Diverticular Diseases,@DISEASE_Diverticular_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Drug Fever,@DISEASE_Drug_Fever,2056
Aspirin,@CHEMICAL_Aspirin,Dyskinesias,@DISEASE_Dyskinesias,2056
Aspirin,@CHEMICAL_Aspirin,Dysplastic Nevus Syndrome,@DISEASE_Dysplastic_Nevus_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Eales disease,@DISEASE_Eales_disease,2056
Aspirin,@CHEMICAL_Aspirin,Embolism Cholesterol,@DISEASE_Embolism_Cholesterol,2056
Aspirin,@CHEMICAL_Aspirin,Encephalitis,@DISEASE_Encephalitis,2056
Aspirin,@CHEMICAL_Aspirin,Endocarditis Bacterial,@DISEASE_Endocarditis_Bacterial,2056
Aspirin,@CHEMICAL_Aspirin,Enteritis,@DISEASE_Enteritis,2056
Aspirin,@CHEMICAL_Aspirin,Eosinophilia,@DISEASE_Eosinophilia,2056
Aspirin,@CHEMICAL_Aspirin,Epidermolysis Bullosa Simplex,@DISEASE_Epidermolysis_Bullosa_Simplex,2056
Aspirin,@CHEMICAL_Aspirin,Epilepsy Partial with Variable Foci,@DISEASE_Epilepsy_Partial_with_Variable_Foci,2056
Aspirin,@CHEMICAL_Aspirin,Epilepsy Post Traumatic,@DISEASE_Epilepsy_Post_Traumatic,2056
Aspirin,@CHEMICAL_Aspirin,Epileptic encephalopathy Lennox Gastaut type,@DISEASE_Epileptic_encephalopathy_Lennox_Gastaut_type,2056
Aspirin,@CHEMICAL_Aspirin,Erythrocytosis Familial 2,@DISEASE_Erythrocytosis_Familial_2,2056
Aspirin,@CHEMICAL_Aspirin,Exfoliation Syndrome,@DISEASE_Exfoliation_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Eye Pain,@DISEASE_Eye_Pain,2056
Aspirin,@CHEMICAL_Aspirin,Facial Pain,@DISEASE_Facial_Pain,2056
Aspirin,@CHEMICAL_Aspirin,Fecal Incontinence,@DISEASE_Fecal_Incontinence,2056
Aspirin,@CHEMICAL_Aspirin,Fetal akinesia syndrome X linked,@DISEASE_Fetal_akinesia_syndrome_X_linked,2056
Aspirin,@CHEMICAL_Aspirin,Fibromyalgia,@DISEASE_Fibromyalgia,2056
Aspirin,@CHEMICAL_Aspirin,Food Hypersensitivity,@DISEASE_Food_Hypersensitivity,2056
Aspirin,@CHEMICAL_Aspirin,Frailty,@DISEASE_Frailty,2056
Aspirin,@CHEMICAL_Aspirin,Gait Disorders Neurologic,@DISEASE_Gait_Disorders_Neurologic,2056
Aspirin,@CHEMICAL_Aspirin,Gingivitis,@DISEASE_Gingivitis,2056
Aspirin,@CHEMICAL_Aspirin,Glomerulonephritis IGA,@DISEASE_Glomerulonephritis_IGA,2056
Aspirin,@CHEMICAL_Aspirin,Glucagonoma,@DISEASE_Glucagonoma,2056
Aspirin,@CHEMICAL_Aspirin,Hamman Rich Syndrome,@DISEASE_Hamman_Rich_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Heart Septal Defects Ventricular,@DISEASE_Heart_Septal_Defects_Ventricular,2056
Aspirin,@CHEMICAL_Aspirin,Hematoma Subdural,@DISEASE_Hematoma_Subdural,2056
Aspirin,@CHEMICAL_Aspirin,Hemorrhagic Fever with Renal Syndrome,@DISEASE_Hemorrhagic_Fever_with_Renal_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Hepatic Veno Occlusive Disease,@DISEASE_Hepatic_Veno_Occlusive_Disease,2056
Aspirin,@CHEMICAL_Aspirin,Hepatitis C Chronic,@DISEASE_Hepatitis_C_Chronic,2056
Aspirin,@CHEMICAL_Aspirin,Hepatitis Chronic,@DISEASE_Hepatitis_Chronic,2056
Aspirin,@CHEMICAL_Aspirin,Huntington Disease,@DISEASE_Huntington_Disease,2056
Aspirin,@CHEMICAL_Aspirin,Hypercalcemia,@DISEASE_Hypercalcemia,2056
Aspirin,@CHEMICAL_Aspirin,Hypercapnia,@DISEASE_Hypercapnia,2056
Aspirin,@CHEMICAL_Aspirin,Hypereosinophilic Syndrome,@DISEASE_Hypereosinophilic_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Hyperlipoproteinemias,@DISEASE_Hyperlipoproteinemias,2056
Aspirin,@CHEMICAL_Aspirin,Hypersensitivity Immediate,@DISEASE_Hypersensitivity_Immediate,2056
Aspirin,@CHEMICAL_Aspirin,Hypertriglyceridemia,@DISEASE_Hypertriglyceridemia,2056
Aspirin,@CHEMICAL_Aspirin,Immunoglobulin G4 Related Disease,@DISEASE_Immunoglobulin_G4_Related_Disease,2056
Aspirin,@CHEMICAL_Aspirin,Infarction Posterior Cerebral Artery,@DISEASE_Infarction_Posterior_Cerebral_Artery,2056
Aspirin,@CHEMICAL_Aspirin,Internal Hernia,@DISEASE_Internal_Hernia,2056
Aspirin,@CHEMICAL_Aspirin,Intracranial Hemorrhage Hypertensive,@DISEASE_Intracranial_Hemorrhage_Hypertensive,2056
Aspirin,@CHEMICAL_Aspirin,Iron Overload,@DISEASE_Iron_Overload,2056
Aspirin,@CHEMICAL_Aspirin,Keratosis Actinic,@DISEASE_Keratosis_Actinic,2056
Aspirin,@CHEMICAL_Aspirin,Leigh Disease,@DISEASE_Leigh_Disease,2056
Aspirin,@CHEMICAL_Aspirin,Leprosy,@DISEASE_Leprosy,2056
Aspirin,@CHEMICAL_Aspirin,Leukemia Eosinophilic Acute,@DISEASE_Leukemia_Eosinophilic_Acute,2056
Aspirin,@CHEMICAL_Aspirin,Leukodystrophy Metachromatic,@DISEASE_Leukodystrophy_Metachromatic,2056
Aspirin,@CHEMICAL_Aspirin,Liver Cirrhosis Alcoholic,@DISEASE_Liver_Cirrhosis_Alcoholic,2056
Aspirin,@CHEMICAL_Aspirin,Liver Diseases Alcoholic,@DISEASE_Liver_Diseases_Alcoholic,2056
Aspirin,@CHEMICAL_Aspirin,Liver Failure Acute,@DISEASE_Liver_Failure_Acute,2056
Aspirin,@CHEMICAL_Aspirin,Liver Neoplasms,@DISEASE_Liver_Neoplasms,2056
Aspirin,@CHEMICAL_Aspirin,Long QT Syndrome,@DISEASE_Long_QT_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Lung Diseases Interstitial,@DISEASE_Lung_Diseases_Interstitial,2056
Aspirin,@CHEMICAL_Aspirin,Lymphatic Metastasis,@DISEASE_Lymphatic_Metastasis,2056
Aspirin,@CHEMICAL_Aspirin,Lymphoma B Cell Marginal Zone,@DISEASE_Lymphoma_B_Cell_Marginal_Zone,2056
Aspirin,@CHEMICAL_Aspirin,MINOCA,@DISEASE_MINOCA,2056
Aspirin,@CHEMICAL_Aspirin,Macrophage Activation Syndrome,@DISEASE_Macrophage_Activation_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Malaria,@DISEASE_Malaria,2056
Aspirin,@CHEMICAL_Aspirin,Mammary Neoplasms Animal,@DISEASE_Mammary_Neoplasms_Animal,2056
Aspirin,@CHEMICAL_Aspirin,Marijuana Abuse,@DISEASE_Marijuana_Abuse,2056
Aspirin,@CHEMICAL_Aspirin,Median Neuropathy,@DISEASE_Median_Neuropathy,2056
Aspirin,@CHEMICAL_Aspirin,Meningioma,@DISEASE_Meningioma,2056
Aspirin,@CHEMICAL_Aspirin,Meningitis Aseptic,@DISEASE_Meningitis_Aseptic,2056
Aspirin,@CHEMICAL_Aspirin,Meningitis Cryptococcal,@DISEASE_Meningitis_Cryptococcal,2056
Aspirin,@CHEMICAL_Aspirin,Mesenteric Cyst,@DISEASE_Mesenteric_Cyst,2056
Aspirin,@CHEMICAL_Aspirin,Minicore Myopathy with External Ophthalmoplegia,@DISEASE_Minicore_Myopathy_with_External_Ophthalmoplegia,2056
Aspirin,@CHEMICAL_Aspirin,Mouth Neoplasms,@DISEASE_Mouth_Neoplasms,2056
Aspirin,@CHEMICAL_Aspirin,Muscle Hypotonia,@DISEASE_Muscle_Hypotonia,2056
Aspirin,@CHEMICAL_Aspirin,Muscular Diseases,@DISEASE_Muscular_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Myelitis Transverse,@DISEASE_Myelitis_Transverse,2056
Aspirin,@CHEMICAL_Aspirin,Myocardial Reperfusion Injury,@DISEASE_Myocardial_Reperfusion_Injury,2056
Aspirin,@CHEMICAL_Aspirin,Neoplasm Invasiveness,@DISEASE_Neoplasm_Invasiveness,2056
Aspirin,@CHEMICAL_Aspirin,Neoplastic Cells Circulating,@DISEASE_Neoplastic_Cells_Circulating,2056
Aspirin,@CHEMICAL_Aspirin,Neoplastic Syndromes Hereditary,@DISEASE_Neoplastic_Syndromes_Hereditary,2056
Aspirin,@CHEMICAL_Aspirin,Non Muscle Invasive Bladder Neoplasms,@DISEASE_Non_Muscle_Invasive_Bladder_Neoplasms,2056
Aspirin,@CHEMICAL_Aspirin,Oculomotor Nerve Diseases,@DISEASE_Oculomotor_Nerve_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Organizing Pneumonia,@DISEASE_Organizing_Pneumonia,2056
Aspirin,@CHEMICAL_Aspirin,Oropharyngeal Neoplasms,@DISEASE_Oropharyngeal_Neoplasms,2056
Aspirin,@CHEMICAL_Aspirin,Osteoglophonic dwarfism,@DISEASE_Osteoglophonic_dwarfism,2056
Aspirin,@CHEMICAL_Aspirin,Osteosarcoma,@DISEASE_Osteosarcoma,2056
Aspirin,@CHEMICAL_Aspirin,Out of Hospital Cardiac Arrest,@DISEASE_Out_of_Hospital_Cardiac_Arrest,2056
Aspirin,@CHEMICAL_Aspirin,Paine syndrome,@DISEASE_Paine_syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Patellofemoral Pain Syndrome,@DISEASE_Patellofemoral_Pain_Syndrome,2056
Aspirin,@CHEMICAL_Aspirin,Pelvic Infection,@DISEASE_Pelvic_Infection,2056
Aspirin,@CHEMICAL_Aspirin,Penile Diseases,@DISEASE_Penile_Diseases,2056
Aspirin,@CHEMICAL_Aspirin,Peroneal Neuropathies,@DISEASE_Peroneal_Neuropathies,2056
Aspirin,@CHEMICAL_Aspirin,Photophobia,@DISEASE_Photophobia,2056
