pmid,n_pairs,n_drugs,n_diseases,has_one_drug_multi_diseases,has_one_disease_multi_drugs
38163808,2,1,2,True,False
36601163,5,1,5,True,False
37663274,2,1,2,True,False
36739174,1,1,1,False,False
40585684,2,1,2,True,False
37755933,1,1,1,False,False
32624489,3,1,3,True,False
39712431,2,1,2,True,False
37455840,1,1,1,False,False
31018715,7,1,7,True,False
37987415,1,1,1,False,False
40091376,1,1,1,False,False
40342128,3,1,3,True,False
39880654,2,1,2,True,False
35451593,7,1,7,True,False
33505632,2,1,2,True,False
33846184,2,1,2,True,False
35458234,1,1,1,False,False
39867151,2,1,2,True,False
41204092,1,1,1,False,False
33241939,2,1,2,True,False
37302460,1,1,1,False,False
41224686,1,1,1,False,False
39529053,1,1,1,False,False
35355800,8,2,5,True,True
33573706,5,2,4,True,True
34540418,2,1,2,True,False
27602354,1,1,1,False,False
10636395,1,1,1,False,False
18134439,1,1,1,False,False
10636396,1,1,1,False,False
18137591,1,1,1,False,False
24503031,1,1,1,False,False
23075194,1,1,1,False,False
15390725,1,1,1,False,False
23075195,1,1,1,False,False
13062769,1,1,1,False,False
13025393,1,1,1,False,False
13098280,1,1,1,False,False
14370652,1,1,1,False,False
15408739,1,1,1,False,False
14789466,1,1,1,False,False
1984131,1,1,1,False,False
15433915,1,1,1,False,False
23075196,1,1,1,False,False
30931271,1,1,1,False,False
24385796,1,1,1,False,False
13157900,1,1,1,False,False
22551146,1,1,1,False,False
13131855,1,1,1,False,False
28863787,1,1,1,False,False
18208239,1,1,1,False,False
2327851,1,1,1,False,False
13612203,1,1,1,False,False
15397501,1,1,1,False,False
13856950,1,1,1,False,False
14842552,1,1,1,False,False
12985586,1,1,1,False,False
13296353,1,1,1,False,False
14830046,1,1,1,False,False
14875554,1,1,1,False,False
5829565,1,1,1,False,False
14808261,1,1,1,False,False
14947004,1,1,1,False,False
18119386,1,1,1,False,False
14772996,1,1,1,False,False
13212247,1,1,1,False,False
14919687,1,1,1,False,False
18229295,1,1,1,False,False
14789763,1,1,1,False,False
18152248,1,1,1,False,False
18883471,1,1,1,False,False
14913957,1,1,1,False,False
14357147,1,1,1,False,False
14912145,1,1,1,False,False
13045098,1,1,1,False,False
13023096,1,1,1,False,False
15422206,1,1,1,False,False
13061604,1,1,1,False,False
17375844,1,1,1,False,False
14935383,1,1,1,False,False
13880596,1,1,1,False,False
13669963,1,1,1,False,False
38178043,1,1,1,False,False
34440936,1,1,1,False,False
38005191,2,1,2,True,False
32297187,1,1,1,False,False
31991435,1,1,1,False,False
33099331,2,1,2,True,False
35401022,4,1,4,True,False
41156524,4,1,4,True,False
40862260,1,1,1,False,False
33209833,1,1,1,False,False
31444017,2,1,2,True,False
37189864,2,1,2,True,False
35696485,1,1,1,False,False
39873037,3,1,3,True,False
35028018,2,1,2,True,False
37337504,2,1,2,True,False
33259482,1,1,1,False,False
36985516,1,1,1,False,False
38240843,1,1,1,False,False
37258053,1,1,1,False,False
34442428,2,1,2,True,False
39676000,6,1,6,True,False
39723021,2,1,2,True,False
38489926,1,1,1,False,False
37070155,2,1,2,True,False
31735792,3,1,3,True,False
36424618,1,1,1,False,False
32302504,1,1,1,False,False
31362840,2,1,2,True,False
33931066,4,1,4,True,False
40072649,1,1,1,False,False
33172407,2,1,2,True,False
34164247,1,1,1,False,False
39936826,1,1,1,False,False
39334390,4,1,4,True,False
40926940,1,1,1,False,False
32975555,1,1,1,False,False
37793365,1,1,1,False,False
32498897,1,1,1,False,False
35529815,4,2,3,True,True
35251335,9,1,9,True,False
36147404,2,1,2,True,False
41096002,1,1,1,False,False
32821071,3,1,3,True,False
38204307,3,1,3,True,False
37664295,5,1,5,True,False
34102818,11,1,11,True,False
35764087,11,1,11,True,False
34454714,5,1,5,True,False
18869029,1,1,1,False,False
14817131,1,1,1,False,False
14382311,1,1,1,False,False
14802731,1,1,1,False,False
14382358,1,1,1,False,False
14851301,1,1,1,False,False
14789540,1,1,1,False,False
14842936,1,1,1,False,False
13347796,1,1,1,False,False
18131671,1,1,1,False,False
13726596,1,1,1,False,False
12598837,1,1,1,False,False
13582977,1,1,1,False,False
34466211,3,1,3,True,False
34329623,1,1,1,False,False
36101947,1,1,1,False,False
35111433,2,1,2,True,False
33031161,3,1,3,True,False
34620364,7,1,7,True,False
31979938,1,1,1,False,False
34134658,2,1,2,True,False
40964663,1,1,1,False,False
39270609,2,1,2,True,False
39842709,1,1,1,False,False
32228659,3,1,3,True,False
36859183,3,1,3,True,False
37435254,1,1,1,False,False
34057834,1,1,1,False,False
34758537,2,1,2,True,False
39582666,1,1,1,False,False
40961273,1,1,1,False,False
34491492,8,1,8,True,False
39767232,1,1,1,False,False
13519192,1,1,1,False,False
9371268,3,1,3,True,False
4905914,1,1,1,False,False
14776794,1,1,1,False,False
14787732,1,1,1,False,False
15408491,1,1,1,False,False
17198670,1,1,1,False,False
4433499,1,1,1,False,False
13359377,1,1,1,False,False
14353575,1,1,1,False,False
5619607,1,1,1,False,False
18143709,1,1,1,False,False
13174259,1,1,1,False,False
18128098,1,1,1,False,False
3369101,1,1,1,False,False
15262464,1,1,1,False,False
13342494,1,1,1,False,False
15408630,1,1,1,False,False
5239385,1,1,1,False,False
13636911,1,1,1,False,False
13401772,1,1,1,False,False
13107367,1,1,1,False,False
14446119,1,1,1,False,False
9644297,2,1,2,True,False
13760309,1,1,1,False,False
1009025,1,1,1,False,False
24613108,1,1,1,False,False
8657496,2,1,2,True,False
7430361,2,1,2,True,False
23423840,1,1,1,False,False
14375708,1,1,1,False,False
20051934,1,1,1,False,False
3184474,1,1,1,False,False
3569363,3,1,3,True,False
14419449,1,1,1,False,False
13734334,1,1,1,False,False
13545076,1,1,1,False,False
764853,2,1,2,True,False
16716475,1,1,1,False,False
12436132,4,1,4,True,False
7434849,1,1,1,False,False
19556642,1,1,1,False,False
3209318,3,1,3,True,False
13250423,1,1,1,False,False
37673299,8,1,8,True,False
40960431,2,1,2,True,False
32760247,2,1,2,True,False
32595904,2,1,2,True,False
33693455,2,1,2,True,False
35109910,7,1,7,True,False
37587485,3,1,3,True,False
31679908,2,1,2,True,False
40499198,2,1,2,True,False
32186706,4,1,4,True,False
37495210,1,1,1,False,False
33962786,1,1,1,False,False
34167037,1,1,1,False,False
37971647,2,1,2,True,False
34387625,3,1,3,True,False
36117391,1,1,1,False,False
34515072,1,1,1,False,False
40420018,3,1,3,True,False
37999959,2,1,2,True,False
35359558,3,1,3,True,False
12501494,1,1,1,False,False
27886078,2,1,2,True,False
12629089,1,1,1,False,False
23093205,1,1,1,False,False
31885935,1,1,1,False,False
27689109,1,1,1,False,False
15941889,1,1,1,False,False
7931701,1,1,1,False,False
31371071,1,1,1,False,False
17214273,1,1,1,False,False
11398509,3,1,3,True,False
14656023,1,1,1,False,False
11266032,3,1,3,True,False
8124058,1,1,1,False,False
14746246,1,1,1,False,False
11723441,1,1,1,False,False
12521226,1,1,1,False,False
16416191,2,1,2,True,False
12083316,1,1,1,False,False
15580543,1,1,1,False,False
17214272,1,1,1,False,False
24938711,1,1,1,False,False
11598534,1,1,1,False,False
11837987,1,1,1,False,False
9082346,1,1,1,False,False
11467646,2,1,2,True,False
10100295,1,1,1,False,False
19049328,1,1,1,False,False
19902811,2,1,2,True,False
29171783,1,1,1,False,False
12540403,2,1,2,True,False
11110865,1,1,1,False,False
27273348,1,1,1,False,False
28917233,2,1,2,True,False
31069230,1,1,1,False,False
9352375,1,1,1,False,False
8416664,1,1,1,False,False
33978377,1,1,1,False,False
33478021,2,1,2,True,False
37380026,2,1,2,True,False
36476278,1,1,1,False,False
36923778,3,1,3,True,False
33552904,1,1,1,False,False
32068834,3,1,3,True,False
33073953,1,1,1,False,False
36147118,1,1,1,False,False
33845046,3,1,3,True,False
38133360,1,1,1,False,False
34290005,4,1,4,True,False
28265287,1,1,1,False,False
31835560,1,1,1,False,False
26678525,2,1,2,True,False
29783689,2,1,2,True,False
8875026,1,1,1,False,False
21232119,1,1,1,False,False
25031664,1,1,1,False,False
9694707,1,1,1,False,False
27858373,2,1,2,True,False
18990719,2,1,2,True,False
7701243,1,1,1,False,False
10774470,2,1,2,True,False
7977446,1,1,1,False,False
2393714,2,1,2,True,False
3979016,1,1,1,False,False
1447433,1,1,1,False,False
27684816,1,1,1,False,False
20088746,2,1,2,True,False
16430460,2,1,2,True,False
6313022,1,1,1,False,False
8309270,3,1,3,True,False
1648656,2,1,2,True,False
27265434,1,1,1,False,False
16814909,4,1,4,True,False
11931726,7,1,7,True,False
21910240,5,1,5,True,False
20446115,1,1,1,False,False
16133729,2,1,2,True,False
19415147,2,1,2,True,False
15067749,2,1,2,True,False
19143730,1,1,1,False,False
14966871,1,1,1,False,False
1421179,1,1,1,False,False
10475189,1,1,1,False,False
6147223,1,1,1,False,False
27381013,1,1,1,False,False
1936730,1,1,1,False,False
9559982,1,1,1,False,False
2327959,1,1,1,False,False
24667752,1,1,1,False,False
11912390,1,1,1,False,False
11763170,2,1,2,True,False
11023127,2,1,2,True,False
12111783,1,1,1,False,False
11533328,3,1,3,True,False
25825568,3,1,3,True,False
11771865,1,1,1,False,False
11982661,1,1,1,False,False
2860337,1,1,1,False,False
28335526,2,1,2,True,False
19056098,3,1,3,True,False
12410431,4,1,4,True,False
18538413,3,1,3,True,False
19032377,2,1,2,True,False
25651452,3,1,3,True,False
9050426,1,1,1,False,False
18947260,1,1,1,False,False
25208803,3,1,3,True,False
8698133,3,1,3,True,False
8348941,2,1,2,True,False
10448521,1,1,1,False,False
357970,1,1,1,False,False
6974730,1,1,1,False,False
26239093,1,1,1,False,False
9777425,1,1,1,False,False
17158426,1,1,1,False,False
10584542,1,1,1,False,False
16846473,1,1,1,False,False
16035451,9,1,9,True,False
16453051,3,1,3,True,False
19683698,1,1,1,False,False
9701190,1,1,1,False,False
23776111,1,1,1,False,False
16155269,1,1,1,False,False
1611095,2,1,2,True,False
19422473,3,1,3,True,False
11470726,1,1,1,False,False
9504660,1,1,1,False,False
3766542,1,1,1,False,False
10965378,5,1,5,True,False
9664855,1,1,1,False,False
1672697,1,1,1,False,False
31771278,1,1,1,False,False
35175702,1,1,1,False,False
38096853,1,1,1,False,False
36930548,3,1,3,True,False
32206454,3,1,3,True,False
36779053,5,2,3,True,True
37938197,1,1,1,False,False
41152187,1,1,1,False,False
37133686,1,1,1,False,False
37334792,1,1,1,False,False
37842922,5,1,5,True,False
40937381,1,1,1,False,False
38336310,3,1,3,True,False
31834530,1,1,1,False,False
40218978,2,1,2,True,False
33947505,3,1,3,True,False
37177814,3,1,3,True,False
39332530,4,1,4,True,False
35871935,1,1,1,False,False
35359912,1,1,1,False,False
35499579,2,1,2,True,False
41105621,1,1,1,False,False
39826377,2,1,2,True,False
40717068,1,1,1,False,False
39790759,2,1,2,True,False
33062461,4,1,4,True,False
35291574,3,1,3,True,False
41066429,2,1,2,True,False
41064635,3,1,3,True,False
33907601,1,1,1,False,False
40077754,3,1,3,True,False
21952034,1,1,1,False,False
22221769,6,1,6,True,False
21836078,1,1,1,False,False
10966896,2,1,2,True,False
22534395,1,1,1,False,False
1740602,1,1,1,False,False
12918012,3,1,3,True,False
26809263,2,1,2,True,False
17991650,2,1,2,True,False
19171834,1,1,1,False,False
31601260,1,1,1,False,False
21593512,1,1,1,False,False
1438503,1,1,1,False,False
22523150,1,1,1,False,False
27823800,1,1,1,False,False
27633104,1,1,1,False,False
28485779,1,1,1,False,False
22647793,1,1,1,False,False
20046406,1,1,1,False,False
23084026,2,1,2,True,False
26912492,2,1,2,True,False
15539065,7,1,7,True,False
1456073,2,1,2,True,False
17203786,1,1,1,False,False
31281345,2,1,2,True,False
15250847,1,1,1,False,False
2710019,1,1,1,False,False
28513119,4,1,4,True,False
29867734,3,1,3,True,False
16173005,1,1,1,False,False
1580812,1,1,1,False,False
31177227,2,1,2,True,False
15349081,3,1,3,True,False
17284751,2,1,2,True,False
15337331,2,1,2,True,False
38022369,1,1,1,False,False
32753589,2,1,2,True,False
31846426,1,1,1,False,False
34915869,3,1,3,True,False
35337626,6,1,6,True,False
34103442,1,1,1,False,False
39848785,1,1,1,False,False
35495149,3,1,3,True,False
32443888,1,1,1,False,False
32683363,1,1,1,False,False
35689470,1,1,1,False,False
39201925,6,1,6,True,False
34847798,1,1,1,False,False
35865640,1,1,1,False,False
35712814,2,1,2,True,False
35660814,2,1,2,True,False
34668645,3,1,3,True,False
39939869,1,1,1,False,False
37571294,2,1,2,True,False
35618652,1,1,1,False,False
41111973,1,1,1,False,False
37248539,1,1,1,False,False
39494389,1,1,1,False,False
37861032,3,1,3,True,False
33729671,3,1,3,True,False
37167860,2,1,2,True,False
35674974,1,1,1,False,False
36711998,2,1,2,True,False
38128819,1,1,1,False,False
40411980,3,1,3,True,False
38178022,5,1,5,True,False
37316190,1,1,1,False,False
37252234,2,1,2,True,False
32943488,1,1,1,False,False
33982424,1,1,1,False,False
35618206,4,1,4,True,False
5452307,1,1,1,False,False
1363440,1,1,1,False,False
1842719,3,1,3,True,False
6877249,2,1,2,True,False
2889315,1,1,1,False,False
9713004,3,1,3,True,False
953884,1,1,1,False,False
2501589,1,1,1,False,False
24686805,1,1,1,False,False
26672496,1,1,1,False,False
239344,1,1,1,False,False
24078577,1,1,1,False,False
7623435,1,1,1,False,False
9102141,1,1,1,False,False
2246694,1,1,1,False,False
319293,3,1,3,True,False
7393687,1,1,1,False,False
5257962,1,1,1,False,False
29862147,1,1,1,False,False
3767321,4,1,4,True,False
25567501,1,1,1,False,False
29068997,1,1,1,False,False
27804229,1,1,1,False,False
6132336,1,1,1,False,False
7359235,1,1,1,False,False
7474895,1,1,1,False,False
7227387,1,1,1,False,False
16898970,1,1,1,False,False
9101216,5,1,5,True,False
10518278,1,1,1,False,False
16458832,1,1,1,False,False
18563633,1,1,1,False,False
26077484,3,1,3,True,False
5686220,2,1,2,True,False
19642010,1,1,1,False,False
2896,1,1,1,False,False
2707280,1,1,1,False,False
24927441,1,1,1,False,False
18563634,1,1,1,False,False
7996362,1,1,1,False,False
6133033,1,1,1,False,False
15902554,1,1,1,False,False
651892,1,1,1,False,False
1351478,1,1,1,False,False
19700356,2,1,2,True,False
21471,1,1,1,False,False
19760748,3,1,3,True,False
15347443,6,1,6,True,False
9779804,1,1,1,False,False
9266359,1,1,1,False,False
21352365,2,1,2,True,False
25795986,2,1,2,True,False
3939589,1,1,1,False,False
26083440,1,1,1,False,False
29158924,3,1,3,True,False
36247196,4,1,4,True,False
37973864,1,1,1,False,False
32309129,2,1,2,True,False
35259272,1,1,1,False,False
37675455,1,1,1,False,False
41193797,1,1,1,False,False
34625940,2,1,2,True,False
37669168,1,1,1,False,False
40428021,3,1,3,True,False
32040813,1,1,1,False,False
33221247,1,1,1,False,False
34024520,2,1,2,True,False
12537144,1,1,1,False,False
13055136,1,1,1,False,False
13002445,1,1,1,False,False
16352395,3,1,3,True,False
18606874,1,1,1,False,False
9247460,1,1,1,False,False
14672291,1,1,1,False,False
4577371,1,1,1,False,False
6842832,1,1,1,False,False
6937811,1,1,1,False,False
13471441,1,1,1,False,False
10024138,4,1,4,True,False
2392821,1,1,1,False,False
235170,1,1,1,False,False
2219077,2,1,2,True,False
16032305,2,1,2,True,False
31752105,1,1,1,False,False
16031497,2,1,2,True,False
16031066,1,1,1,False,False
2331589,1,1,1,False,False
23642197,1,1,1,False,False
9192785,4,1,4,True,False
20558038,1,1,1,False,False
15768110,1,1,1,False,False
29520704,2,1,2,True,False
7437406,1,1,1,False,False
15749797,1,1,1,False,False
5917809,1,1,1,False,False
15768109,1,1,1,False,False
29141978,2,1,2,True,False
16032049,1,1,1,False,False
10218149,1,1,1,False,False
4665640,3,1,3,True,False
24182446,2,1,2,True,False
19357223,4,1,4,True,False
16967760,2,1,2,True,False
24739632,2,1,2,True,False
30959831,3,1,3,True,False
646250,1,1,1,False,False
9292759,1,1,1,False,False
24137294,2,1,2,True,False
409812,1,1,1,False,False
14695861,1,1,1,False,False
26780273,1,1,1,False,False
25680481,1,1,1,False,False
26481660,1,1,1,False,False
22585913,1,1,1,False,False
8527077,2,1,2,True,False
35053277,1,1,1,False,False
35155719,2,1,2,True,False
32206196,1,1,1,False,False
38065445,1,1,1,False,False
34347557,2,1,2,True,False
36075524,1,1,1,False,False
35523375,1,1,1,False,False
34133880,1,1,1,False,False
36010649,1,1,1,False,False
36499257,1,1,1,False,False
36155508,4,1,4,True,False
34592146,3,1,3,True,False
40408576,1,1,1,False,False
32180545,1,1,1,False,False
32328397,5,1,5,True,False
25125476,1,1,1,False,False
6731164,1,1,1,False,False
8356878,1,1,1,False,False
11173886,1,1,1,False,False
2530557,1,1,1,False,False
10822240,3,1,3,True,False
13653378,2,1,2,True,False
2260490,1,1,1,False,False
20110595,1,1,1,False,False
30646578,1,1,1,False,False
12810791,1,1,1,False,False
19169966,1,1,1,False,False
15755562,4,1,4,True,False
11422876,1,1,1,False,False
19464701,1,1,1,False,False
1350050,1,1,1,False,False
27392858,1,1,1,False,False
9646150,1,1,1,False,False
24656904,1,1,1,False,False
9060973,2,1,2,True,False
3827417,2,1,2,True,False
11994220,1,1,1,False,False
26402008,2,1,2,True,False
15279662,1,1,1,False,False
25336954,1,1,1,False,False
25825305,7,1,7,True,False
25919635,1,1,1,False,False
7976784,1,1,1,False,False
3243693,1,1,1,False,False
19232336,1,1,1,False,False
8531843,2,1,2,True,False
23042212,1,1,1,False,False
23377270,1,1,1,False,False
24144963,1,1,1,False,False
11959400,1,1,1,False,False
11721146,1,1,1,False,False
18854539,1,1,1,False,False
2283525,2,1,2,True,False
29067348,1,1,1,False,False
25395544,1,1,1,False,False
10364640,1,1,1,False,False
12611755,1,1,1,False,False
15681626,1,1,1,False,False
33869097,1,1,1,False,False
35893152,2,1,2,True,False
41019831,5,1,5,True,False
37390918,6,1,6,True,False
39677139,1,1,1,False,False
33975851,2,1,2,True,False
33022748,7,1,7,True,False
41210058,3,1,3,True,False
20573208,1,1,1,False,False
13176011,1,1,1,False,False
13369099,1,1,1,False,False
5090614,1,1,1,False,False
4179186,1,1,1,False,False
21868809,1,1,1,False,False
1057085,1,1,1,False,False
5089952,2,1,2,True,False
13047289,2,1,2,True,False
16042603,1,1,1,False,False
6050868,1,1,1,False,False
2687659,1,1,1,False,False
20338782,1,1,1,False,False
992858,2,1,2,True,False
28537576,1,1,1,False,False
20104278,1,1,1,False,False
17017498,2,1,2,True,False
275794,1,1,1,False,False
11455745,1,1,1,False,False
28943131,2,1,2,True,False
30232206,2,1,2,True,False
25811010,2,1,2,True,False
22537876,1,1,1,False,False
26695724,1,1,1,False,False
16353713,1,1,1,False,False
28191814,1,1,1,False,False
7962612,4,1,4,True,False
30374398,2,1,2,True,False
595703,1,1,1,False,False
28045688,1,1,1,False,False
12884479,1,1,1,False,False
22219566,3,1,3,True,False
18459540,3,1,3,True,False
9519663,2,1,2,True,False
8090251,2,1,2,True,False
508701,1,1,1,False,False
19852900,3,1,3,True,False
16044907,5,1,5,True,False
10734519,1,1,1,False,False
28444757,5,1,5,True,False
960704,2,1,2,True,False
6543022,2,1,2,True,False
3174728,1,1,1,False,False
27999131,3,1,3,True,False
22696623,2,1,2,True,False
10829357,1,1,1,False,False
30173687,1,1,1,False,False
20540400,1,1,1,False,False
20877791,1,1,1,False,False
25063980,2,1,2,True,False
22116707,1,1,1,False,False
16749346,9,1,9,True,False
23998863,1,1,1,False,False
24792189,1,1,1,False,False
34909324,3,1,3,True,False
35949307,4,1,4,True,False
37046885,1,1,1,False,False
40025751,3,1,3,True,False
35938140,3,2,2,True,True
37554579,1,1,1,False,False
38125615,1,1,1,False,False
37690097,3,1,3,True,False
37202033,3,1,3,True,False
34348072,1,1,1,False,False
34741241,3,1,3,True,False
38231988,1,1,1,False,False
37469107,1,1,1,False,False
31937498,2,1,2,True,False
34674318,1,1,1,False,False
37507704,2,1,2,True,False
13012859,1,1,1,False,False
13543403,1,1,1,False,False
13399194,1,1,1,False,False
20516808,1,1,1,False,False
915560,1,1,1,False,False
7362498,1,1,1,False,False
1423045,4,1,4,True,False
1940989,4,1,4,True,False
14859426,1,1,1,False,False
20815176,2,1,2,True,False
1848071,4,1,4,True,False
5990352,1,1,1,False,False
9571392,2,1,2,True,False
11570786,1,1,1,False,False
3335826,2,1,2,True,False
7716965,3,1,3,True,False
7789470,4,1,4,True,False
16540210,1,1,1,False,False
23185929,3,1,3,True,False
31819326,1,1,1,False,False
8407160,2,1,2,True,False
19900336,3,1,3,True,False
27456173,4,1,4,True,False
12624731,1,1,1,False,False
31253009,1,1,1,False,False
683264,2,1,2,True,False
22547309,1,1,1,False,False
8501420,4,1,4,True,False
17892439,2,1,2,True,False
13836070,2,1,2,True,False
10420442,1,1,1,False,False
11979747,1,1,1,False,False
21918662,1,1,1,False,False
15730428,1,1,1,False,False
1738743,1,1,1,False,False
23183759,1,1,1,False,False
18033027,2,1,2,True,False
27057274,2,1,2,True,False
3677536,1,1,1,False,False
21556950,2,1,2,True,False
28925645,2,1,2,True,False
1556528,4,1,4,True,False
11556213,1,1,1,False,False
27306229,2,1,2,True,False
19785315,1,1,1,False,False
15466926,2,1,2,True,False
30737329,1,1,1,False,False
2814113,5,1,5,True,False
638120,1,1,1,False,False
715376,2,1,2,True,False
30032223,2,1,2,True,False
23928364,5,1,5,True,False
1898255,2,1,2,True,False
25987690,7,1,7,True,False
15962817,1,1,1,False,False
3816865,2,1,2,True,False
37259429,5,1,5,True,False
39299488,1,1,1,False,False
38062959,1,1,1,False,False
35962424,4,1,4,True,False
35889782,1,1,1,False,False
30932791,1,1,1,False,False
36993968,2,1,2,True,False
37854591,3,1,3,True,False
40553647,1,1,1,False,False
33191257,3,1,3,True,False
35255301,2,1,2,True,False
41100656,3,1,3,True,False
33342334,2,1,2,True,False
39959421,3,1,3,True,False
36008920,3,1,3,True,False
40374940,2,1,2,True,False
37126929,3,1,3,True,False
37275922,2,1,2,True,False
33575997,4,1,4,True,False
35822683,2,1,2,True,False
35156556,3,1,3,True,False
35112219,2,1,2,True,False
33862116,3,1,3,True,False
34406674,3,1,3,True,False
34923198,3,1,3,True,False
31765645,1,1,1,False,False
34239993,1,1,1,False,False
36008079,3,1,3,True,False
36245923,1,1,1,False,False
33768408,2,1,2,True,False
32781553,1,1,1,False,False
36834895,1,1,1,False,False
38073476,1,1,1,False,False
32751360,2,1,2,True,False
39840409,2,1,2,True,False
34876806,1,1,1,False,False
33988948,1,1,1,False,False
22588629,6,1,6,True,False
26927168,2,1,2,True,False
19409980,1,1,1,False,False
27608037,1,1,1,False,False
28898907,3,1,3,True,False
20717016,5,1,5,True,False
28598359,2,1,2,True,False
18923642,1,1,1,False,False
2583547,2,1,2,True,False
31345146,2,1,2,True,False
18836533,2,1,2,True,False
26109103,2,1,2,True,False
21672628,1,1,1,False,False
16545917,5,1,5,True,False
23019243,3,1,3,True,False
19799418,1,1,1,False,False
2177221,2,1,2,True,False
23000313,2,1,2,True,False
26239940,5,1,5,True,False
23473764,5,1,5,True,False
30499550,2,1,2,True,False
30116142,1,1,1,False,False
16214333,2,1,2,True,False
11721757,1,1,1,False,False
26835453,1,1,1,False,False
15091331,6,1,6,True,False
28186655,5,1,5,True,False
25398660,2,1,2,True,False
30773605,1,1,1,False,False
34444770,2,1,2,True,False
36313076,1,1,1,False,False
34233510,1,1,1,False,False
32335151,1,1,1,False,False
40109451,1,1,1,False,False
33596868,2,1,2,True,False
33809596,2,1,2,True,False
36686054,1,1,1,False,False
33912967,1,1,1,False,False
38294542,7,1,7,True,False
40219009,1,1,1,False,False
32933593,2,1,2,True,False
34477538,1,1,1,False,False
23705786,1,1,1,False,False
18291301,1,1,1,False,False
26413529,1,1,1,False,False
31119757,1,1,1,False,False
12450964,1,1,1,False,False
17720104,1,1,1,False,False
20623775,1,1,1,False,False
24881142,1,1,1,False,False
9748822,2,1,2,True,False
18378986,1,1,1,False,False
18709887,2,1,2,True,False
18451312,1,1,1,False,False
25644193,1,1,1,False,False
24339839,2,1,2,True,False
17378948,1,1,1,False,False
18852559,1,1,1,False,False
18775574,1,1,1,False,False
19484842,1,1,1,False,False
17320847,1,1,1,False,False
24955551,2,1,2,True,False
15355372,4,1,4,True,False
19966681,1,1,1,False,False
11824838,1,1,1,False,False
10719135,4,1,4,True,False
19175490,1,1,1,False,False
30138390,1,1,1,False,False
16709605,4,1,4,True,False
20592433,1,1,1,False,False
20519557,1,1,1,False,False
10222489,1,1,1,False,False
21191533,1,1,1,False,False
10784463,1,1,1,False,False
29545905,1,1,1,False,False
22170358,2,1,2,True,False
25810991,2,1,2,True,False
16040007,1,1,1,False,False
22344759,1,1,1,False,False
20716710,1,1,1,False,False
21664980,1,1,1,False,False
30254980,1,1,1,False,False
12810156,2,1,2,True,False
28462727,1,1,1,False,False
14149944,1,1,1,False,False
17992530,1,1,1,False,False
24688928,1,1,1,False,False
7340780,4,1,4,True,False
3929875,1,1,1,False,False
10359995,3,1,3,True,False
33851436,1,1,1,False,False
36415939,1,1,1,False,False
38417626,1,1,1,False,False
40579893,1,1,1,False,False
40646717,1,1,1,False,False
37234187,1,1,1,False,False
40984023,1,1,1,False,False
33212246,1,1,1,False,False
24048206,1,1,1,False,False
23056699,1,1,1,False,False
9664599,1,1,1,False,False
19116334,1,1,1,False,False
15047478,2,1,2,True,False
21163042,1,1,1,False,False
30043514,1,1,1,False,False
18411381,3,1,3,True,False
10444342,3,1,3,True,False
3048802,5,1,5,True,False
8605127,1,1,1,False,False
17323828,1,1,1,False,False
8494295,1,1,1,False,False
20375932,1,1,1,False,False
19255021,1,1,1,False,False
21627554,1,1,1,False,False
17474166,1,1,1,False,False
12107818,1,1,1,False,False
19141694,1,1,1,False,False
24224721,1,1,1,False,False
8265769,1,1,1,False,False
29625960,1,1,1,False,False
11259691,1,1,1,False,False
19586788,2,1,2,True,False
15315171,1,1,1,False,False
26479326,1,1,1,False,False
26386249,1,1,1,False,False
30038085,1,1,1,False,False
26374177,1,1,1,False,False
24535840,1,1,1,False,False
7565158,1,1,1,False,False
18547453,1,1,1,False,False
30848279,1,1,1,False,False
30165408,2,1,2,True,False
22860981,1,1,1,False,False
20577008,1,1,1,False,False
27886045,1,1,1,False,False
1547166,1,1,1,False,False
10946529,2,1,2,True,False
7642596,1,1,1,False,False
16620001,1,1,1,False,False
15259035,2,1,2,True,False
14656028,2,1,2,True,False
8950836,3,1,3,True,False
18463884,1,1,1,False,False
16732763,1,1,1,False,False
20589617,1,1,1,False,False
17981373,7,1,7,True,False
15357698,1,1,1,False,False
25728980,2,1,2,True,False
10444343,1,1,1,False,False
28542653,1,1,1,False,False
18589417,1,1,1,False,False
11553056,1,1,1,False,False
18689370,1,1,1,False,False
27511516,1,1,1,False,False
10595751,2,1,2,True,False
9008810,1,1,1,False,False
24219896,5,1,5,True,False
9808229,2,1,2,True,False
17449593,2,1,2,True,False
27323133,1,1,1,False,False
19161160,1,1,1,False,False
15043340,1,1,1,False,False
25841986,1,1,1,False,False
22742602,1,1,1,False,False
21487490,1,1,1,False,False
36232333,1,1,1,False,False
36209095,1,1,1,False,False
35719176,1,1,1,False,False
35052586,3,1,3,True,False
36345843,1,1,1,False,False
37312722,3,2,2,True,True
35438636,1,1,1,False,False
35945749,1,1,1,False,False
37750905,1,1,1,False,False
9720712,4,1,4,True,False
14795272,1,1,1,False,False
2076192,1,1,1,False,False
2019828,1,1,1,False,False
14797761,1,1,1,False,False
30202218,2,1,2,True,False
25459143,2,1,2,True,False
31070198,5,1,5,True,False
8430425,1,1,1,False,False
19627091,1,1,1,False,False
17052868,1,1,1,False,False
17982279,1,1,1,False,False
15632180,1,1,1,False,False
18060564,1,1,1,False,False
29651724,1,1,1,False,False
18540842,2,1,2,True,False
16439097,1,1,1,False,False
